=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1471 canonicals"
Entities:
E1. fast-mail.site
E239. s3-nsa.cloud
E240. advanced-ip-scanners.com
E241. advanced-ip-scanner.click
E242. advanced-ip-scaner.com
E243. advanced-ip-scaner.com.vuxuancuong.com
E244. cancel-action.site
E245. zbignef.com
E246. duhodown.fun
E247. boddyshow.fun
E248. group.teneta.site
E249. site-ukr.net
E250. teneta.group
E251. group-teneta.online
E252. hudojnik.eu [aka hudojniku.eu]
E253. bihei.eu
E254. files-ukr.net
E255. baletki.eu
E256. baletme.eu
E257. ualogaccs.com
E258. blogger.certifiedauth.in
E259. bugiplaysec.com
E260. blogger.google.com.getssl.click
E261. bloockflad.pw
E262. gondurasonline.ru
E263. shapurt.ru
E264. milotraf.ru
E265. minef.eu
E266. kew.1qw.us
E267. kew.8df.us
E268. tme-id.ru
E269. lnasfe.ru
E270. lolifans.ru
E271. kurapat.ru
E272. flayga.ru
E273. iqhost.ru
E274. lopasts.ru
E275. ligaspace.ru
E276. rubidiumo.ru
E277. supermarioprohozhdenie.ru
E278. rafraystore.ru
E279. invoice-traffic.com
E280. sync.invoice-traffic.com
E281. hopentools.ru
E282. mafirti.ru
E283. tvpharm.ru
E284. cooperi.ru
E285. groupdavinci.online
E286. superdadymster.ru
E287. superops.com
E288. superboler.com
E289. superops.ai
E290. gondurasonline.ug
E291. online.ua
E292. aws-online.cloud
E293. humanitarydp.ru
E294. reg.ru
E295. qiwardos.ru
E296. wicksl.ru
E297. metanat.ru
E298. paparat.ru
E299. hillespostelnm.eu
E300. detroito.ru
E301. tarlit.ru
E302. rmssrv.ru
E303. golos2023q.ru
E304. rnbo.gov.ua
E305. lover.printing82.detroito.ru
E306. deti.eu
E307. prostotaknet.net
E308. tvoyaradostetoya.ru
E309. meta.ua
E310. metallergroup.ru
E311. shopersport.ru
E312. pasamart.ru
E313. id.court.gov.ua
E314. gbshost.org
E315. gbshost.net
E316. kilomunara.com
E317. deti-malunki-uah.eu [aka malunki-ditini-uah.eu, golos-ditin-ua.eu, malunki-ditin-ua.eu, malunki-ditini-ua.eu, malunki-ditin-uah.eu, golos-ditin-uah.eu]
E318. golos-ua.life [aka golos-ukr.life]
E319. clipperso.ru
E320. monitor.personlog.in
E321. hawksi.ru
E322. 00-l.ru
E323. rncsq.ru
E324. callsol.ru
E325. dis.gov.ua
E326. farafauler.ru
E327. zaikaopentra.com.ug
E328. octoberoctopus.co.za
E329. qaz.im
E330. qaz.is
E331. coinmakopenarea.su
E332. nabufixservice.su
E333. ipodromlan.ru
E334. zallesman.ru
E335. monopoliafromyou.ru
E336. humanitarydp.ug
E337. atlantar.ru
E338. sismasterhome.ru
E339. filterfullproperty.ru
E340. uasystnet.com
E341. uasystdoc.com
E342. linedrv.com
E343. finformservice.com
E344. nk.1qw.us
E345. keewoolas.pw
E346. ret.6bc.us
E347. golosdruga.ru
E348. comperssw.fun
E349. aleimportadora.net
E350. crash.syncthing.net [aka syncthing.net]
E351. mxukr.net
E352. armpress.net
E353. sackmeister.de
E354. t-online.de
E355. t.co
E356. mail.lebsack.de
E357. s3-de.cloud
E358. vivianstyler.ru
E359. farbi-ua.pics [aka farbi-uah.pics]
E360. kjhgdj99fuller.ru
E361. malvy-ukriane.info
E362. nafillimonilini.net
E363. prozorro-ua.net
E364. baletkiev.pics
E365. tvorchist-ua.eu
E366. crazykids.pics
E367. tvorchist-sadochka.eu [aka tvorchist-sch-hudojnika.eu]
E368. ditinstvo-ua.pics [aka ua-ditinstvo.pics]
E369. internet.bs
E370. int-ukr.net
E371. telegram-mobile.ru
E372. telegram-wap.me
E373. telegram-chary.blog
E374. telegram-wed.id
E375. plengreg.fun
E376. reg-ukr.net
E377. regs-ukr.net
E378. mil.ua.aspx.io
E379. gov-pl.cloud
E380. mil-ee.cloud
E381. mil-be.cloud [aka s3-be.cloud]
E382. aws-il.cloud
E383. gov.mil.ua.aspx.io
E384. delta.milgov.site
E385. milgov.host
E386. gov-ua.cloud [aka govua.cloud, ua-gov.cloud]
E387. ua-se.cloud
E388. ua-sn.cloud
E389. mil-pl.cloud
E390. ua-sec.cloud
E391. vikompalion.ru
E392. homospoison.ru
E393. personlog.in
E394. com.personlog.in
E395. m.personlog.in
E396. balkimotion.ru
E397. live.com.exmo.day
E398. live.com.getssl.click
E399. ipoluchayteudovolstvie.ru
E400. kissmafiabeforyoudied.eu
E401. kismamabeforyougo.su
E402. aluaadin.com
E403. uabayrakua.com
E404. ukrainebayra.com
E405. bh-ukr.net
E406. geroiukrainu.com
E407. zambeziz.com
E408. smart-vnc.com
E409. agrikoz.com
E410. erinekenney.com
E411. modeselling.com
E412. gieannualconferenceinmunich.com
E413. lo7h.com
E414. crmeds.com
E415. drv2ms.com
E416. cloudflare.com
E417. lonejade.com
E418. rivierafamily.com
E419. selectchary.eu
E420. vinergil.com
E421. govtr.cloud
E422. ukrsett.com
E423. poertrfinal.com
E424. balletmasters.co
E425. steycools.pw
E426. balletworld.co
E427. api.personlog.in
E428. detikievakonkurs.co
E429. criticalosl.tech
E430. gov-lv.cloud
E431. vtxhospital.com
E432. golgba.com
E433. tme-id.com
E434. get.sign-cert.com
E435. lingrevelat.com
E436. geroi-ukraine.com
E437. mouseoiet.fun
E438. kohhd.com
E439. rozsenich.com
E440. outlook.com
E441. tzi.info-cip.org
E442. ua-cip.org
E443. arhiv.ua-cip.org
E444. sindoproperty.org
E445. authssl.org
E446. ukrainianworldcongress.info [aka ukrainianworldcongress.org]
E447. mockbin.org
E448. ns1.oncetrips.com
E449. ns2.oncetrips.com
E450. uasettings.com
E451. govps.cloud
E452. bluepablo.fun
E453. kowersize.fun
E454. howlcars.fun
E455. zamesblack.fun
E456. teierqam.org
E457. domtern.com
E458. furqaanenergy.com
E459. teiergam.com
E460. protect-password.site [aka www.protect-password.site]
E461. imgurl.ir
E462. itskids.pics
E463. dytiachatvorchist.pics [aka dytitvorchist.pics]
E464. kids-balerin.pics
E465. chary-konkursua.pics
E466. ua-konkurs.pics
E467. anonvnc.com
E468. dnslookup.seowebchecker.com
E469. dayzilons.pw
E470. in-touc.com
E471. bahouholdings.com
E472. grabify.link
E473. tacticalv.com
E474. konkurs-chari-ua.eu [aka konkurs-chary-ua.eu, ua-konkurs-chary.eu, ua-konkurs-chari.eu]
E475. qwdfewf.com
E476. zaliphone.com
E477. freesitucionap.com
E478. uasetukr.com
E479. telegram.org.t.me-cloud.link
E480. web-telegram.host
E481. bitbucket.org
E482. lauramcinerney.shop
E483. yemmyusa.com
E484. ukenlog.com
E485. api.binance.com.exmo.day
E486. api.binance.com.personlog.in
Mentions:
M1. "sendmail.website" (Domain) — options: E1, E2, E3, E4
M2. "a0671524.xsph.ru" (Domain) — options: E10, E11, E12, E13
M3. "a0667987.xsph.ru" (Domain) — options: E12, E19, E13, E10
M4. "qiwardos.ru" (Domain) — options: E17, E23, E24, E15
M5. "nitikora.ru" (Domain) — options: E20, E23, E27, E28
M6. "milotraf.ru" (Domain) — options: E23, E14, E29, E31
M7. "nikotod.ru" (Domain) — options: E17, E14, E35, E36
M8. "icanhazip.com" (Domain) — options: E39, E40, E41, E42
M9. "fast-mail.site" (Domain) — options: E2, E47, E5, E48
M10. "mail-box.site" (Domain) — options: E1, E53, E54, E5
M11. "mail.zhblz.com" (Domain) — options: E2, E1, E48, E57
M12. "mail-gov.com" (Domain) — options: E2, E60, E51, E1
M13. "outlook.com" (Domain) — options: E2, E1, E58, E63
M14. "your-mail.press" (Domain) — options: E2, E1, E68, E69
M15. "mail-gov.net" (Domain) — options: E61, E48, E54, E59
M16. "webhook.site" (Domain) — options: E2, E1, E71, E72
M17. "infomailforyoumak.ru" (Domain) — options: E78, E79, E15, E2
M18. "patient-docs-mail.com" (Domain) — options: E2, E48, E84, E85
M19. "mails.support" (Domain) — options: E5, E88, E89, E7
M20. "protonmail.com" (Domain) — options: E1, E92, E93, E43
M21. "confirmphone.site" (Domain) — options: E2, E97, E98, E73
M22. "polinamailserverip.ru" (Domain) — options: E7, E14, E15, E101
M23. "ssl4.site" (Domain) — options: E105, E106, E107, E108
M24. "mail.kzp.bg" (Domain) — options: E7, E59, E1, E54
M25. "telegram-auth.website" (Domain) — options: E72, E114, E100, E115
M26. "portugalmail.pt" (Domain) — options: E2, E120, E5, E121
M27. "account-guard.site" (Domain) — options: E2, E123, E124, E114
M28. "pomoshnikrbx.site" (Domain) — options: E2, E127, E47, E128
M29. "ssl3.site" (Domain) — options: E132, E106, E133, E107
M30. "drive-share.site" (Domain) — options: E137, E138, E139, E140
M31. "webmail.facadesolutionsuae.com" (Domain) — options: E1, E58, E145, E43
M32. "korrespondentnet.webflow.io" (Domain) — options: E148, E5, E149, E150
M33. "unetset.com" (Domain) — options: E154, E155, E43, E44
M34. "dnslookup.seowebchecker.com" (Domain) — options: E160, E161, E162, E43
M35. "telegram.uk.net" (Domain) — options: E166, E167, E168, E169
M36. "cloudflare.com" (Domain) — options: E175, E77, E176, E177
M37. "viewdns.info" (Domain) — options: E181, E182, E183, E184
M38. "premiumjeck.site" (Domain) — options: E1, E47, E190, E73
M39. "protect-password.site" (Domain) — options: E92, E192, E2, E193
M40. "web-telegram.host" (Domain) — options: E196, E197, E198, E117
M41. "lamazone.site" (Domain) — options: E2, E1, E129, E73
M42. "authssl.site" (Domain) — options: E50, E203, E204, E178
M43. "qsrgh.site" (Domain) — options: E16, E106, E115, E76
M44. "mail.arlingtonhousing.us" (Domain) — options: E2, E113, E209, E7
M45. "telegram-confirm.site" (Domain) — options: E98, E97, E114, E212
M46. "notfiled.com" (Domain) — options: E154, E215, E216, E43
M47. "cdnauthsoft.com" (Domain) — options: E92, E219, E220, E43
M48. "derzhposluhy.com" (Domain) — options: E127, E223, E33, E224
M49. "qweasdzx.site" (Domain) — options: E146, E212, E2, E73
M50. "sav.com" (Domain) — options: E77, E227, E228, E229
M51. "signal-confirm.site" (Domain) — options: E2, E100, E1, E213
M52. "shodan.io" (Domain) — options: E77, E149, E232, E14
M53. "sansaispa.com" (Domain) — options: E158, E235, E215, E236
M54. "advanced-ip-scanner.site" (Domain) — options: E6, E240, E241, E242
M55. "qwdfewf.com" (Domain) — options: E146, E154, E42, E245
M56. "teneta.site" (Domain) — options: E2, E248, E249, E250
M57. "filedn.eu" (Domain) — options: E227, E153, E252, E155
M58. "iplogger.com" (Domain) — options: E92, E257, E258, E43
M59. "a0698262.xsph.ru" (Domain) — options: E13, E11, E12, E19
M60. "a0698649.xsph.ru" (Domain) — options: E12, E10, E11, E19
M61. "a0695487.xsph.ru" (Domain) — options: E13, E11, E10, E19
M62. "xcqef.ru" (Domain) — options: E22, E15, E264, E16
M63. "qkcew.ru" (Domain) — options: E16, E17, E15, E266
M64. "nxkad.ru" (Domain) — options: E14, E28, E268, E15
M65. "lopasts.ru" (Domain) — options: E17, E23, E269, E235
M66. "unayt.ru" (Domain) — options: E17, E271, E219, E15
M67. "lnasfe.ru" (Domain) — options: E14, E16, E274, E275
M68. "ccbaminumpot.ru" (Domain) — options: E22, E16, E276, E210
M69. "specnaznachenie.ru" (Domain) — options: E14, E16, E15, E277
M70. "sephoraofficetz.ru" (Domain) — options: E278, E15, E279, E80
M71. "sakentoshi.ru" (Domain) — options: E17, E23, E281, E128
M72. "coudzoom.ru" (Domain) — options: E17, E15, E283, E14
M73. "bubenci.ru" (Domain) — options: E17, E20, E15, E285
M74. "vdsina.ru" (Domain) — options: E16, E15, E30, E17
M75. "agentsuperpupervinil.ru" (Domain) — options: E277, E286, E15, E287
M76. "gondurasonline.ru" (Domain) — options: E22, E290, E14, E15
M77. "civh.ru" (Domain) — options: E23, E12, E15, E14
M78. "ardeas.ru" (Domain) — options: E14, E294, E295, E15
M79. "hawksi.ru" (Domain) — options: E16, E23, E296, E282
M80. "kurapat.ru" (Domain) — options: E17, E263, E297, E298
M81. "hilr.ru" (Domain) — options: E16, E29, E299, E15
M82. "kilitro.ru" (Domain) — options: E17, E23, E264, E300
M83. "rncsq.ru" (Domain) — options: E302, E269, E303, E15
M84. "tarlit.ru" (Domain) — options: E17, E23, E104, E29
M85. "detroito.ru" (Domain) — options: E17, E23, E305, E14
M86. "jokoloret.ru" (Domain) — options: E17, E14, E15, E273
M87. "prostosmeritesya.ru" (Domain) — options: E14, E23, E15, E307
M88. "mitlubald.ru" (Domain) — options: E17, E23, E15, E35
M89. "metanat.ru" (Domain) — options: E20, E23, E271, E309
M90. "shapurt.ru" (Domain) — options: E17, E298, E311, E15
M91. "iqhost.ru" (Domain) — options: E16, E22, E314, E315
M92. "ganara.ru" (Domain) — options: E17, E23, E298, E316
M93. "golosdruga.ru" (Domain) — options: E17, E14, E303, E272
M94. "tbwelo.ru" (Domain) — options: E23, E14, E15, E300
M95. "fishitor.ru" (Domain) — options: E23, E17, E37, E15
M96. "yavasponimayu.ru" (Domain) — options: E14, E20, E15, E275
M97. "paparat.ru" (Domain) — options: E17, E263, E312, E271
M98. "wicksl.ru" (Domain) — options: E14, E321, E322, E15
M99. "leonardis.ru" (Domain) — options: E17, E274, E15, E20
M100. "hofsteder.ru" (Domain) — options: E17, E14, E15, E286
