=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 964 canonicals"
Entities:
E1. scorpiones.online
E163. protonmail.com
E164. anotepad.com
E165. chimera-shop24.online
E166. me-cloud.link
E167. telegram.org-a0dm91dk31i.cloue.link
E168. cloudlnk.org
E169. claud.in
E170. grabify.link
E171. telegram.org.t.me-cloud.link
E172. telegram.org-a0dk3dm91iu.tgeo.link
E173. golos-ua.life [aka golos-ukr.life]
E174. let-me.life
E175. balerina.life
E176. primaballerina.life
E177. balet-ua.life
E178. fast-mail.site
E179. axikok.com
E180. out-ukr.net
E181. mygraphbook.com
E182. syncthing.net
E183. fex.net
E184. plengreg.fun
E185. netbin.host
E186. pge-ukr.net
E187. jokoloret.ru
E188. crash.syncthing.net
E189. golosa-hudojnikuua.eu
E190. golosa-zaditinu-ua.eu
E191. hudojniku-school.eu [aka school-hudojniku.eu]
E192. abracodabugalimpopo.ru [aka superdadymster.ru]
E193. zaikadoctor.ru
E194. stormpredictor.host
E195. infomalilopera.ru [aka infomailforyoumak.ru]
E196. againandagaingmorder.ru
E197. tortunas.ru
E198. ukraero.space
E199. unayt.ru
E200. ac-strasbourg.fr
E201. devtools.bond
E202. konkursi-ua.eu
E203. barnsertr.com
E204. expeditionabroad.com
E205. empoweringparents.shop
E206. edisk.ukr.net
E207. site-ukr.net
E208. uasystnet.com
E209. ukrsett.com
E210. td-ukr.net
E211. skreatortemp.site
E212. dytiachatvorchist.pics
E213. hudojnik-dsm.eu
E214. comperssw.fun
E215. malvy-ukr.life
E216. vote-malvy.life
E217. malvy-final.life
E218. malvy-ukraine.life
E219. web-ukr.net
E220. 0-ukr.net
E221. k-ukr.net
E222. 1-ukr.net
E223. uc-ukr.net
E224. 2fa-ukr.net
E225. l-ukr.net
E226. t.co
E227. co-uah.top
E228. ukenlog.com
E229. ginaengg.com
E230. net.frge.io
E231. ukr.net.frge.io
E232. _.ukr.net.frge.io
E233. kitten-268.frge.io
E234. off.ukr-compens.xyz
E235. pay.ukr-compens.xyz
E236. uatax-compens.xyz [aka uatax-compenses.xyz]
E237. ua-compensations.xyz
E238. compensationukr.com
E239. ua-taxes-compens.xyz
E240. tax-compenses.xyz
E241. uknetlogin.com
E242. borizhog.com
E243. akaluij.com
E244. ukainua.com
E245. an-ukr.top
E246. lamazone.site
E247. military-ukraine.site
E248. afi-ukraine.org
E249. lnk.ukr-compens.xyz
E250. maluvani-uah.eu
E251. konkurs-maluvani-ua.eu
E252. maluvani-konkurs-ua.eu
E253. malunki-ua.eu [aka malunki-uah.eu]
E254. balet-ua.eu
E255. crmeds.com
E256. motocheck.in
E257. cerv-gos.top
E258. nafillimonilini.net
E259. circulas.ru
E260. jokotras.ru
E261. tiloraso.ru
E262. potrakit.ru
E263. admis.club
E264. admukr.top
E265. admru.top
E266. posish.club
E267. admus.top
E268. a3-ukr.net
E269. malvy-ukraine.info
E270. gov-ua.info
E271. mail.aet.in.ua
E272. ukraine-barvy.info
E273. ukraine-chares.info
E274. login-ukr.net
E275. pastebin.com
E276. meteolink.host
E277. opros-sch-hudojniki.eu [aka opros-schudojniki-ua.eu]
E278. bul-opros.top
E279. hudojnik-malunki-uah.eu
E280. konkursi-uah.eu
E281. cels-opros.top
E282. zallesman.ru
E283. maxteroper.ru
E284. bluepablo.fun
E285. boddyshow.fun
E286. howlcars.fun
E287. maluvani-ua.eu
E288. deti-malunki-ua.eu
E289. malunki-deti-ua.eu
E290. golos-malunki-ua.eu
E291. grandpri-malunki-ua.eu
E292. malunki-golos-ua.eu
E293. prefer.jokotras.ru
E294. coudzoom.ru
E295. fishitor.ru
E296. milotrad.ru
E297. ukr-malvy.life
E298. malvy-ukriane.life
E299. malvy-vote.life
E300. charyy-ukr.life
E301. eumr.site
E302. helpzzfound.site
E303. 1833.site
E304. 8003659902.site
E305. email.cz
E306. sakentoshi.ru
E307. uasettings.com
E308. uasystdoc.com
E309. blinkij.com
E310. apitelegram.org
E311. gbshost.org
E312. telsec.org
E313. europadonnaireland.org
E314. 1000020.xyz
E315. uacompensation.xyz
E316. blakejones.xyz
E317. ec-compensation.xyz [aka uam-compensation.xyz]
E318. golos-ditin-uah.eu
E319. malunki-ditin-ua.eu [aka malunki-ditin-uah.eu]
E320. golosa-zaditinu-uah.eu
E321. zaditinu-golos-ua.eu
E322. farbi-golos-ua.eu
E323. omyce.ru
E324. downloadrezerves.ru
E325. konkurs-deti-ua.eu
E326. ua-deti-chary.eu
E327. deti-malunki-uah.eu
E328. tvorchist-sadochka.eu
E329. tvorchist-sch-hudojnika.eu
E330. baletki-ua.eu
E331. tvorchist-sch-hudojniki.eu
E332. qaz.is
E333. qaz.su
E334. bitbucket.org
E335. cloudflare-dns.com
E336. lotuskiev.eu
E337. milekiev.eu
E338. jasminkiev.eu
E339. myua-compensations.xyz
E340. ua-compensation.top
E341. compensations-ukrain.bar
E342. humanitarydp.ru
E343. cityofuganda.ug
E344. protectraid.com
E345. azimurs.com
E346. raidforums.com
E347. uaccsnet.com
E348. upportteam.lingrevelat.com
E349. linedrv.com
E350. listen.servemp3.com
E351. everything-everywhere.at.ply.gg
E352. teierqam.org
E353. teiegram1.me
E354. tronogram.com
E355. teleqram.info
E356. detipoertry.com
E357. poertrfinal.com
E358. deti-ua.eu
E359. balet-deti.eu
E360. deti-ball.eu
E361. lo7h.com
E362. let-me.world
E363. let-me.network
E364. leru.life
E365. ghaniyu.com
E366. hiddenvnc.com
E367. ignoracndwko.shop
E368. ohsxy.com
E369. ler-u.co
E370. juniorkievcontest.co
E371. kievkidstalent.co
E372. www.symantec.com
E373. anonvnc.com
E374. iqhost.ru
E375. jslopasitmon.com
E376. filetransrediremin.com
E377. superops.com
E378. verify-ukr.net
E379. balet-me.info
E380. ipapi.co
E381. chary-telegram.eu
E382. telegram.org.security.ohsxy.com
E383. filterfullproperty.ru
E384. monopoliafromyou.ru
E385. drv2ms.com
E386. drimzis.com
E387. verofes.com
E388. webk-telegram.sbs
E389. webk-telegram.icu
E390. ereservices.com
E391. telegram-wap.me
E392. freesitucionap.com
E393. zaliphone.com
E394. kohhd.com
E395. rozsenich.com
Mentions:
M1. "prozorro.online" (Domain) — options: E1, E2, E3, E4
M2. "ukraero.space" (Domain) — options: E10, E11, E12, E13
M3. "beget.com" (Domain) — options: E19, E20, E21, E22
M4. "scorpiones.online" (Domain) — options: E28, E8, E29, E6
M5. "barbatus.online" (Domain) — options: E7, E28, E6, E30
M6. "truffa.online" (Domain) — options: E30, E5, E6, E35
M7. "phymateus.online" (Domain) — options: E28, E36, E6, E35
M8. "swinj.online" (Domain) — options: E30, E38, E5, E6
M9. "zakolibal.online" (Domain) — options: E4, E29, E34, E6
M10. "melitaes.online" (Domain) — options: E7, E37, E6, E28
M11. "dipteran.online" (Domain) — options: E7, E5, E41, E6
M12. "melitaeas.online" (Domain) — options: E29, E7, E6, E32
M13. "xbeta.online" (Domain) — options: E38, E7, E3, E6
M14. "coagula.online" (Domain) — options: E35, E31, E6, E7
M15. "elyslink.online" (Domain) — options: E28, E9, E5, E6
M16. "t-online.de" (Domain) — options: E38, E28, E42, E43
M17. "sardanal.online" (Domain) — options: E28, E36, E46, E6
M18. "graphiuma.online" (Domain) — options: E7, E4, E5, E6
M19. "courtbox.online" (Domain) — options: E31, E6, E47, E4
M20. "telecomds.online" (Domain) — options: E49, E38, E37, E36
M21. "jimloamfilling.online" (Domain) — options: E9, E38, E6, E4
M22. "courtgova.online" (Domain) — options: E51, E8, E6, E4
M23. "wasabiwallet.online" (Domain) — options: E1, E46, E52, E6
M24. "online.ua" (Domain) — options: E54, E55, E56, E6
M25. "prostotaknet.net" (Domain) — options: E60, E61, E62, E63
M26. "golosa-hudojniku.eu" (Domain) — options: E69, E12, E70, E71
M27. "fex.net" (Domain) — options: E77, E78, E15, E64
M28. "edopomogaonline.yolasite.com" (Domain) — options: E38, E83, E84, E85
M29. "iplogger.com" (Domain) — options: E89, E90, E91, E22
M30. "zarabovannyok.eu" (Domain) — options: E12, E95, E96, E97
M31. "nirsoft.me" (Domain) — options: E102, E103, E104, E105
M32. "davincigroup.online" (Domain) — options: E35, E28, E111, E6
M33. "golos-hudojniku.eu" (Domain) — options: E69, E73, E113, E71
M34. "dayzilons.pw" (Domain) — options: E117, E118, E119, E120
M35. "droopily.eu" (Domain) — options: E89, E12, E95, E126
M36. "censys.io" (Domain) — options: E102, E130, E131, E132
M37. "shodan.io" (Domain) — options: E102, E137, E130, E138
M38. "hudojnik.eu" (Domain) — options: E12, E141, E74, E142
M39. "apeduze.com" (Domain) — options: E25, E147, E22, E148
M40. "bihei.eu" (Domain) — options: E150, E153, E154, E155
M41. "bookgames.pw" (Domain) — options: E157, E118, E117, E120
M42. "freeusadatingxxx.online" (Domain) — options: E34, E33, E8, E6
M43. "qwdfewf.com" (Domain) — options: E23, E149, E87, E25
M44. "protectraid.com" (Domain) — options: E162, E163, E22, E12
M45. "chimeramarketplace.online" (Domain) — options: E6, E165, E33, E7
M46. "cloue.link" (Domain) — options: E166, E167, E168, E169
M47. "leru.life" (Domain) — options: E129, E97, E174, E17
M48. "outlook.com" (Domain) — options: E47, E178, E179, E180
M49. "plexbd.net" (Domain) — options: E77, E182, E183, E184
M50. "krasavchikoleg.net" (Domain) — options: E187, E64, E188, E84
M51. "golosa-hudojniku-ua.eu" (Domain) — options: E12, E73, E114, E113
M52. "golosua-hudojniku.eu" (Domain) — options: E69, E73, E71, E74
M53. "fishitor.ru" (Domain) — options: E187, E192, E193, E129
M54. "bourns.space" (Domain) — options: E198, E11, E199, E140
M55. "arentuk.com" (Domain) — options: E204, E151, E22, E13
M56. "ukrsett.com" (Domain) — options: E12, E13, E27, E22
M57. "ukrstnet.com" (Domain) — options: E12, E13, E208, E22
M58. "aviatorssm.bit" (Domain) — options: E198, E211, E77, E212
M59. "ukr-malvy.life" (Domain) — options: E215, E141, E18, E12
M60. "ukr.net" (Domain) — options: E206, E219, E220, E80
M61. "tg.cyou" (Domain) — options: E60, E226, E140, E81
M62. "frge.io" (Domain) — options: E102, E16, E230, E140
M63. "lnk.ukr-compens.xyz" (Domain) — options: E168, E234, E235, E160
M64. "ukenlog.com" (Domain) — options: E12, E127, E241, E242
M65. "ukr-golosovane.site" (Domain) — options: E12, E84, E101, E207
M66. "keewoolas.pw" (Domain) — options: E117, E118, E124, E125
M67. "off.ukr-compens.xyz" (Domain) — options: E248, E249, E235, E12
M68. "maluvani-ua.eu" (Domain) — options: E73, E250, E251, E12
M69. "ukrsets.com" (Domain) — options: E12, E13, E209, E22
M70. "chernilis.win" (Domain) — options: E97, E138, E256, E77
M71. "milotrad.ru" (Domain) — options: E129, E141, E260, E192
M72. "admukr.club" (Domain) — options: E263, E264, E265, E266
M73. "ukraine-malvy.info" (Domain) — options: E248, E269, E270, E18
M74. "uknetlogin.com" (Domain) — options: E13, E274, E228, E22
M75. "tgeo.link" (Domain) — options: E76, E172, E276, E16
M76. "opros-schudojniki-uah.eu" (Domain) — options: E61, E65, E277, E278
M77. "acteran.ru" (Domain) — options: E97, E79, E28, E192
M78. "kowersize.fun" (Domain) — options: E161, E214, E284, E285
M79. "maluvani-uah.eu" (Domain) — options: E141, E73, E287, E227
M80. "malunki-ua.eu" (Domain) — options: E12, E141, E288, E289
M81. "jokotras.ru" (Domain) — options: E187, E129, E293, E294
M82. "malvy-ukr.life" (Domain) — options: E248, E297, E218, E298
M83. "ukrahelpforall.ucraft.site" (Domain) — options: E301, E101, E302, E303
M84. "emterox.ru" (Domain) — options: E41, E283, E192, E129
M85. "erwini.ru" (Domain) — options: E129, E192, E141, E41
M86. "uasetukr.com" (Domain) — options: E12, E206, E307, E22
M87. "bitbucket.org" (Domain) — options: E309, E310, E311, E105
M88. "domthr.xyz" (Domain) — options: E226, E314, E315, E16
M89. "golos-ditin-ua.eu" (Domain) — options: E73, E16, E318, E190
M90. "apoxipodes.ru" (Domain) — options: E323, E192, E25, E187
M91. "deti-ua.eu" (Domain) — options: E271, E288, E12, E325
M92. "tvorchist-ua.eu" (Domain) — options: E271, E54, E328, E206
M93. "qaz.im" (Domain) — options: E267, E332, E16, E333
M94. "cloudlnk.org" (Domain) — options: E166, E310, E76, E334
M95. "sowakiev.eu" (Domain) — options: E97, E199, E336, E337
M96. "ua-compensations.xyz" (Domain) — options: E81, E339, E16, E317
M97. "humanitarydp.ug" (Domain) — options: E342, E16, E12, E343
M98. "baidencult.com" (Domain) — options: E150, E12, E344, E22
M99. "unetset.com" (Domain) — options: E149, E53, E22, E12
M100. "lingrevelat.com" (Domain) — options: E348, E150, E349, E22
M101. "teiergam.com" (Domain) — options: E352, E22, E353, E354
M102. "detipoertry.com" (Domain) — options: E12, E204, E203, E357
M103. "blinkij.com" (Domain) — options: E89, E243, E22, E25
M104. "deti-bi.eu" (Domain) — options: E102, E150, E358, E155
M105. "blopik.com" (Domain) — options: E309, E120, E22, E25
M106. "funedunet.com" (Domain) — options: E161, E20, E22, E153
M107. "let-me.life" (Domain) — options: E102, E110, E177, E362
M108. "ginaengg.com" (Domain) — options: E365, E349, E228, E22
M109. "igshop.net" (Domain) — options: E64, E66, E367, E150
M110. "ghaniyu.com" (Domain) — options: E243, E147, E22, E229
M111. "githubusercontent.com" (Domain) — options: E102, E87, E370, E22
M112. "britxec.com" (Domain) — options: E309, E242, E372, E22
M113. "unayt.ru" (Domain) — options: E129, E192, E197, E97
M114. "ansaigon.com" (Domain) — options: E365, E12, E147, E375
M115. "expeditionabroad.com" (Domain) — options: E12, E87, E164, E22
M116. "verofes.com" (Domain) — options: E149, E377, E22, E26
M117. "akaluij.com" (Domain) — options: E179, E159, E309, E22
M118. "i1t.me" (Domain) — options: E102, E107, E104, E103
M119. "t-me.io" (Domain) — options: E110, E379, E105, E104
M120. "fluoxi.com" (Domain) — options: E89, E92, E22, E243
M121. "apitelegram.org" (Domain) — options: E353, E352, E171, E334
M122. "gimnasikaua.site" (Domain) — options: E84, E243, E303, E51
M123. "ryomy.ru" (Domain) — options: E97, E192, E323, E41
M124. "jokoloret.ru" (Domain) — options: E129, E260, E192, E97
M125. "ruvds.com" (Domain) — options: E385, E12, E255, E22
M126. "webknives.com" (Domain) — options: E12, E387, E388, E22
M127. "t.me" (Domain) — options: E110, E102, E107, E105
M128. "nowpropitup.com" (Domain) — options: E23, E87, E392, E22
M129. "tortunas.ru" (Domain) — options: E187, E295, E259, E260
M130. "borizhog.com" (Domain) — options: E386, E24, E228, E22
M131. "lo7h.com" (Domain) — options: E103, E12, E394, E395
M132. "mulleti.ru" (Domain) — options: E97, E192, E155, E129

=== RESPONSE (67.0s, in 10927 / out 15415 tok, stop) ===
