=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 797 canonicals"
Entities:
E1. off.ukr-compens.xyz
E165. ipv6-wpnc.net
E166. aspx.io
E167. aspe.ro
E168. bounceme.net
E169. myua-compensations.xyz [aka ua-compensations.xyz]
E170. uatax-compens.xyz
E171. uacompensation.xyz
E172. tax-compenses.xyz
E173. 1000020.xyz
E174. ua-compens.top [aka ua-compensation.top]
E175. ec-compensation.xyz
E176. tax-compensation.xyz
E177. uam-compensation.xyz
E178. pay.uacompensation.xyz
E179. lnk-upload.dodortar.ru
E180. uatax-compenses.xyz
E181. accept-pay.top
E182. domthr.xyz
E183. helpzzfound.site
E184. courtgova.site
E185. hmgo.pw
E186. next24.gg-pay.me
E187. wasabiwallet.online
E188. ao3.hmgo.pw
E189. atl.ua
E190. ui-opros.top
E191. big-uah.top
E192. co-opros.top
E193. an-ukr.top
E194. uo-ukr.net
E195. chinagrill.co
E196. antination.kherson.ua
E197. admukr.top
E198. an-gos.top
E199. admru.top
E200. districoperav.icu
E201. winuvinnosluk.club
E202. chubanomania.icu
E203. webk-telegram.icu
E204. oceriesfornot.top
E205. ceriossl.info
E206. varanasiclick.ru
E207. ritionalvalueon.top
E208. cerv-gos.top
E209. edopomogaonline.yolasite.com
E210. oon24opros.yolasite.com
E211. oon24oprosy.yolasite.com
E212. product2020.mrbasic.com
E213. aid.edopomoga.gov.ua
E214. co87972.tmweb.ru
E215. a0695487.xsph.ru
E216. skreatortemp.site
E217. milotrad.ru [aka milotraf.ru]
E218. a0322810.xsph.ru
E219. survefuz.com
E220. a0698649.xsph.ru
E221. acteran.ru
E222. euro24dopomoga0.yolasite.com
E223. 3utilities.com
E224. admukr.club
E225. admus.top
E226. arelyevennot.top
E227. a0698262.xsph.ru
E228. billyhot.ru
E229. dcshost.net
E230. shapurt.ru
E231. a0656203.xsph.ru
E232. shopersport.ru
E233. pro-gos.top
E234. project2.top
E235. successilin.top
E236. pre-opros.top
E237. reteredelete.top
E238. top-opros.top
E239. nxkad.ru
E240. apoxipodes.ru
E241. rmssrv4.ru
E242. kjhgdj99fuller.ru
E243. coagula.online
E244. courtgova.online
E245. melitaeas.online [aka melitaes.online]
E246. chimeramarket24.online
E247. mxukr.net
E248. telegram.uk.net
E249. ip-api.com
E250. chimeramarketplace.online
E251. anidoz.com
E252. apitelegram.org
E253. autodoka.com.ua
E254. ev-gos.top
E255. dipteran.online
E256. online.ua
E257. barbatus.online
E258. gov.mil.ua.aspx.io
E259. elyslink.online
E260. peer-gos.top
E261. tas-gos.top [aka chis-gos.top]
E262. tense-gos.top
E263. for-gos.top
E264. ais-gos.top
E265. jevejosader.top
E266. jar-gos.top
E267. project3.top
E268. ndlestomak.top
E269. co-uah.top
E270. ereservices.com
E271. tools.nexcess.net
E272. dwservice.net [aka www.dwservice.net]
E273. as49447.net
E274. hotmail.com
E275. gmail.com
E276. mail.nais-gov.org
E277. iforma.es
E278. email.cz
E279. cooperi.ru
E280. coudzoom.ru
E281. evil.server.com
E282. polinamailserverip.ru
E283. servebeer.com
E284. servegame.com [aka serveminecraft.net]
E285. chimeramarketplace24.online
E286. chimera-shop24.online
E287. yotsubasociety.website
E288. 4qzm.com
E289. agreminj.com
E290. agrikoz.com
E291. telesecurity.org
E292. telegram.org-a0dm91dk31i.cloue.link
E293. scorpiones.online
E294. telegram-mobile.ru
E295. tzi.info-cip.org
E296. emterox.ru
E297. dodortar.ru
E298. cuckoo.cert.ee
E299. ftp.thefoodplace.net
E300. surname192.temp.swtest.ru
E301. bank.gov.ua
E302. dsns.com.ua
E303. gov.ua
E304. t.co
E305. ns2.modeselling.com
E306. modeselling.com
E307. ns1.lonejade.com
E308. ns1.fountainrate.com
E309. ddnsking.com
E310. ns2.oncetrips.com
E311. ns1.oncetrips.com
E312. ns2.vtxhospital.com
E313. ns2.fountainrate.com
E314. ludepa.ec
E315. foundpomoshi.com
E316. center-gos.top [aka central-gos.top]
E317. wers-gos.top
E318. webk-telegram.sbs
E319. webz-telegram.sbs
E320. ceronamtinclube.icu
E321. telegram.org-a0dk3dm91iu.tgeo.link
E322. telegrad.info
E323. golos2023q.ru
E324. pomoshnikrbx.site
E325. rbadm.top
E326. topadm.top
E327. me.gov.ua
E328. dis.gov.ua
E329. mail.gov.ua
E330. dsszzi.gov.ua
E331. www.msp.gov.ua [aka msp.gov.ua]
E332. coinerpay.top
E333. mono.gg-pay.me
E334. teiegram1.me
E335. telegram-click.ru
E336. telegram-wed.id
E337. telegram-wap.me
E338. 8003659902.space
E339. apps-opros.top
E340. amo-opros.top
E341. ao-opros.top
E342. wi-opros.top
E343. awa-opros.top
E344. jo-opros.top
E345. alfa-gos.top
E346. ew-gos.top
E347. sendmail.website
E348. onyangdol.site
E349. cels-opros.top
E350. lamazone.site
E351. viewdns.info
E352. t--t.me
E353. tsecurity.sbs
E354. info-cip.org
E355. portal.nazk.org.ua
E356. myftp.org
E357. humanitarydp.ug
E358. marmaris.com.ua
E359. outlook.com
E360. toloka.to
E361. golosdruga.ru
E362. www.virustotal.com [aka virustotal.com]
E363. redport80.ru
E364. xcqef.ru
E365. mil.ua.aspx.io
E366. pbank.co.ua
E367. moolin.ru
E368. admis.club
E369. posish.club
E370. ua.aspx.io
E371. golgba.com
E372. xsph.ru
E373. rncsq.ru
E374. wicksl.ru
E375. metanat.ru
E376. mega.nz
E377. xbeta.online
E378. i.ua
E379. zbignef.com
E380. qkcew.ru
E381. ardeas.ru
E382. ganara.ru
E383. erwini.ru
E384. dezword.com
E385. rubidiumo.ru
E386. hawksi.ru
E387. detroito.ru
E388. callsol.ru
E389. flayga.ru
E390. t-online.de
E391. gondurasonline.ug
E392. lopasts.ru
E393. ligaspace.ru
E394. tortunas.ru
E395. domtern.com
E396. yandex.ru
E397. advanced-ip-scanner.site
E398. lnasfe.ru
E399. rnbo.gov.ua
E400. tridiuma.ru
E401. bilitora.ru
E402. billiopa.com
E403. id.court.gov.ua
E404. tarlit.ru
E405. mitlubald.ru
E406. jokotras.ru
E407. rmssrv2.ru
E408. bourns.space
E409. vljsport.eu.com
E410. konkurs-events.top
E411. aff-opros.top [aka afi-opros.top]
E412. thestoreroomnsw.com.au
E413. static-ukr.net
E414. telecomds.online
E415. rmssrv3.ru
E416. jskgdhjkdfhjdkjhd844.ru
E417. ryomy.ru
E418. onedrive.live.com
E419. app.any.run
E420. fountainrate.com
E421. kopratiso.ru
E422. teleqram.info
E423. telegraom.me
E424. fishitor.ru
E425. tiloraso.ru
E426. mulleti.ru
E427. potrakit.ru
E428. atlantar.ru
E429. hofsteder.ru
E430. plexbd.net
E431. files-ukr.net
E432. telegram.org.t.me-cloud.link
E433. sytes.net
E434. azimurs.com
E435. ohsxy.com
E436. fan-guy.com
E437. graphiuma.online
E438. motoristo.ru
E439. hilr.ru
E440. stormpredictor.host
E441. nv.ua
E442. meta.ua
E443. world-opros.top
E444. hexactor.com
E445. anniversarygiftsforcouples.com
E446. verofes.com
E447. dod-upload.dodortar.ru
E448. candidar.ru
E449. nikotod.ru
E450. kurapat.ru
E451. uadop.webflow.io
E452. rresteraftin.com
E453. frge.io
E454. gofile.io
E455. lthhc-zm.com
E456. teiergam.com
E457. tronogram.com
E458. circulas.ru
E459. bow-gos.top
E460. parodadoca.ru
E461. arentuk.com
E462. nitikora.ru
E463. ws-gos.top
E464. 192.198.87.130
E465. 67.199.248.10
E466. 67.199.248.11
E467. up-lnk.myftp.org
E468. advanced-ip-scanner.click
E469. bt.toloka.tv
E470. bt.hurtom.com
E471. cryptsen7fo43rr6.onion.to
E472. bul-opros.top
E473. bt.toloka.to
E474. sardanal.online
E475. courtbox.online
E476. servehalflife.com
E477. servequake.com
E478. servehttp.com
E479. serveftp.com
E480. serveirc.com
E481. servecounterstrike.com
E482. aon.at
E483. garagemusicschool.it
E484. podologaneri.it
E485. winchconstruction.com
E486. smm2021.net
E487. pastebin.com
E488. clipperso.ru
E489. farafauler.ru
E490. westafrance.com
E491. timeandbright.com
E492. ln-upl.ddns.net
E493. baidencult.com
E494. baidenfree.com
E495. lover.printing82.detroito.ru
E496. economiquity.org
E497. sindoproperty.org
E498. infomalilopera.ru
E499. kohhd.com
E500. lesrochersblancs.com
E501. brand-gos.top
E502. upportteam.lingrevelat.com
E503. ginaengg.com
E504. 7tt.me
E505. fernandoherrera.me
E506. i1t.me
E507. alf-gos.top
E508. tbwelo.ru
E509. eu-opros.top
E510. eti-opros.top
E511. a0671524.xsph.ru
E512. a0667987.xsph.ru
E513. store1.gofile.io
E514. store3.gofile.io
E515. out-ukr.net
E516. integramultimedia.com.mx
E517. d-upl.ddns.net
E518. mockbin.org
E519. diagnostic-resolver.com
E520. vtxhospital.com
E521. rivertimad.com
E522. sinergil.com
E523. vinergil.com
E524. myftp.biz
E525. dyndns.com
E526. britxec.com
E527. m-vz.webhop.me
E528. myelectrive.com
E529. qiwardos.ru
E530. servemp3.com
E531. akaluij.com
E532. blinkij.com
E533. apokil.com
E534. shikjil.com
E535. blopik.com
E536. noip.com
E537. telsec.org
E538. telegram.org.security.ohsxy.com
E539. cloudlnk.org
E540. security-check.telegram.org.ohsxy.com
E541. combinedresidency.org
E542. phymateus.online
E543. vuxuancuong.com
E544. enlamentedeunasesor.com
E545. ddns.net
E546. fex.net
E547. docs.microsoft.com
E548. answers.microsoft.com
E549. ms-webdav-miniredir.com
E550. portal.msrc.microsoft.com
E551. social.technet.microsoft.com
E552. www.get.adobe.com.aspx.io
E553. www.catalog.update.microsoft.com
E554. dishsouq.com
E555. microjob.mn
E556. myddns.me
E557. gobits3.com
E558. ns.ns3-dns.com
E559. up-dot.myftp.org
E560. brunoboys.net
E561. advanced-ip-scanners.com
E562. advanced-ip-scaner.com
E563. kesp.cl
E564. advanced-ip-scaner.com.vuxuancuong.com
E565. advanced-ip-scanner.website
E566. programasparapc.net
E567. swinj.online
E568. truffa.online
E569. nod-update.it
E570. cryptsen7fo43rr6.onion
E571. cryptsen7fo43rr6.onion.cab
E572. lightnogu5owjjllyo4tj2sfos6fchnmcidlgo6c7e6fz2hgryhfhoyd.onion
E573. bugiplaysec.com
E574. jel-gos.top
E575. store8.gofile.io
E576. drive.google.com
E577. notfiled.com
E578. maximprofile.net
E579. t-me.io
E580. www.portcheckers.com
E581. product-reviews.website
E582. jokoloret.ru
E583. prefer.jokotras.ru
E584. ipodromlan.ru
E585. korrespondentnet.webflow.io
E586. shormanz.com
E587. e-wwg.com
E588. homospoison.ru
E589. dogiraftig.com
E590. thaibbqculver.com
E591. ns1.vtxhospital.com
E592. benokij.com
E593. freedynamicdns.org
E594. ns1.modeselling.com
E595. mafirti.ru
E596. superboler.com
E597. tg-me.pro
E598. vote-me.top
E599. leonardis.ru
E600. serveblog.net
E601. servepics.com
E602. borizhog.com
E603. easternexecutiveclub.com
E604. aluaadin.com
E605. apeduze.com
E606. api.dev-com.sc [aka dev-com.sc]
E607. fudupdate.com
E608. viewdns.net
E609. teierqam.org
E610. alegoomaster.com
E611. ns3-dns.com
E612. cloudflare-dns.com
E613. dnslookup.seowebchecker.com
E614. badpdf.com
E615. moskeet.com
E616. criticalosl.tech
E617. hopentools.site
E618. lonejade.com
E619. lonelyatthetop.com
E620. expeditionabroad.com
E621. oncetrips.com
E622. onthewifi.com
E623. bubenci.ru
E624. europadonnaireland.org
E625. hopto.org
E626. netbin.host
E627. meteolink.host
E628. syncapp.host
E629. microsoft.com
E630. nowpropitup.com
E631. cs1.wpc-v0cdn.org
E632. wpc-v0cdn.org
E633. cdn.jsdelivr.net
E634. tio-gos.top
E635. 3dstore.pro
E636. lingrevelat.com
E637. misp.cert.gov.ua
E638. ocspdep.com
E639. alt-2cdn.net
E640. www.dropbox.com
E641. analyze.intezer.com
E642. 185.193.38.78
E643. www.facebook.com
E644. www.michiganmastereltiempo.com
E645. nais-gov.org
E646. ansaigon.com
E647. cisa.gov
E648. internet.bs
E649. barbacoalosmartinez.com
E650. ertimadifa.com
E651. texlidia.com
E652. proxylogon.com
E653. softloadup.com
E654. mygraphbook.com
E655. ghaniyu.com
E656. www.dstruct.net
E657. www.symantec.com
E658. www.msftncsi.com
E659. rea-gos.top
E660. badge-gos.top
E661. eo2mxtqmeqzafqi.m.pipedream.net
E662. eo9p1d2bfmioiot.m.pipedream.net
E663. eoy7zvsvn6xfcmy.m.pipedream.net
E664. eoiw8lhjwuc3sh2.m.pipedream.net
E665. vuonorganic.com
E666. jorgava.com
E667. zaliphone.com
E668. nejsemlama.cz
E669. star-cz.ddns.net
E670. hardingtwominuterule.com
E671. freesitucionap.com
E672. myvnc.com
E673. datagroup.ddns.net
E674. single-office.ddns.net
E675. getmod.host
E676. t.me
E677. icanhazip.com
E678. fluoxi.com
E679. gordon6.hopto.org
E680. zapto.org
E681. me-cloud.link
E682. www.hybrid-analysis.com
E683. optica-rd.myftp.biz
E684. zambeziz.com
E685. igshop.net
E686. prostotaknet.net
E687. cloue.link
E688. zuh3vcyskd4gipkm.onion
E689. ticket.cyberpolice.gov.ua
E690. panelunregistertle-348.frge.io
E691. run.mocky.io
E692. ftp.artrsllc.com
E693. ftp.ssttekstil.com [aka ssttekstil.com]
E694. numsecukr.net
E695. cdn.discordapp.com
E696. get.adobe.com.aspx.io
Mentions:
M1. "accounts.cm1-ukr.net" (Domain) — options: E1, E2, E3, E4
M2. "accounts.regs-ukr.net" (Domain) — options: E10, E11, E3, E4
M3. "se-ukr.net" (Domain) — options: E14, E15, E16, E17
M4. "sb-ukr.net" (Domain) — options: E14, E22, E23, E18
M5. "regs-ukr.net" (Domain) — options: E14, E24, E28, E29
M6. "om-ukr.net" (Domain) — options: E14, E32, E33, E34
M7. "mst-ukr.net" (Domain) — options: E14, E36, E37, E38
M8. "f3-ukr.net" (Domain) — options: E14, E19, E40, E18
M9. "dat1-ukr.net" (Domain) — options: E14, E19, E18, E44
M10. "8-ukr.net" (Domain) — options: E14, E19, E21, E18
M11. "5-ukr.net" (Domain) — options: E14, E19, E21, E18
M12. "4e-ukr.net" (Domain) — options: E14, E19, E49, E18
M13. "v-ukr.net" (Domain) — options: E14, E24, E52, E18
M14. "verify-ukr.net" (Domain) — options: E2, E1, E18, E55
M15. "v1-ukr.net" (Domain) — options: E14, E22, E44, E58
M16. "tc-ukr.net" (Domain) — options: E14, E19, E60, E18
M17. "signup-ukr.net" (Domain) — options: E14, E27, E18, E65
M18. "score-ukr.net" (Domain) — options: E14, E19, E18, E49
M19. "p3-ukr.net" (Domain) — options: E14, E40, E18, E19
M20. "k-ukr.net" (Domain) — options: E14, E19, E70, E18
M21. "k1-ukr.net" (Domain) — options: E14, E72, E44, E18
M22. "details-ukr.net" (Domain) — options: E22, E35, E18, E74
M23. "cm1-ukr.net" (Domain) — options: E14, E76, E45, E77
M24. "1-ukr.net" (Domain) — options: E14, E19, E59, E45
M25. "0-ukr.net" (Domain) — options: E14, E19, E44, E18
M26. "uf1-ukr.net" (Domain) — options: E14, E36, E80, E44
M27. "mx3-ukr.net" (Domain) — options: E14, E81, E40, E18
M28. "lvc-ukr.net" (Domain) — options: E14, E36, E60, E53
M29. "bnt-ukr.net" (Domain) — options: E14, E36, E84, E18
M30. "private-ukr.net" (Domain) — options: E22, E14, E18, E20
M31. "msx-ukr.net" (Domain) — options: E14, E87, E88, E18
M32. "edisk-ukr.net" (Domain) — options: E19, E14, E18, E73
M33. "cck-ukr.net" (Domain) — options: E14, E2, E92, E70
M34. "news-ukr.net" (Domain) — options: E22, E35, E12, E74
M35. "password-ukr.net" (Domain) — options: E14, E18, E96, E19
M36. "accounts-s-ukr.net" (Domain) — options: E4, E3, E11, E7
M37. "kt-ukr.net" (Domain) — options: E14, E63, E73, E38
