=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide one thing: which entity it is. Hierarchy between entities is decided elsewhere — never answer it here.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for. A mention may carry a `ctx:` reference naming the evidence window(s) (`S1. …`) that contain it.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference.

Output one raw JSON object per line (JSONL), no markdown fences, no commentary, no wrapping array, one line per mention, in order, keys exactly `m`, `id`, `g`:
{"m":"M1","id":"E3","g":null}
{"m":"M2","id":"NEW","g":"a 2010 release of the suite"}

--- text ---
Source: "Modus operandi UAC-0177 (JokerDPR) на прикладі однієї з кібератак (CERT-UA#8290)" — evidence: S1. "комп'ютерні надзвичайні події України CERT-UA досліджено один з інцидентів, інформацію про який в маніпулятивній формі опубліковано в телеграм-каналі JokerDPR.</p><p>З'ясовано, що одним із методів реалізації кіберзагроз, які здійснюються "послідовниками" JokerDPR і/або інформація про які публікується в згад" S2. "атак, спрямованих на отримання несанкціонованого доступу до облікових записів поштових сервісів Google, Ukr.Net, Outlook, а також криптовалютних бірж EXMO та Binance.</p><p>Для втілення зловмисного задуму зловмисники за допомогою реєстраторів Tucows / Namecheap створюють характерні доменні імена та відповідні вебсторінки, що імітують легітимні сервіси. Згодом, посилання розповсюджуються засобами" S3. "отриманих даних, готується інфопривід з подальшою публікацією викривленої інформації.</p><p>З метою інформування про особливості здійснення кібератак UAC-0177, а також, подальшого дослідження (в т.ч., ретроспективного) та атрибуції, у відповідному розділі наведено виявлені пов'язані індикатори компрометації"
Entities:
E1. Encrpt3d
E445. azwus1-client-s.gateway.messenger.certifiedauth.in
E446. azwus1-client-s.gateway.messenger.exmo.day
E447. azwus1-client-s.gateway.messenger.live.com.getssl.click
E448. b.stats.certifiedauth.in
E449. bin.binance.com.exmo.day
E450. bin.binance.com.personlog.in
E451. bin.personlog.in
E452. binance.com.exmo.day
E453. binance.com.personlog.in
E454. blogger.certifiedauth.in
E455. blogger.google.com.getssl.click
E456. blogger.google2.certifiedauth.in
E457. browser.events.data.certifiedauth.in
E458. browser.events.data.exmo.day
E459. browser.events.data.live.com.getssl.click
E460. c.certifiedauth.in
E461. c6.certifiedauth.in
E462. cdn.certifiedauth.in
E463. cdn.exmo.day
E464. cdn.live.com.getssl.click
E465. coinbase.exmo.day
E466. com.authssl.online
E467. com.authssl.site
E468. com.connectssl.in
E469. com.exmo.day
E470. com.getssl.click
E471. com.getssl.ink
E472. com.personlog.in
E473. com.ssl2.online
E474. com.ssl2.site
E475. com.ssl3.online
E476. com.ssl3.site
E477. com.ssl4.online
E478. content.certifiedauth.in
E479. content.exmo.day
E480. content.google.com.getssl.click
E481. content.google2.certifiedauth.in
E482. csp.certifiedauth.in
E483. csp.exmo.day
E484. csp.live.com.getssl.click
E485. data.certifiedauth.in
E486. data.exmo.day
E487. data.live.com.getssl.click
E488. docs.gdrive.com.authssl.site
E489. docs.gdrive.com.ssl2.online
E490. docs.gdrive.com.ssl2.site
E491. docs.googie.com.authssl.online
E492. docs.googie.com.authssl.site
E493. docs.googie.com.connectssl.in
E494. docs.googie.com.ssl2.site
E495. docs.googie.com.ssl3.online
E496. docs.googie.com.ssl4.online
E497. docs.google.com.ssl2.site
E498. docs.google.com.ssl3.site
E499. docs.googleauth.com.ssl3.site
E500. docs.googledrive.com.ssl2.site
E501. docs.ukr.net.ssl2.in
E502. docs.ukr.net.ssl2.site
E503. docs.ukr.net.ssl4.site
E504. drive.certifiedauth.in
E505. drive.gdocs.com.authssl.site
E506. drive.gdocs.com.personlog.in
E507. drive.gdocs.com.ssl2.online
E508. drive.googie.com.connectssl.in
E509. drive.googie.com.ssl2.site
E510. drive.googie.com.ssl4.online
E511. drive.google.com.getssl.click
E512. drive.google2.certifiedauth.in
E513. drive.googles.com.personlog.in
E514. dynamic.exmo.day
E515. edisk.ukr.net.ssl1.online
E516. edisk.ukr.net.ssl2.in
E517. edisk.ukr.net.ssl3.site
E518. events.data.certifiedauth.in
E519. events.data.exmo.day
E520. events.data.live.com.getssl.click
E521. exceptions.exmo.day
E522. files.ukr.net.ssl2.in
E523. files.ukr.net.ssl2.online
E524. files.ukr.net.ssl4.online
E525. fonts.certifiedauth.in
E526. fonts.google.com.getssl.click
E527. fonts.google2.certifiedauth.in
E528. frontend-m.binance.com.exmo.day
E529. frontend-m.binance.com.personlog.in
E530. frontend-m.personlog.in
E531. gateway.messenger.certifiedauth.in
E532. gateway.messenger.exmo.day
E533. gateway.messenger.live.com.getssl.click
E534. gdocs.com.authssl.site
E535. gdocs.com.personlog.in
E536. gdocs.com.ssl2.online
E537. gdrive.com.authssl.site
E538. gdrive.com.ssl2.online
E539. gdrive.com.ssl2.site
E540. geolocation.authcheck.in
E541. googie.com.authssl.online
E542. googie.com.authssl.site
E543. googie.com.connectssl.in
E544. googie.com.ssl2.site
E545. googie.com.ssl3.online
E546. googie.com.ssl4.online
E547. google.com.getssl.click
E548. google.com.getssl.ink
E549. google.com.ssl2.site
E550. google.com.ssl3.site
E551. google.exmo.day
E552. google2.certifiedauth.in
E553. googleauth.com.ssl3.site
E554. googledrive.com.ssl2.site
E555. googles.com.personlog.in
E556. googletag.exmo.day
E557. hnd.stats.certifiedauth.in
E558. images.exmo.day
E559. lh3.google.com.getssl.click
E560. lh3.google2.certifiedauth.in
E561. live.com.exmo.day
E562. live.com.getssl.click
E563. login.certifiedauth.in
E564. login.exmo.day
E565. login.live.com.exmo.day
E566. login.live.com.getssl.click
E567. login.outlook.live.com.exmo.day
E568. logincdn.certifiedauth.in
E569. logincdn.exmo.day
E570. m.binance.com.exmo.day
E571. m.binance.com.personlog.in
E572. m.personlog.in
E573. mail.certifiedauth.in
E574. mail.google.com.getssl.click
E575. mail.google2.certifiedauth.in
E576. messenger.certifiedauth.in
E577. messenger.exmo.day
E578. messenger.live.com.getssl.click
E579. monitor.binance.com.exmo.day
E580. monitor.binance.com.personlog.in
E581. monitor.personlog.in
E582. myaccount.certifiedauth.in
E583. myaccount.google.com.getssl.click
E584. myaccount.google2.certifiedauth.in
E585. net.ssl1.online
E586. net.ssl1.site
E587. net.ssl2.in
E588. net.ssl2.link
E589. net.ssl2.online
E590. net.ssl2.site
E591. net.ssl3.online
E592. net.ssl3.site
E593. net.ssl4.online
E594. net.ssl4.site
E595. notifications.certifiedauth.in
E596. notifications.google.com.getssl.click
E597. notifications.google2.certifiedauth.in
E598. ns1.authcheck.in
E599. ns1.authssl.in
E600. ns1.authssl.link
E601. ns1.authssl.online
E602. ns1.authssl.org
E603. ns1.authssl.site
E604. ns1.certifiedauth.in
E605. ns1.connectssl.in
E606. ns1.exmo.day
E607. ns1.getssl.click
E608. ns1.goaccount.link
E609. ns1.passport2.zip
E610. ns1.personlog.in
E611. ns2.authcheck.in
E612. ns2.authssl.in
E613. ns2.authssl.link
E614. ns2.authssl.online
E615. ns2.authssl.org
E616. ns2.authssl.site
E617. ns2.certifiedauth.in
E618. ns2.connectssl.in
E619. ns2.exmo.day
E620. ns2.getssl.click
E621. ns2.goaccount.link
E622. ns2.passport2.zip
E623. ns2.personlog.in
E624. ogs.certifiedauth.in
E625. ogs.google.com.getssl.click
E626. ogs.google2.certifiedauth.in
E627. outlook-1.cdn.certifiedauth.in
E628. outlook-1.cdn.exmo.day
E629. outlook-1.cdn.live.com.getssl.click
E630. outlook.certifiedauth.in
E631. outlook.exmo.day
E632. outlook.live.com.exmo.day
E633. outlook.live.com.getssl.click
E634. outlook.outlook.live.com.exmo.day
E635. play.certifiedauth.in
E636. play.google.com.getssl.click
E637. play.google2.certifiedauth.in
E638. r4.res.certifiedauth.in
E639. r4.res.exmo.day
E640. r4.res.live.com.getssl.click
E641. res.certifiedauth.in
E642. res.exmo.day
E643. res.live.com.getssl.click
E644. secure.certifiedauth.in
E645. sensors.binance.com.exmo.day
E646. sensors.binance.com.personlog.in
E647. sensors.personlog.in
E648. share.ukr.net.ssl1.site
E649. share.ukr.net.ssl3.online
E650. shared.document.drive.googie.com.ssl4.site
E651. shared.drive.googie.com.ssl4.online
E652. shared.drive.googie.com.ssl4.site
E653. ssl.certifiedauth.in
E654. ssl.google.com.getssl.click
E655. ssl.google2.certifiedauth.in
E656. static.binance.com.exmo.day
E657. static.binance.com.personlog.in
E658. static.certifiedauth.in
E659. static.personlog.in
E660. stats.certifiedauth.in
E661. t.certifiedauth.in
E662. ukr.net.ssl1.online
E663. ukr.net.ssl1.site
E664. ukr.net.ssl2.in
E665. ukr.net.ssl2.link
E666. ukr.net.ssl2.online
E667. ukr.net.ssl2.site
E668. ukr.net.ssl3.online
E669. ukr.net.ssl3.site
E670. ukr.net.ssl4.online
E671. ukr.net.ssl4.site
E672. ws.exmo.day
E673. www.authcheck.in
E674. www.authssl.in
E675. www.authssl.online
E676. www.binance.com.exmo.day
E677. www.binance.com.personlog.in
E678. www.certifiedauth.in
E679. www.connectssl.in
E680. www.getssl.ink
E681. www.google2.certifiedauth.in
E682. www.hsts.online
E683. www.personlog.in
E684. www.ssl2.in
E685. www.ssl2.link
E686. www.ssl4.site
E687. www2.certifiedauth.in
E688. www2.google.com.getssl.click
E689. www2.google2.certifiedauth.in
E690. www3.google.com.getssl.click
E691. www3.google2.certifiedauth.in
E692. edisk.ukr.net.ssl2.link
Mentions:
M1. "JokerDPR" (HackerGroup) — options: E1, E2, E3, E4 — ctx: S1
M2. "UAC-0177" (HackerGroup) — options: E11, E12, E13, E14 — ctx: S3
M3. "EXMO" (Organization) — options: E23, E24, E25, E26 — ctx: S2
M4. "Binance" (Organization) — options: E33, E34, E35, E36 — ctx: S2
M5. "Tucows" (Organization) — options: E26, E43, E44, E23 — ctx: S2
M6. "edisk.ukr.net.ssl2.link" (Domain) — options: E50, E51, E52, E53
M7. "authcheck.in" (Domain) — options: E60, E61, E62, E63
M8. "authssl.in" (Domain) — options: E70, E62, E71, E72
M9. "authssl.link" (Domain) — options: E56, E55, E76, E77
M10. "authssl.online" (Domain) — options: E82, E81, E83, E84
M11. "authssl.org" (Domain) — options: E73, E90, E64, E70
M12. "authssl.site" (Domain) — options: E94, E95, E96, E73
M13. "ssl1.online" (Domain) — options: E82, E102, E84, E83
M14. "ssl1.site" (Domain) — options: E94, E96, E99, E63
M15. "ssl2.in" (Domain) — options: E70, E62, E72, E61
M16. "ssl2.link" (Domain) — options: E56, E55, E82, E77
M17. "ssl2.online" (Domain) — options: E82, E102, E84, E83
M18. "ssl2.site" (Domain) — options: E94, E96, E98, E73
M19. "ssl3.online" (Domain) — options: E82, E102, E84, E83
M20. "ssl3.site" (Domain) — options: E94, E96, E113, E99
M21. "ssl4.online" (Domain) — options: E82, E102, E88, E83
M22. "ssl4.site" (Domain) — options: E94, E96, E99, E116
M23. "exmo.day" (Domain) — options: E117, E118, E119, E99
M24. "getssl.click" (Domain) — options: E125, E126, E127, E55
M25. "getssl.ink" (Domain) — options: E72, E71, E70, E55
M26. "goaccount.link" (Domain) — options: E56, E132, E77, E133
M27. "passport2.zip" (Domain) — options: E138, E139, E140, E141
M28. "personlog.in" (Domain) — options: E123, E62, E66, E147
M29. "certifiedauth.in" (Domain) — options: E151, E62, E152, E61
M30. "hsts.online" (Domain) — options: E84, E156, E83, E87
M31. "connectssl.in" (Domain) — options: E73, E62, E71, E72
M32. "account.certifiedauth.in" (Domain) — options: E152, E137, E132, E151
M33. "account.coinbase.exmo.day" (Domain) — options: E159, E137, E132, E160
M34. "account.google.com.getssl.ink" (Domain) — options: E164, E165, E166, E132
M35. "account.live.com.exmo.day" (Domain) — options: E117, E169, E132, E84
M36. "account.live.com.getssl.click" (Domain) — options: E125, E169, E132, E127
M37. "account.outlook.live.com.exmo.day" (Domain) — options: E165, E171, E169, E132
M38. "accounts.binance.com.exmo.day" (Domain) — options: E174, E168, E133, E162
M39. "accounts.binance.com.personlog.in" (Domain) — options: E177, E150, E133, E62
M40. "accounts.certifiedauth.in" (Domain) — options: E152, E137, E168, E62
M41. "accounts.google.com.getssl.click" (Domain) — options: E164, E125, E176, E133
M42. "accounts.google2.certifiedauth.in" (Domain) — options: E164, E176, E133, E62
M43. "accounts.personlog.in" (Domain) — options: E138, E176, E133, E62
