=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 386 canonicals"
Entities:
E1. panelunregistertle-348.frge.io
E167. dis.gov.ua
E168. bilitora.ru
E169. emterox.ru
E170. tiloraso.ru
E171. giraffe-tour.ru
E172. president.gov.ua.administration.vakansiyi.administration.president.gov-ua.info
E173. xsph.ru
E174. garagemusicschool.it
E175. nod-update.it
E176. sea-dobbiaco.bz.it
E177. integramultimedia.com.mx
E178. motocheck.in
E179. billyhot.ru
E180. co87972.tmweb.ru
E181. tortunas.ru
E182. ticket.cyberpolice.gov.ua
E183. marmaris.com.ua
E184. lthhc-zm.com
E185. webknives.com
E186. pastebin.com
E187. hotmail.com
E188. ereservices.com
E189. evil.server.com
E190. servebeer.com
E191. serveftp.com
E192. co-uah.top
E193. ao-opros.top
E194. jo-opros.top
E195. amo-opros.top
E196. chinagrill.co
E197. jokotras.ru
E198. circulas.ru
E199. erwini.ru
E200. enlamentedeunasesor.com
E201. ertimadifa.com
E202. texlidia.com
E203. mx-out-14.default-host.net
E204. kesp.cl
E205. expeditionabroad.com
E206. tinyurl.com
E207. staystrongjewels.com
E208. verofes.com
E209. prefer.jokotras.ru
E210. milotrad.ru
E211. milotraf.ru
E212. noip.com
E213. misp.cert.gov.ua
E214. moskeet.com
E215. admis.club
E216. posish.club
E217. candidar.ru
E218. jorgava.com
E219. antination.kherson.ua
E220. aviatorssm.bit
E221. qiwardos.ru
E222. lesrochersblancs.com
E223. chernilis.win
E224. viewdns.net
E225. bul-opros.top
E226. wi-opros.top
E227. aff-opros.top
E228. tridiuma.ru
E229. telegram.org.security.ohsxy.com
E230. lonelyatthetop.com
E231. cuts-international.org
E232. karunadana.org
E233. enterwords.ru
E234. yandex.ru
E235. email.cz
E236. thestoreroomnsw.com.au
E237. servehttp.com
E238. webhop.me
E239. ukr.net
E240. answers.microsoft.com
E241. rmssrv2.ru
E242. rmssrv4.ru
E243. www.dstruct.net
E244. granitecsinks.ca
E245. ansaigon.com
E246. sm.ukrtel.net
E247. widget.forum-pokemon.com
E248. biengrandir37.com
E249. product-reviews.website
E250. cuckoo.cert.ee
E251. lnk-upload.dodortar.ru
E252. api.dev-com.sc
E253. ncscc.gov.ua
E254. afi-opros.top
E255. rmssrv3.ru
E256. dogiraftig.com
E257. e-wwg.com
E258. pbank.co.ua
E259. nikotod.ru
E260. gopoppers.com
E261. toknowall.com
E262. world-opros.top
E263. ui-opros.top
Mentions:
M1. "kitten-268.frge.io" (Domain) — options: E1, E2, E3, E4
M2. "kompartpomiar.pl" (Domain) — options: E10, E11, E12, E13
M3. "frge.io" (Domain) — options: E1, E18, E19, E20
M4. "cdn.discordapp.com" (Domain) — options: E25, E26, E27, E28
M5. "eoiw8lhjwuc3sh2.m.pipedream.net" (Domain) — options: E6, E32, E9, E33
M6. "eo9p1d2bfmioiot.m.pipedream.net" (Domain) — options: E3, E32, E9, E33
M7. "eo2mxtqmeqzafqi.m.pipedream.net" (Domain) — options: E6, E3, E9, E37
M8. "eoy7zvsvn6xfcmy.m.pipedream.net" (Domain) — options: E6, E32, E3, E37
M9. "1000020.xyz" (Domain) — options: E33, E39, E37, E40
M10. "github.com" (Domain) — options: E45, E46, E47, E31
M11. "badge-gos.top" (Domain) — options: E52, E53, E54, E55
M12. "8003659902.space" (Domain) — options: E42, E57, E40, E60
M13. "drive.google.com" (Domain) — options: E65, E66, E67, E31
M14. "arelyevennot.top" (Domain) — options: E71, E72, E73, E37
M15. "oceriesfornot.top" (Domain) — options: E57, E78, E73, E55
M16. "project2.top" (Domain) — options: E71, E73, E57, E80
M17. "widget.forum-pokemon.com" (Domain) — options: E24, E82, E31, E26
M18. "project3.top" (Domain) — options: E37, E73, E57, E80
M19. "zuh3vcyskd4gipkm.onion" (Domain) — options: E85, E86, E87, E88
M20. "wpc-v0cdn.org" (Domain) — options: E26, E25, E91, E92
M21. "185.193.38.78" (Domain) — options: E95, E96, E63, E97
M22. "center-gos.top" (Domain) — options: E99, E53, E55, E5
M23. "8003659902.site" (Domain) — options: E33, E57, E63, E101
M24. "ye-gos.top" (Domain) — options: E59, E55, E104, E24
M25. "jevejosader.top" (Domain) — options: E55, E106, E105, E73
M26. "tense-gos.top" (Domain) — options: E57, E99, E54, E53
M27. "tinyurl.com" (Domain) — options: E6, E109, E65, E31
M28. "lightnogu5owjjllyo4tj2sfos6fchnmcidlgo6c7e6fz2hgryhfhoyd.onion" (Domain) — options: E112, E86, E85, E87
M29. "baidencult.com" (Domain) — options: E4, E31, E116, E74
M30. "ew-gos.top" (Domain) — options: E119, E59, E106, E53
M31. "www.hybrid-analysis.com" (Domain) — options: E30, E62, E120, E121
M32. "for-gos.top" (Domain) — options: E59, E52, E119, E100
M33. "67.199.248.10" (Domain) — options: E97, E93, E96, E6
M34. "reteredelete.top" (Domain) — options: E57, E73, E130, E37
M35. "app.any.run" (Domain) — options: E133, E134, E135, E120
M36. "cerv-gos.top" (Domain) — options: E99, E106, E53, E57
M37. "fikasterwer.top" (Domain) — options: E57, E73, E139, E37
M38. "wers-gos.top" (Domain) — options: E59, E55, E142, E53
M39. "alt-2cdn.net" (Domain) — options: E26, E143, E28, E34
M40. "cryptsen7fo43rr6.onion" (Domain) — options: E85, E87, E112, E88
M41. "ws-gos.top" (Domain) — options: E52, E99, E148, E53
M42. "blinkij.com" (Domain) — options: E114, E149, E150, E31
M43. "site-1.work" (Domain) — options: E71, E63, E101, E37
M44. "redirectme.net" (Domain) — options: E3, E34, E6, E38
M45. "wasabiwallet.online" (Domain) — options: E87, E153, E154, E155
M46. "successilin.top" (Domain) — options: E37, E73, E158, E71
M47. "baidenfree.com" (Domain) — options: E42, E160, E31, E117
M48. "admru.top" (Domain) — options: E75, E77, E161, E162
M49. "central-gos.top" (Domain) — options: E57, E53, E55, E105
M50. "ev-gos.top" (Domain) — options: E52, E59, E140, E55
M51. "wm-gos.top" (Domain) — options: E52, E57, E142, E59
M52. "districoperav.icu" (Domain) — options: E57, E164, E165, E55
M53. "kopratiso.ru" (Domain) — options: E17, E169, E8, E170
M54. "podologaneri.it" (Domain) — options: E174, E175, E11, E176
M55. "co87972.tmweb.ru" (Domain) — options: E11, E98, E134, E17
M56. "surname192.temp.swtest.ru" (Domain) — options: E98, E180, E134, E43
M57. "varanasiclick.ru" (Domain) — options: E171, E134, E181, E11
M58. "smartideabusiness.com" (Domain) — options: E116, E31, E183, E114
M59. "kmtacn.com" (Domain) — options: E184, E84, E31, E185
M60. "inter-webservices.com" (Domain) — options: E177, E188, E31, E14
M61. "sv5206.xserver.jp" (Domain) — options: E11, E14, E189, E177
M62. "co-opros.top" (Domain) — options: E192, E193, E194, E57
M63. "qiwardos.ru" (Domain) — options: E136, E134, E197, E17
M64. "integramultimedia.com.mx" (Domain) — options: E200, E201, E202, E203
M65. "timeandbright.com" (Domain) — options: E14, E31, E49, E116
M66. "anniversarygiftsforcouples.com" (Domain) — options: E14, E31, E185, E207
M67. "jokotras.ru" (Domain) — options: E171, E169, E209, E11
M68. "kesp.cl" (Domain) — options: E177, E212, E213, E11
M69. "hamnavard.sharif.ir" (Domain) — options: E11, E217, E218, E91
M70. "milotraf.ru" (Domain) — options: E169, E171, E210, E134
M71. "biengrandir37.com" (Domain) — options: E222, E31, E217, E116
M72. "product-reviews.website" (Domain) — options: E116, E151, E14, E34
M73. "milotrad.ru" (Domain) — options: E169, E211, E134, E171
M74. "pre-opros.top" (Domain) — options: E135, E79, E81, E17
M75. "parodadoca.ru" (Domain) — options: E11, E136, E134, E168
M76. "www.michiganmastereltiempo.com" (Domain) — options: E200, E62, E124, E114
M77. "economiquity.org" (Domain) — options: E47, E23, E229, E230
M78. "emterox.ru" (Domain) — options: E199, E233, E234, E134
M79. "ndlestomak.top" (Domain) — options: E37, E158, E236, E73
M80. "servehalflife.com" (Domain) — options: E116, E11, E69, E237
M81. "webknives.com" (Domain) — options: E116, E208, E31, E114
M82. "programasparapc.net" (Domain) — options: E177, E34, E93, E204
M83. "s8.h.mchost.ru" (Domain) — options: E11, E179, E152, E134
M84. "rmssrv3.ru" (Domain) — options: E138, E11, E241, E134
M85. "winchconstruction.com" (Domain) — options: E116, E31, E243, E244
M86. "smm2021.net" (Domain) — options: E11, E34, E246, E14
M87. "enlamentedeunasesor.com" (Domain) — options: E177, E31, E233, E14
M88. "cmtheodor.be" (Domain) — options: E247, E248, E169, E12
M89. "dev-com.sc" (Domain) — options: E252, E11, E55, E106
M90. "apoxipodes.ru" (Domain) — options: E169, E134, E111, E10
M91. "job-opros.top" (Domain) — options: E135, E227, E194, E81
M92. "rmssrv4.ru" (Domain) — options: E138, E11, E241, E134
M93. "giraffe-tour.ru" (Domain) — options: E11, E134, E256, E181
M94. "ginaengg.com" (Domain) — options: E116, E14, E256, E110
M95. "pius-studio.at" (Domain) — options: E7, E83, E118, E174
M96. "nitikora.ru" (Domain) — options: E169, E171, E168, E134
M97. "nowpropitup.com" (Domain) — options: E14, E260, E212, E31
M98. "fori-opros.top" (Domain) — options: E254, E135, E81, E226
M99. "nikotod.ru" (Domain) — options: E136, E169, E210, E166

=== RESPONSE (122.8s, in 8172 / out 21989 tok, stop) ===
