=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1253 canonicals"
Entities:
E1. wpc-v0cdn.org
E150. co87972.tmweb.ru
E151. ukrainecenter.yolasite.com
E152. telecomds.online
E153. static.certifiedauth.in
E154. static.personlog.in
E155. ms-webdav-miniredir.com
E156. aleimportadora.net
E157. filetransrediremin.com
E158. aneria.net
E159. bounceme.net
E160. armpress.net
E161. as49447.net
E162. viewdns.net
E163. programasparapc.net
E164. crv-ukr.net
E165. myvnc.com
E166. tools.nexcess.net
E167. ceronamtinclube.icu
E168. webk-telegram.icu
E169. chubanomania.icu
E170. coinmakopenarea.su
E171. nitikora.ru
E172. bilitora.ru
E173. listen.servemp3.com
E174. servebeer.com
E175. servehalflife.com
E176. servegame.com
E177. foundpomoshi.com
E178. mail-box.site
E179. bourns.space
E180. topibuzz.space
E181. ligaspace.ru
E182. authssl.link
E183. com.authssl.site
E184. ns1.authssl.site
E185. authssl.in [aka www.authssl.in]
E186. ns2.authssl.site
E187. googie.com.authssl.site
E188. gdocs.com.authssl.site
E189. authssl.online
E190. aspx.io
E191. ukr.net
E192. ns.ns3-dns.com
E193. aspe.ro
E194. redirectme.net
E195. file.io
E196. eo2mxtqmeqzafqi.m.pipedream.net
E197. eoy7zvsvn6xfcmy.m.pipedream.net
E198. eopkne8kapj01xi.m.pipedream.net
E199. m.personlog.in
E200. yotsubasociety.website
E201. cityofuganda.ug
E202. project3.top
E203. pro-gos.top
E204. co-opros.top
E205. pre-opros.top
E206. webk-telegram.sbs
E207. telegram-wed.id
E208. webz-telegram.sbs
E209. telegram-wap.me
E210. telegram.uk.net
E211. telegra.ph
E212. iqhost.ru
E213. billyhot.ru
E214. dcshost.net
E215. shapurt.ru
E216. rbadm.top
E217. fikasterwer.top
E218. ns1.authssl.link
E219. ns2.authssl.link
E220. cloue.link
E221. goaccount.link
E222. dnslookup.seowebchecker.com
E223. modeselling.com
E224. ddns.net
E225. benokij.com
E226. softloadup.com
E227. prot-ukr.net
E228. advanced-ip-scanners.com
E229. paparat.ru
E230. davincigroup.online
E231. melitaeas.online [aka melitaes.online]
E232. hsts.online [aka www.hsts.online]
E233. smartideabusiness.com
E234. elyslink.online
E235. cryptsen7fo43rr6.onion.to
E236. cryptsen7fo43rr6.onion
E237. cryptsen7fo43rr6.onion.cab
E238. lightnogu5owjjllyo4tj2sfos6fchnmcidlgo6c7e6fz2hgryhfhoyd.onion
E239. bugiplaysec.com
E240. arhiv.ua-cip.org
E241. vote-me.top
E242. cafeteriumups.ru
E243. tio-gos.top
E244. top-opros.top
E245. net.ssl2.online
E246. ukr.net.ssl2.online
E247. gdocs.com.ssl2.online
E248. lt-ukr.net
E249. a3-ukr.net
E250. cdn.jsdelivr.net
E251. acc-ukr.net
E252. milotraf.ru
E253. zbignef.com
E254. xcasinobonuses.net
E255. nxkad.ru
E256. tme-id.ru
E257. surname192.temp.swtest.ru
E258. ukr-net-downloadfile.su
E259. dod-upload.dodortar.ru
E260. analyze.intezer.com
E261. sendmail.website
E262. product-reviews.website
E263. advanced-ip-scanner.website
E264. mail.lechateaudelatour.fr
E265. lamazone.site
E266. dodortar.ru
E267. nx0.ru
E268. shopersport.ru
E269. skreatortemp.site
E270. superdadymster.ru
E271. ew-gos.top
E272. tax-compensation.xyz
E273. compensation-ukr.com [aka compensationukr.com]
E274. ua-compensations.xyz
E275. uam-compensation.xyz
E276. pay.uacompensation.xyz
E277. ludepa.ec
E278. compensations-ukrain.bar
E279. badpdf.com
E280. csp.certifiedauth.in
E281. noip.com
E282. ns2.oncetrips.com
E283. circulas.ru
E284. accept-pay.top
E285. session-ukr.net
E286. ua-compens.top [aka ua-compensation.top]
E287. yi-gos.top
E288. eos93vb2cwsu3xf.m.pipedream.net
E289. cooperi.ru
E290. lnasfe.ru
E291. golos2023q.ru
E292. rmssrv.ru
E293. rnbo.gov.ua
E294. callsol.ru
E295. zasadacafe.by
E296. evil.server.com
E297. grafix.ne.jp
E298. polinamailserverip.ru
E299. octoberoctopus.co.za
E300. oceriesfornot.top
E301. konkurs-events.top
E302. arentuk.com
E303. cels-opros.top
E304. fori-opros.top
E305. tzi.info-cip.org
E306. gov-ua.info
E307. infomailforyoumak.ru
E308. viewdns.info
E309. telegrad.info
E310. t--t.me
E311. t.co
E312. chis-gos.top
E313. mulleti.ru
E314. farafauler.ru
E315. moolin.ru
E316. wicksl.ru
E317. xsph.ru
E318. baidenfree.com
E319. groupdavinci.online
E320. courtbox.online
E321. leonardis.ru
E322. ardeas.ru
E323. kivanclardokum.com.tr
E324. moskeet.com
E325. delta-storages.com [aka delta.mil.gov.ua.delta-storages.com]
E326. ukrainianworldcongress.org
E327. dis.gov.ua
E328. ukrainebayra.com
E329. hopentools.ru
E330. hopentools.site
E331. an-ukr.top
E332. euro24dopomoga0.yolasite.com
E333. ukr.net.ssl3.site
E334. ukr.net.ssl4.site
E335. chimeramarket24.online
E336. chimeramarketplace.online
E337. chimeramarketplace24.online
E338. alegoomaster.com
E339. kissmafiabeforyoudied.ru
E340. kismamabeforyougo.ru
E341. droopily.eu
E342. kismamabeforyougo.su
E343. kismamabeforyougo.com
E344. hillespostelnm.eu
E345. napropertyhub.eu
E346. prostotaknet.net
E347. admis.club
E348. posish.club
E349. zarabovannyok.eu
E350. minijusfil.com
E351. getssl.click
E352. misp.cert.gov.ua
E353. integramultimedia.com.mx
E354. ipapi.co
E355. csp.live.com.getssl.click
E356. kissmafiabeforyoudied.eu
E357. zalamafiapopcultur.ru
E358. outlook.com
E359. microsoft.com
E360. nowpropitup.com
E361. social.technet.microsoft.com
E362. anniversarygiftsforcouples.com
E363. inter-webservices.com
E364. dwservice.net [aka www.dwservice.net]
E365. ereservices.com
E366. fountainrate.com
E367. nabufixservice.su
E368. ye-gos.top
E369. swinj.online
E370. timeandbright.com
E371. blopik.com
E372. akaluij.com
E373. milotrad.ru
E374. nikotod.ru
E375. zaikadoctor.ru
E376. mivocloud.com
E377. cloudflare-dns.com
E378. meteolink.host
E379. bitbucket.org
E380. it-develop.me
E381. t.me
E382. 7tt.me
E383. shorturl.at
E384. 4-t.me
E385. fernandoherrera.me
E386. myddns.me
E387. github.com
E388. cisa.gov
E389. barbatus.online
E390. nais-gov.com
E391. mail.gov.ua
E392. your-mail.press
E393. mail-gov-ua.frge.io
E394. mail.numina.md
E395. fast-mail.site
Mentions:
M1. "rpc.1qw.us" (Domain) — options: E1, E2, E3, E4
M2. "ret.6bc.us" (Domain) — options: E10, E2, E3, E11
M3. "kew.1qw.us" (Domain) — options: E15, E6, E3, E13
M4. "kew.8df.us" (Domain) — options: E2, E15, E5, E3
M5. "nk.1qw.us" (Domain) — options: E2, E16, E13, E15
M6. "wpc-v0cdn.org" (Domain) — options: E4, E10, E22, E23
M7. "ws-gos.top" (Domain) — options: E29, E30, E31, E32
M8. "1000020.xyz" (Domain) — options: E38, E39, E40, E41
M9. "rbadm.top" (Domain) — options: E47, E48, E49, E50
M10. "185.193.38.78" (Domain) — options: E56, E57, E58, E59
M11. "killredls.pw" (Domain) — options: E15, E64, E65, E66
M12. "67.199.248.10" (Domain) — options: E60, E24, E57, E72
M13. "czyrqdnvpujmmjkfhhvsgapqr3hclnhhj.oast.fun" (Domain) — options: E77, E78, E79, E45
M14. "czyrqdnvpujmmjkfhhvsvlaax17vd5r6v.oast.fun" (Domain) — options: E77, E78, E45, E84
M15. "czyrqdnvpujmmjkfhhvsclx05sfi23bfr.oast.fun" (Domain) — options: E78, E84, E79, E45
M16. "ew-gos.top" (Domain) — options: E85, E37, E86, E33
M17. "67.199.248.11" (Domain) — options: E56, E24, E73, E57
M18. "czyrqdnvpujmmjkfhhvs4knf1av02demj.oast.fun" (Domain) — options: E77, E84, E45, E79
M19. "4qzm.com" (Domain) — options: E8, E90, E91, E92
M20. "keewoolas.pw" (Domain) — options: E66, E65, E64, E70
M21. "ssl1.online" (Domain) — options: E98, E99, E100, E101
M22. "ssl1.site" (Domain) — options: E107, E108, E106, E109
M23. "wm-gos.top" (Domain) — options: E29, E34, E89, E37
M24. "ssl2.site" (Domain) — options: E40, E98, E114, E109
M25. "center-gos.top" (Domain) — options: E87, E30, E33, E29
M26. "cdn.discordapp.com" (Domain) — options: E120, E27, E121, E122
M27. "peer-gos.top" (Domain) — options: E34, E33, E29, E87
M28. "jskgdhjkdfhjdkjhd844.ru" (Domain) — options: E11, E128, E129, E130
M29. "dayzilons.pw" (Domain) — options: E15, E64, E68, E67
M30. "myftp.biz" (Domain) — options: E136, E137, E28, E138
M31. "8003659902.site" (Domain) — options: E38, E34, E58, E107
M32. "109x194x3x7.static-customer.bryansk.ertelecom.ru" (Domain) — options: E147, E148, E149, E150
M33. "redirectme.net" (Domain) — options: E155, E156, E157, E97
M34. "ipv6-wpnc.net" (Domain) — options: E1, E162, E163, E156
M35. "districoperav.icu" (Domain) — options: E66, E167, E168, E64
M36. "servehttp.com" (Domain) — options: E173, E143, E92, E87
M37. "pomoshnikrbx.site" (Domain) — options: E71, E49, E58, E177
M38. "8003659902.space" (Domain) — options: E43, E34, E179, E8
M39. "authssl.site" (Domain) — options: E182, E183, E184, E185
M40. "as49447.net" (Domain) — options: E24, E156, E190, E76
M41. "filetransrediremin.com" (Domain) — options: E27, E90, E194, E92
M42. "eos93vb2cwsu3xf.m.pipedream.net" (Domain) — options: E45, E72, E196, E197
M43. "africathrillthes.pw" (Domain) — options: E66, E67, E97, E200
M44. "project2.top" (Domain) — options: E202, E49, E34, E203
M45. "webk-telegram.icu" (Domain) — options: E206, E207, E208, E167
M46. "s8.h.mchost.ru" (Domain) — options: E14, E212, E129, E11
M47. "admru.top" (Domain) — options: E54, E50, E47, E51
M48. "authssl.link" (Domain) — options: E185, E218, E26, E219
M49. "ddnsking.com" (Domain) — options: E222, E145, E223, E224
M50. "programasparapc.net" (Domain) — options: E226, E156, E95, E135
M51. "telecomds.online" (Domain) — options: E64, E230, E231, E232
M52. "zuh3vcyskd4gipkm.onion" (Domain) — options: E235, E236, E237, E238
M53. "reteredelete.top" (Domain) — options: E34, E49, E241, E40
M54. "topadm.top" (Domain) — options: E49, E48, E216, E50
M55. "ssl2.online" (Domain) — options: E103, E113, E114, E101
M56. "alt-2cdn.net" (Domain) — options: E4, E248, E156, E27
M57. "xcqef.ru" (Domain) — options: E11, E129, E252, E128
M58. "jkghdj2993jdjjdjd.ru" (Domain) — options: E11, E128, E129, E255
M59. "downloadrezerves.ru" (Domain) — options: E128, E129, E258, E11
M60. "yotsubasociety.website" (Domain) — options: E11, E261, E64, E262
M61. "redport80.ru" (Domain) — options: E11, E128, E266, E267
M62. "surname192.temp.swtest.ru" (Domain) — options: E11, E269, E129, E128
M63. "rea-gos.top" (Domain) — options: E37, E34, E86, E33
M64. "ec-compensation.xyz" (Domain) — options: E41, E272, E273, E274
M65. "ocspdep.com" (Domain) — options: E20, E279, E280, E92
M66. "revivalsecularas.pw" (Domain) — options: E64, E283, E66, E67
M67. "successilin.top" (Domain) — options: E40, E49, E284, E202
M68. "ye-gos.top" (Domain) — options: E37, E87, E287, E118
M69. "eo9p1d2bfmioiot.m.pipedream.net" (Domain) — options: E45, E196, E197, E198
M70. "co87972.tmweb.ru" (Domain) — options: E11, E14, E129, E289
M71. "rncsq.ru" (Domain) — options: E12, E290, E291, E129
M72. "windacarmelita.pw" (Domain) — options: E15, E64, E231, E66
M73. "sv5206.xserver.jp" (Domain) — options: E257, E264, E296, E297
M74. "arelyevennot.top" (Domain) — options: E202, E300, E49, E40
M75. "oceriesfornot.top" (Domain) — options: E34, E51, E49, E87
M76. "sec-t.info" (Domain) — options: E305, E306, E106, E307
M77. "cerv-gos.top" (Domain) — options: E34, E86, E33, E29
M78. "kjhgdj99fuller.ru" (Domain) — options: E11, E128, E129, E313
M79. "polinamailserverip.ru" (Domain) — options: E11, E307, E129, E296
M80. "qkcew.ru" (Domain) — options: E12, E129, E2, E9
M81. "freeusadatingxxx.online" (Domain) — options: E64, E318, E319, E320
M82. "project3.top" (Domain) — options: E40, E49, E34, E203
M83. "qiwardos.ru" (Domain) — options: E17, E321, E322, E129
M84. "moskhoods.pw" (Domain) — options: E15, E64, E324, E66
M85. "ukrainianworldcongress.info" (Domain) — options: E273, E325, E326, E257
M86. "steycools.pw" (Domain) — options: E15, E97, E64, E66
M87. "jevejosader.top" (Domain) — options: E87, E86, E331, E49
M88. "bow-gos.top" (Domain) — options: E87, E271, E33, E37
M89. "ukrahelpforall.ucraft.site" (Domain) — options: E332, E273, E58, E116
M90. "carpetmarker.pw" (Domain) — options: E262, E64, E335, E66
M91. "fikasterwer.top" (Domain) — options: E34, E49, E331, E40
M92. "for-gos.top" (Domain) — options: E37, E29, E85, E127
M93. "kissmafiabeforyoudied.eu" (Domain) — options: E339, E340, E11, E341
M94. "eopkne8kapj01xi.m.pipedream.net" (Domain) — options: E45, E72, E196, E197
M95. "compensation-ukr.com" (Domain) — options: E278, E41, E44, E286
M96. "winuvinnosluk.club" (Domain) — options: E134, E347, E66, E54
M97. "kesp.cl" (Domain) — options: E156, E351, E280, E11
M98. "kissmafiabeforyoudied.ru" (Domain) — options: E340, E356, E357, E129
M99. "softloadup.com" (Domain) — options: E163, E358, E359, E92
M100. "finformservice.com" (Domain) — options: E233, E362, E363, E364
M101. "tense-gos.top" (Domain) — options: E34, E29, E368, E33
M102. "elyslink.online" (Domain) — options: E66, E369, E99, E231
M103. "ndlestomak.top" (Domain) — options: E40, E284, E307, E49
M104. "blinkij.com" (Domain) — options: E225, E92, E370, E371
M105. "nxkad.ru" (Domain) — options: E12, E267, E373, E129
M106. "cloudlnk.org" (Domain) — options: E376, E23, E220, E377
M107. "i1t.me" (Domain) — options: E380, E63, E381, E382
M108. "nlightusa.com" (Domain) — options: E370, E387, E92, E366
M109. "mail.nais-gov.org" (Domain) — options: E390, E391, E7, E392

=== RESPONSE (73.6s, in 10483 / out 12150 tok, stop) ===
