=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide one thing: which entity it is. Hierarchy between entities is decided elsewhere — never answer it here.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for. A mention may carry a `ctx:` reference naming the evidence window(s) (`S1. …`) that contain it.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference.

Output one raw JSON object per line (JSONL), no markdown fences, no commentary, no wrapping array, one line per mention, in order, keys exactly `m`, `id`, `g`:
{"m":"M1","id":"E3","g":null}
{"m":"M2","id":"NEW","g":"a 2010 release of the suite"}

--- text ---
Source: "Тематика голосування в месенджерах - новий спосіб викрадення акаунтів набирає обертів (CERT-UA#9688)" — evidence: S1. "о видалення, разом з усіма повідоменнями та даними, після цього - повторна реєстрація в месенджері.</p><p>Активність відстежується за ідентифікатором UAC-0195.</p><p>З метою мінімізації вірогідності реалізації кіберзагрози CERT-UA спільно з CSIRT-NBU вживаються заходи щодо виявлення та блокування мережевої" S2. "о пристрою до Telegram</p><p><br></p><p><strong>Індикатори кіберзагроз</strong></p><p><em>Мережеві:</em></p><pre class="ql-syntax" spellcheck="false">awards-ua.life awards-ua.pics balerina.info balerina.life balet-deti.eu balet-me.info balet-me.pro balet-me.us balet-ua.eu balet-ua.info balet-ua.life balet-ua.mom balet-ua.pro balet-ua.us baletki-ua.eu baletki-ua.life baletki-ua.pics baletki.eu baletme.eu baletkiev.pics baletnet.eu baletua.eu baletua.pro balletmasters.co balletmasters.eu balletworld.co barvy-ukraines.info barvy-ukraines.life bihei.eu blakejones.xyz chares-ukraine.life chari-konkursua.eu chari-konkursua.life chari-konkursua.world chary-konkursua.eu chary-konkursua.life chary-konkursua.mom chary-konkursua.pics chary-telegram.eu charyy-ukr.life crazykids.pics crmeds.com deti-ball.eu deti-bi.eu deti-golos-ua.pics deti-malunki-ua.eu deti-malunki-uah.eu deti-ua.eu deti.eu detikievakonkurs.co detipoertry.com ditina-konkurs-ua.eu ditinstvo-ua.pics ditinstvo-uah.pics dytiachatvorchist.pics dytitvorchist.pics familyvote.co familyvote.info farbi-golos-ua.eu farbi-golos-uah.eu farbi-ua.pics farbi-uah.pics finalmallyunky.eu gimnasikaua.site golos-charu-ua.info golos-charu-"
Entities:
E1. UAC-0140
E161. 3utilities.com
E162. vtxhospital.com
E163. drimzis.com
E164. 4qzm.com
E165. arminext.com
E166. agreminj.com
E167. mitlubald.ru
E168. detroito.ru
E169. details-ukr.net
E170. superboler.com
E171. eti-opros.top
E172. dat1-ukr.net
E173. golgba.com
E174. cloue.link [aka me-cloud.link]
E175. golosdruga.ru
E176. golos2023q.ru
E177. big-uah.top
E178. metanat.ru
E179. i1t.me
E180. t--t.me
E181. fountainrate.com
E182. cautionphenomenon.co.kr
E183. barnsertr.com
E184. teiergam.com
E185. nitikora.ru
E186. antination.kherson.ua
E187. edisk.ukr.net
E188. uo-ukr.net
E189. dishsouq.com
E190. stv-ukr.net
E191. chis-gos.top
E192. criticalosl.tech
E193. delta-storages.com
E194. analytics.certifiedauth.in
E195. omyce.ru
E196. petition-president.kyiv.ua
E197. dayzilons.pw
E198. motocheck.in
E199. rivierafamily.com
E200. candidar.ru
E201. file.io
E202. bt.toloka.to
E203. farafauler.ru
E204. autodoka.com.ua
E205. geroiua.com
E206. ardeas.ru
E207. portugalmail.pt
E208. foundpomoshi.com
E209. finformservice.com
E210. uabayrakua.com
E211. 1833.site
E212. courtgova.site
E213. premiumjeck.site [aka pomoshnikrbx.site]
E214. 8003659902.site
E215. ssl2.site
E216. akaluij.com
E217. authssl.site
E218. ssl3.site
E219. goaccount.link
E220. homospoison.ru
E221. in-ukr.net
E222. login-ukr.net
E223. arhiv.ua-cip.org
E224. geolocation.authcheck.in
E225. jokotras.ru
E226. googles.com.personlog.in
E227. gondurasonline.ru
E228. infomalilopera.ru
E229. miecznet.com.pl
E230. dl.kr-admin.gov.ua
E231. google2.certifiedauth.in
E232. geroiukrainu.com
E233. graphiuma.online
E234. granitecsinks.ca
E235. gondurasonline.ug
E236. teiegram1.me
E237. zarabovannyok.eu
E238. humanitarydp.ug
E239. freedynamicdns.org
E240. zalamafiapopcultur.eu
E241. garagemusicschool.it
E242. k-ukr.net
E243. hilr.ru
E244. popuasyfromua.ru
E245. humanitarydp.ru
E246. kohhd.com
E247. kesp.cl
E248. ddnsking.com
E249. picwalldoor.ru
E250. gobits3.com
E251. jar-gos.top
E252. ipoluchayteudovolstvie.ru
E253. content.certifiedauth.in
E254. content.exmo.day
E255. raw.githubusercontent.com
E256. filebin.net
E257. podologaneri.it
E258. bin.personlog.in
E259. president-petitions.click
E260. killredls.pw
E261. ua-calendar.firstcloudit.com
E262. petition-president.com
E263. geroisavenko.com
E264. confirm-ukr.net
E265. your-mail.press
E266. fonts.certifiedauth.in
E267. blogger.certifiedauth.in
E268. virtual-ukr.net
E269. sardanal.online
E270. patient-docs-mail.com
E271. verofes.com
E272. chimeramarket24.online
E273. chimeramarketplace24.online
E274. kurapat.ru
E275. abracodabugalimpopo.ru
E276. rmssrv4.ru
E277. acteran.ru
E278. chimera-shop24.online
E279. wers-gos.top
E280. fishitor.ru
E281. ser-ukr.net
E282. kowersize.fun
E283. fan-guy.com
E284. xbeta.online
E285. admru.top
E286. lolifans.ru
E287. eumr.site
E288. fernandoherrera.me
E289. t.me
E290. telecomds.online
E291. lt-ukr.net
E292. site-1.work
E293. lonejade.com
E294. noip.com
E295. googleauth.com.ssl3.site
E296. rs500cosworth.com
E297. mouseoiet.fun
E298. potrakit.ru
E299. mafirti.ru
E300. dynamic.exmo.day
E301. nirsoft.me
E302. ludepa.ec
E303. mail.numina.md
E304. myaccount.certifiedauth.in
E305. account.certifiedauth.in
E306. bank.gov.ua
E307. mail-ukr.net
E308. parodadoca.ru
E309. zaikadoctor.ru
E310. apoxipodes.ru
E311. yavasponimayu.ru
E312. mail.nais-gov.org [aka nais-gov.org]
E313. winuvinnosluk.club
E314. zalamafiapopcultur.ru
E315. atlantar.ru
E316. melitaes.online
E317. authssl.link
E318. elyslink.online
E319. ritionalvalueon.top
E320. lv-ukr.net
E321. lvc-ukr.net
E322. notify-ukr.net
E323. petitian--ukraine.com
E324. petition-ukrainiane.com
E325. mail-box.site
E326. lamazone.site
E327. onedrive.live.com
E328. mill.co.ua
E329. milotrad.ru
E330. xmr.2miners.com
E331. zbignef.com
E332. minijusfil.com
E333. myddns.me
E334. ao3.hmgo.pw
E335. catbox.moe
E336. certifiedauth.in
E337. edisk-ukr.net
E338. files.catbox.moe
E339. news-ukr.net
E340. settings-ukr.net
E341. eu-opros.top
E342. wiki.zimbra.com
E343. amo-opros.top
E344. pius-studio.at
E345. co-opros.top
E346. afi-opros.top
E347. bul-opros.top
E348. hotmail.com
E349. whoer.net
E350. notfiled.com
E351. petition-presidentu.com
E352. agrikoz.com
E353. support-ukr.net
E354. chimeramarketplace.online
E355. privat24.ua-wallet.pw
E356. metallergroup.ru
E357. jimloamfilling.online
E358. api.dev-com.sc [aka dev-com.sc]
E359. cs1.wpc-v0cdn.org
E360. shodan.io
E361. social.technet.microsoft.com
E362. advanced-ip-scanner.click
E363. score-ukr.net
E364. myelectrive.com
E365. mayak.dp.ua
E366. smartideabusiness.com
E367. motoristo.ru
E368. pasamart.ru
E369. sakentoshi.ru
E370. toknowall.com
E371. sav.com
E372. thaibbqculver.com
E373. rresteraftin.com
E374. kmtacn.com
E375. ghaniyu.com
E376. telegram-mobile.ru
E377. telegram-click.ru
E378. blog.gocon.in
E379. serveblog.net
E380. telegram.account.associates
E381. tridiuma.ru
E382. vikompalion.ru
E383. tvoyaradostetoya.ru
E384. mst-ukr.net
E385. ua-compens.top
E386. ua-taxes-compens.xyz
E387. images.exmo.day
E388. sensors.personlog.in
E389. site-ukr.net
E390. ukr.net.ssl2.site
E391. ukr.net.ssl1.site
E392. ukr.net.ssl3.site
E393. ukr.net.ssl4.site
E394. ukrahelpforall.ucraft.site
E395. docs.ukr.net.ssl2.site
E396. remala.id
E397. 1-ukr.net
E398. petition-ukraina.com.ua
E399. petition-ukraina.com
E400. ukrainecenter.yolasite.com
E401. ceronamtinclube.icu
E402. ukraine-geroi.org.ua
E403. ukr.net.frge.io
E404. ukr.net.ssl2.in
E405. compensations-ukrain.bar
E406. ukr.net.ssl2.link
E407. onthewifi.com
E408. www.virustotal.com [aka virustotal.com]
E409. wpc-v0cdn.org
E410. petitionukraine.com
E411. confirm-agent.online
E412. anotepad.com
E413. aon.at
E414. ftp.artrsllc.com
E415. hopto.org [aka zapto.org]
E416. step-ukr.net
E417. tsecurity.sbs
E418. bourns.space
E419. zaikaopentra-com-ug.su
E420. awards-ua.pics
E421. balerina.info
E422. balerina.life
E423. balet-deti.eu
E424. balet-me.info
E425. balet-me.pro
E426. balet-me.us
E427. balet-ua.eu
E428. balet-ua.info
E429. balet-ua.life
E430. balet-ua.mom
E431. balet-ua.pro
E432. balet-ua.us
E433. baletki-ua.eu
E434. baletki-ua.life
E435. baletki-ua.pics
E436. baletki.eu
E437. baletme.eu
E438. baletkiev.pics
E439. baletnet.eu
E440. baletua.eu
E441. baletua.pro
E442. balletmasters.co
E443. balletmasters.eu
E444. balletworld.co
E445. barvy-ukraines.info
E446. barvy-ukraines.life
E447. bihei.eu
E448. blakejones.xyz
E449. chares-ukraine.life
E450. chari-konkursua.eu
E451. chari-konkursua.life
E452. chari-konkursua.world
E453. chary-konkursua.eu
E454. chary-konkursua.life
E455. chary-konkursua.mom
E456. chary-konkursua.pics
E457. chary-telegram.eu
E458. charyy-ukr.life
E459. crazykids.pics
E460. crmeds.com
E461. deti-ball.eu
E462. deti-bi.eu
E463. deti-golos-ua.pics
E464. deti-malunki-ua.eu
E465. deti-malunki-uah.eu
E466. deti-ua.eu
E467. deti.eu
E468. detikievakonkurs.co
E469. detipoertry.com
E470. ditina-konkurs-ua.eu
E471. ditinstvo-ua.pics
E472. ditinstvo-uah.pics
E473. dytiachatvorchist.pics
E474. dytitvorchist.pics
E475. familyvote.co
E476. familyvote.info
E477. farbi-golos-ua.eu
E478. farbi-golos-uah.eu
E479. farbi-ua.pics
E480. farbi-uah.pics
E481. finalmallyunky.eu
E482. gimnasikaua.site
E483. golos-charu-ua.info
E484. golos-charu-ua.life
E485. golos-charu-ua.pics
E486. golos-ditin-ua.eu
E487. golos-ditin-uah.eu
E488. golos-hudojniku-ua.eu
E489. golos-hudojniku-uah.eu
E490. golos-hudojniku.eu
E491. golos-konkurs-ua.eu
E492. golos-konkurs-uah.eu
E493. golos-konkursu-ua.eu
E494. golos-konkursu-uah.eu
E495. golos-konkursu.eu
E496. golos-malunki-ua.eu
E497. golos-malunki-uah.eu
E498. golos-mistechtva-ua.eu
E499. golos-mistechtva-uah.eu
E500. golos-telegtam.eu
E501. golos-ua-hudojniku.eu
E502. golos-ua.life
E503. golos-uah-hudojniku.eu
E504. golos-ukr.info
E505. golos-ukr.life
E506. golosa-hudojniku-ua.eu
E507. golosa-hudojniku-uah.eu
E508. golosa-hudojniku.eu
E509. golosa-hudojnikuua.eu
E510. golosa-uahhudojniku.eu
E511. golosa-uahudojniku.eu
E512. golosa-uahugojniku.eu
E513. golosa-zaditinu-ua.eu
E514. golosa-zaditinu-uah.eu
E515. golosa-zaditinu.eu
E516. golosua-hudojniku.eu
E517. grandpri-malunki-ua.eu
E518. grandpri-malunki-uah.eu
E519. hudojnik-diti-ua.eu
E520. hudojnik-diti.eu
E521. hudojnik-dsm.eu
E522. hudojnik-dst.eu
E523. hudojnik-malunki-ua.eu
E524. hudojnik-malunki-uah.eu
E525. hudojnik-malunki.eu
E526. hudojnik-school.eu
E527. hudojnik-ua.eu
E528. hudojnik.eu
E529. hudojniku-school-ua.eu
E530. hudojniku-school.eu
E531. hudojniku.eu
E532. hudojnikua-sch.eu
E533. hudojnikuah-sch.eu
E534. itskids.pics
E535. jasminkiev.eu
E536. jasminvote.eu
E537. juniorkievcontest.co
E538. kids-balerin.pics
E539. kids-dreams.eu
E540. kievkidstalent.co
E541. konkur-farbi-ua.eu
E542. konkur-golos-ua.eu
E543. konkur-golos-uah.eu
E544. konkur-mrii-ua.eu
E545. konkur-mrii-uah.eu
E546. konkurs-balerin-ua.eu
E547. konkurs-chari-final-ua.eu
E548. konkurs-chari-final.eu
E549. konkurs-chari-ua.eu
E550. konkurs-chary-final-ua.eu
E551. konkurs-chary-final.eu
E552. konkurs-chary-ua.eu
E553. konkurs-deti-ua.eu
E554. konkurs-deti-uah.eu
E555. konkurs-maluvani-ua.eu
E556. konkurs-uah-vibir.eu
E557. konkurs-vesna-24.ru
E558. konkurs-vesna24.ru
E559. konkurs-vesna.info
E560. konkurs-vibir-ua.eu
E561. konkursi-ua.eu
E562. konkursi-uah.eu
E563. konkursy-uah.eu
E564. ler-u.co
E565. leru.life
E566. let-me.life
E567. let-me.network
E568. let-me.world
E569. lo7h.com
E570. lotus-kiev.eu
E571. lotuskiev.eu
E572. magicpic.eu
E573. malunki-deti-ua.eu
E574. malunki-deti-uah.eu
E575. malunki-ditin-ua.eu
E576. malunki-ditin-uah.eu
E577. malunki-ditini-ua.eu
E578. malunki-ditini-uah.eu
E579. malunki-golos-ua.eu
E580. malunki-golos-uah.eu
E581. malunki-hudojnik.eu
E582. malunki-konkurs-ua.eu
E583. malunki-konkurs-uah.eu
E584. malunki-sadochka-ua.eu
E585. malunki-sadochka-uah.eu
E586. malunki-ua-hudojnik.eu
E587. malunki-ua.eu
E588. malunki-uah-hudojnik.eu
E589. malunki-uah.eu
E590. malunki-uahkonkurs.eu
E591. malunki-uakonkurs.eu
E592. maluvani-konkurs-ua.eu
E593. maluvani-ua.eu
E594. maluvani-uah.eu
E595. malvy-final.info
E596. malvy-final.life
E597. malvy-ukr.life
E598. malvy-ukraine.info
E599. malvy-ukraine.life
E600. malvy-ukriane.info
E601. malvy-ukriane.life
E602. malvy-vote.life
E603. milekiev.eu
E604. minef.eu
E605. moe-ditinstvo-uah.pics
E606. newkids-ua.eu
E607. opros-sch-hudojniki.eu
E608. opros-schudojniki-ua.eu
E609. opros-schudojniki-uah.eu
E610. poertrfinal.com
E611. poeuatryditieu.com
E612. portret-ua.eu
E613. primaballerina.life
E614. progolosyi.info
E615. sc-hudojnik.eu
E616. sc-hudojniku.eu
E617. schaeaer.pics
E618. school-hudojniku.eu
E619. school-uahudojniku.eu
E620. selectchary.eu
E621. smart-kids-ua.eu
E622. sowakiev.eu
E623. tacticalv.com
E624. talanti-ua.mom
E625. telegram-chary.blog
E626. turnik-konkursu-ua.eu
E627. turnik-malunki-ua.eu
E628. turnik-malunki-uah.eu
E629. tvorchist-sadochka.eu
E630. tvorchist-sch-hudojnika.eu
E631. tvorchist-sch-hudojniki.eu
E632. tvorchist-ua.eu
E633. tworchi-kanikylu.info
E634. ua-deti-chary.eu
E635. ua-ditinstvo.pics
E636. ua-konkurs-chari.eu
E637. ua-konkurs-chary.eu
E638. ua-konkurs.pics
E639. uah-konkurs.pics
E640. uahvibir-hudojniku.eu
E641. uavibir-hudojniku.eu
E642. ukr-golosovan.site
E643. ukr-golosovane.site
E644. ukr-golosovanie.site
E645. ukr-malvy.life
E646. ukraina-diti-ua.pics
E647. ukraine-barvy.info
E648. ukraine-barvy.life
E649. ukraine-chares.info
E650. ukraine-charu.life
E651. ukraine-charyy.life
E652. ukraine-final.life
E653. ukraine-malvy.info
E654. ukraine-malvy.life
E655. vesna-konkurs.life
E656. vibir-hudojniku.eu
E657. vibir-malunka-ua.eu
E658. vibir-malunka-uah.eu
E659. vibir-malunki-ua.eu
E660. vibir-malunki-uah.eu
E661. vibir-uahmalunka.eu
E662. vibir-uahudojniku.eu
E663. vibir-uamalunka.eu
E664. vibiru-hudojnika.eu
E665. vibiru-uahudojnika.eu
E666. vibirua-hudojnika.eu
E667. vibirua-hudojniku.eu
E668. vibiruah-hudojniku.eu
E669. vishivankiukrainedeti.com
E670. vote-chary-telegram.info
E671. vote-malvy.life
E672. vote-telegram.eu
E673. voteph.art
E674. vsekonkursy.pics
E675. zaditinu-golos-ua.eu
E676. zaditinu-golos-uah.eu
E677. awards-ua.life
Mentions:
M1. "UAC-0195" (HackerGroup) — options: E1, E2, E3, E4 — ctx: S1
M2. "awards-ua.life" (Domain) — options: E11, E12, E13, E14 — ctx: S2
M3. "awards-ua.pics" (Domain) — options: E11, E12, E13, E17 — ctx: S2
M4. "balerina.info" (Domain) — options: E24, E25, E26, E27 — ctx: S2
M5. "balerina.life" (Domain) — options: E34, E25, E19, E35 — ctx: S2
M6. "balet-deti.eu" (Domain) — options: E35, E41, E42, E43 — ctx: S2
M7. "balet-me.info" (Domain) — options: E50, E24, E27, E29 — ctx: S2
M8. "balet-me.pro" (Domain) — options: E35, E52, E53, E50 — ctx: S2
M9. "balet-me.us" (Domain) — options: E35, E50, E59, E60 — ctx: S2
M10. "balet-ua.eu" (Domain) — options: E35, E40, E26, E42 — ctx: S2
M11. "balet-ua.info" (Domain) — options: E26, E60, E24, E66 — ctx: S2
M12. "balet-ua.life" (Domain) — options: E11, E18, E19, E12 — ctx: S2
M13. "balet-ua.mom" (Domain) — options: E34, E71, E26, E12 — ctx: S2
M14. "balet-ua.pro" (Domain) — options: E35, E40, E52, E53 — ctx: S2
M15. "balet-ua.us" (Domain) — options: E35, E40, E26, E59 — ctx: S2
M16. "baletki-ua.eu" (Domain) — options: E43, E40, E26, E42 — ctx: S2
M17. "baletki-ua.life" (Domain) — options: E11, E12, E19, E35 — ctx: S2
M18. "baletki-ua.pics" (Domain) — options: E35, E12, E21, E80 — ctx: S2
M19. "baletki.eu" (Domain) — options: E35, E83, E42, E43 — ctx: S2
M20. "baletme.eu" (Domain) — options: E35, E42, E84, E43 — ctx: S2
M21. "baletkiev.pics" (Domain) — options: E67, E85, E21, E86 — ctx: S2
M22. "baletnet.eu" (Domain) — options: E35, E42, E91, E43 — ctx: S2
M23. "baletua.eu" (Domain) — options: E35, E40, E42, E94 — ctx: S2
M24. "baletua.pro" (Domain) — options: E58, E53, E52, E35 — ctx: S2
M25. "balletmasters.co" (Domain) — options: E35, E89, E97, E73 — ctx: S2
M26. "balletmasters.eu" (Domain) — options: E43, E46, E89, E42 — ctx: S2
M27. "balletworld.co" (Domain) — options: E35, E104, E97, E80 — ctx: S2
M28. "barvy-ukraines.info" (Domain) — options: E67, E108, E33, E27 — ctx: S2
M29. "barvy-ukraines.life" (Domain) — options: E67, E90, E109, E33 — ctx: S2
M30. "bihei.eu" (Domain) — options: E114, E83, E42, E72 — ctx: S2
M31. "blakejones.xyz" (Domain) — options: E115, E116, E117, E85 — ctx: S2
M32. "chares-ukraine.life" (Domain) — options: E33, E90, E111, E108 — ctx: S2
M33. "chari-konkursua.eu" (Domain) — options: E43, E42, E124, E71 — ctx: S2
