=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 332 canonicals"
Entities:
E1. m-vz.webhop.me
M3. "eo9p1d2bfmioiot.m.pipedream.net" (Domain) — options: E18, E4, E19, E3
M4. "eoy7zvsvn6xfcmy.m.pipedream.net" (Domain) — options: E18, E2, E1, E22
M5. "eoiw8lhjwuc3sh2.m.pipedream.net" (Domain) — options: E18, E2, E1, E4
M6. "e-wwg.com" (Domain) — options: E16, E25, E13, E11
M7. "ghaniyu.com" (Domain) — options: E30, E31, E32, E33
M8. "github.com" (Domain) — options: E32, E37, E38, E13
M9. "naffalno.site" (Domain) — options: E31, E41, E42, E43
M10. "dogiraftig.com" (Domain) — options: E48, E27, E49, E13
M11. "blinkij.com" (Domain) — options: E53, E30, E13, E14
M12. "ddnsking.com" (Domain) — options: E7, E57, E13, E58
M13. "ansaigon.com" (Domain) — options: E31, E10, E33, E60
M14. "fan-guy.com" (Domain) — options: E35, E63, E64, E13
M15. "fex.net" (Domain) — options: E66, E67, E7, E6
M16. "frge.io" (Domain) — options: E70, E23, E71, E69
M17. "nx0.ru" (Domain) — options: E66, E8, E75, E19
M18. "winchconstruction.com" (Domain) — options: E31, E13, E81, E82
M19. "arentuk.com" (Domain) — options: E10, E14, E86, E13
M20. "chinagrill.co" (Domain) — options: E82, E87, E88, E89
M21. "dyndns.com" (Domain) — options: E7, E93, E94, E13
M22. "fluoxi.com" (Domain) — options: E53, E45, E13, E30
M23. "moskeet.com" (Domain) — options: E31, E99, E100, E13
M24. "erwini.ru" (Domain) — options: E19, E75, E102, E78
M25. "www.dstruct.net" (Domain) — options: E7, E55, E106, E24
M26. "wpc-v0cdn.org" (Domain) — options: E109, E22, E110, E21
M27. "akaluij.com" (Domain) — options: E56, E14, E15, E13
M28. "tinyurl.com" (Domain) — options: E15, E31, E114, E32
M29. "agreminj.com" (Domain) — options: E30, E52, E13, E84
M30. "photobucket.com" (Domain) — options: E116, E45, E13, E17
M31. "drimzis.com" (Domain) — options: E114, E119, E13, E120
M32. "ddns.net" (Domain) — options: E58, E28, E124, E59
M33. "emterox.ru" (Domain) — options: E75, E103, E125, E66
M34. "cuckoo.cert.ee" (Domain) — options: E7, E127, E128, E129
M35. "baidencult.com" (Domain) — options: E114, E31, E132, E13
M36. "gopoppers.com" (Domain) — options: E53, E135, E114, E13
M37. "webknives.com" (Domain) — options: E46, E135, E13, E31
M38. "zapto.org" (Domain) — options: E112, E110, E78, E21
M39. "blopik.com" (Domain) — options: E15, E143, E13, E42
M40. "domthr.xyz" (Domain) — options: E7, E144, E66, E48
M41. "enterwords.ru" (Domain) — options: E80, E78, E8, E146
M42. "servecounterstrike.com" (Domain) — options: E55, E148, E13, E26
M43. "myftp.org" (Domain) — options: E151, E152, E153, E150
M44. "potrakit.ru" (Domain) — options: E78, E75, E156, E19
M45. "noip.com" (Domain) — options: E46, E54, E136, E13
M46. "expeditionabroad.com" (Domain) — options: E31, E13, E113, E61
M47. "nirsoft.me" (Domain) — options: E46, E99, E161, E6
M48. "britxec.com" (Domain) — options: E15, E123, E108, E13
M49. "axikok.com" (Domain) — options: E30, E33, E53, E13
M50. "myddns.me" (Domain) — options: E7, E161, E58, E57
M51. "motocheck.in" (Domain) — options: E118, E143, E166, E8
M52. "hmgo.pw" (Domain) — options: E168, E51, E112, E144
M53. "pastebin.com" (Domain) — options: E150, E14, E49, E13
M54. "serveirc.com" (Domain) — options: E172, E116, E150, E13
M55. "borizhog.com" (Domain) — options: E84, E39, E5, E13

=== RESPONSE (91.7s, in 5220 / out 9988 tok, stop) ===
{"v":[{"m":"eo2mxtqmeqzafqi.m.pipedream.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ginaengg.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"eo9p1d2bfmioiot.m.pipedream.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"eoy7zvsvn6xfcmy.m.pipedream.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"eoiw8lhjwuc3sh2.m.pipedream.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"e-wwg.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ghaniyu.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"github.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"naffalno.site","id":"NEW","g":"a domain","p":null,"r":null},{"m":"dogiraftig.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"blinkij.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ddnsking.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ansaigon.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"fan-guy.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"fex.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"frge.io","id":"NEW","g":"a domain","p":"E71","r":"b"},{"m":"nx0.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"winchconstruction.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"arentuk.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"chinagrill.co","id":"NEW","g":"a domain","p":null,"r":null},{"m":"dyndns.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"fluoxi.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"moskeet.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"erwini.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"www.dstruct.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"wpc-v0cdn.org","id":"NEW","g":"a domain","p":"E109","r":"b"},{"m":"akaluij.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"tinyurl.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"agreminj.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"photobucket.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"drimzis.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ddns.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"emterox.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"cuckoo.cert.ee","id":"NEW","g":"a domain","p":null,"r":null},{"m":"baidencult.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"gopoppers.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"webknives.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"zapto.org","id":"NEW","g":"a domain","p":null,"r":null},{"m":"blopik.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"domthr.xyz","id":"NEW","g":"a domain","p":null,"r":null},{"m":"enterwords.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"servecounterstrike.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"myftp.org","id":"NEW","g":"a domain","p":null,"r":null},{"m":"potrakit.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"noip.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"expeditionabroad.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"nirsoft.me","id":"NEW","g":"a domain","p":null,"r":null},{"m":"britxec.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"axikok.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"myddns.me","id":"NEW","g":"a domain","p":null,"r":null},{"m":"motocheck.in","id":"NEW","g":"a domain","p":null,"r":null},{"m":"hmgo.pw","id":"NEW","g":"a domain","p":"E168","r":"b"},{"m":"pastebin.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"serveirc.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"borizhog.com","id":"NEW","g":"a domain","p":null,"r":null}]}
