=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 848 canonicals"
Entities:
E1. autodoka.com.ua
E159. s9-ukr.net
E160. ub-ukr.net
E161. helpzzfound.site
E162. serveminecraft.net
E163. courtgova.site
E164. civh.ru
E165. cca-ukr.net
E166. p-ukr.net
E167. in-ukr.net
E168. site-ukr.net
E169. prot-ukr.net
E170. sb-ukr.net
E171. serv1-ukr.net
E172. k1-ukr.net
E173. ser-ukr.net
E174. stv-ukr.net
E175. pge-ukr.net
E176. vh-ukr.net
E177. mil.ua.aspx.io
E178. moolin.ru
E179. 109x194x3x7.static-customer.bryansk.ertelecom.ru
E180. kv-ukr.net
E181. v-ukr.net
E182. td-ukr.net
E183. mod-ukr.net
E184. product2020.mrbasic.com
E185. mygraphbook.com
E186. integramultimedia.com.mx
E187. tme-id.com
E188. tzi.info-cip.org
E189. login-ukr.net
E190. claud.in
E191. vn-ukr.net
E192. motocheck.in
E193. client-ukr.net
E194. accounts-ukr.net
E195. accounts-s-ukr.net
E196. ligaspace.ru
E197. lopasts.ru
E198. ardeas.ru
E199. rmssrv2.ru [aka rmssrv4.ru]
E200. qiwardos.ru
E201. acteran.ru
E202. confirm-ukr.net
E203. mf-ukr.net
E204. score-ukr.net
E205. pas-ukr.net
E206. settings-ukr.net
E207. btx-ukr.net
E208. tt-ukr.net
E209. bld-ukr.net
E210. admukr.top
E211. notify-ukr.net
E212. dubl-ukr.net
E213. ml-ukr.net
E214. vertusupportjk.org
E215. uf1-ukr.net
E216. v1-ukr.net
E217. cert.gov.ua
E218. milotrad.ru
E219. telegrad.info
E220. garagemusicschool.it
E221. mitlubald.ru
E222. podologaneri.it
E223. redport80.ru
E224. apitelegram.org
E225. kjhgdj99fuller.ru
E226. apoxipodes.ru
E227. jslopasitmon.com
E228. xcqef.ru
E229. nikotod.ru
E230. octoberoctopus.co.za
E231. center-gos.top [aka central-gos.top]
E232. pro-gos.top
E233. an-gos.top
E234. ev-gos.top
E235. ws-gos.top
E236. ais-gos.top
E237. ew-gos.top
E238. alf-gos.top
E239. chis-gos.top
E240. rbadm.top
E241. nxkad.ru
E242. tme-id.ru
E243. cooperi.ru
E244. coudzoom.ru
E245. farafauler.ru
E246. mulleti.ru
E247. fikasterwer.top
E248. accept-pay.top
E249. jevejosader.top
E250. top-opros.top
E251. reteredelete.top
E252. nitikora.ru
E253. jokotras.ru
E254. rubidiumo.ru
E255. enterwords.ru
E256. maxteroper.ru
E257. domtern.com
E258. kilitro.ru
E259. tridiuma.ru
E260. tbwelo.ru
E261. ao-opros.top
E262. jo-opros.top [aka job-opros.top]
E263. aff-opros.top [aka afi-opros.top]
E264. amo-opros.top
E265. apps-opros.top
E266. ua-taxes-compens.xyz
E267. uatax-compens.xyz
E268. ui-opros.top [aka wi-opros.top]
E269. myua-compensations.xyz
E270. lnk.ukr-compens.xyz
E271. cels-opros.top
E272. bul-opros.top
E273. fori-opros.top
E274. co-opros.top
E275. ipodromlan.ru
E276. apokil.com
E277. flayga.ru
E278. ganara.ru
E279. awa-opros.top
E280. qkcew.ru
E281. leonardis.ru
E282. kivanclardokum.com.tr
E283. telegraom.me
E284. webhop.me
E285. m-vz.webhop.me
E286. it-grad.kz
E287. iqhost.ru
E288. billyhot.ru
E289. dcshost.net
E290. shapurt.ru
E291. ip-api.com
E292. detroito.ru
E293. bilitora.ru
E294. hilr.ru
E295. fishitor.ru
E296. milotraf.ru
E297. kilomunara.com
E298. pay.ukr-compens.xyz
E299. tax-compenses.xyz
E300. 1000020.xyz
E301. cerv-gos.top
E302. peer-gos.top
E303. tense-gos.top
E304. for-gos.top
E305. brand-gos.top
E306. jar-gos.top
E307. world-opros.top
E308. eti-opros.top
E309. zbignef.com
E310. tio-gos.top
E311. vote-me.top
E312. paparat.ru
E313. xsph.ru
E314. rncsq.ru
E315. nx0.ru
E316. wicksl.ru
E317. uatax-compenses.xyz
E318. shopersport.ru
E319. internet.bs
E320. azimurs.com
E321. ohsxy.com
E322. fan-guy.com
E323. clients-ukr.net
E324. project3.top
E325. pre-opros.top
E326. melitaeas.online [aka melitaes.online]
E327. elyslink.online
E328. barbatus.online
E329. ns1.modeselling.com
E330. scorpiones.online
E331. chimeramarket24.online
E332. skreatortemp.site
E333. samoramertut.ru
E334. survefuz.com
E335. ertimadifa.com
E336. texlidia.com
E337. dnspod.com
E338. misp.cert.gov.ua
E339. noip.com
E340. moskeet.com
E341. datagroup.ddns.net
E342. softloadup.com
E343. hardingtwominuterule.com
E344. hofsteder.ru
E345. tortunas.ru
E346. zaikaopentra-com-ug.online
E347. cityofuganda.ug
E348. rivertimad.com
E349. maximprofile.net
E350. floorfix.com.au
E351. ereservices.com
E352. 3dstore.pro
E353. webknives.com
E354. combinedresidency.org
E355. verofes.com
E356. evil.server.com
E357. polinamailserverip.ru
E358. servebeer.com
E359. a0656203.xsph.ru
E360. serveftp.com
E361. ftp.artrsllc.com
E362. pastebin.com
E363. ftp.thefoodplace.net
E364. www.msftncsi.com
E365. troadsecow.com
E366. ritionalvalueon.top
E367. smartideabusiness.com
E368. pasamart.ru
E369. advanced-ip-scanners.com
E370. tronogram.com
E371. advanced-ip-scaner.com
E372. gondurasonline.ug
E373. www.adelaida.ua
E374. agrikoz.com
E375. akaluij.com
E376. swinj.online
E377. erinekenney.com
E378. arentuk.com
E379. sismasterhome.ru
E380. photobucket.com
E381. fudupdate.com
E382. iforma.es
E383. lonejade.com
E384. ocspdep.com
E385. static-ukr.net
E386. mivocloud.com
E387. advanced-ip-scaner.com.vuxuancuong.com
E388. yotsubasociety.website
E389. oceriesfornot.top
E390. chimeramarketplace24.online
E391. successilin.top
E392. chimera-shop24.online
E393. fountainrate.com
E394. airmauritiusticket.com
E395. graphiuma.online
E396. freesitucionap.com
E397. inter-webservices.com
E398. nod-update.it
E399. it-develop.me
E400. github.com
E401. alegoomaster.com
E402. product-reviews.website
E403. project2.top
E404. vuonorganic.com
E405. candidar.ru
E406. president.gov.ua.administration.vakansiyi.administration.president.gov-ua.info
E407. cloudlnk.org
E408. baidencult.com
E409. economiquity.org
E410. mockbin.org
E411. benokij.com
E412. winchconstruction.com
E413. www.virustotal.com [aka www.symantec.com, virustotal.com]
E414. vinergil.com
E415. vuxuancuong.com
E416. jorgava.com
E417. shormanz.com
E418. ns1.fountainrate.com
E419. ns2.fountainrate.com
E420. portal.nazk.org.ua
E421. britxec.com
E422. hamnavard.sharif.ir
E423. aluaadin.com
E424. vljsport.eu.com
E425. ukrainianworldcongress.info
E426. www.facebook.com
E427. sm.ukrtel.net
E428. golos2023q.ru
E429. sinergil.com
E430. sendmail.website
E431. advanced-ip-scanner.website
E432. lamazone.site
E433. www.dstruct.net
E434. winscp.net
E435. kissmafiabeforyoudied.eu
E436. delta-storages.com
E437. diagnostic-resolver.com
E438. servepics.com
E439. ns1.lonejade.com
E440. golosdruga.ru
E441. ginaengg.com
E442. kismamabeforyougo.com
E443. droopily.eu
E444. zalamafiapopcultur.eu
E445. hillespostelnm.eu
E446. europadonnaireland.org
E447. mafirti.ru
E448. baidenfree.com
E449. freedynamicdns.net
E450. freedynamicdns.org
E451. telegram-click.ru
E452. ns2.oncetrips.com
E453. ns1.oncetrips.com
E454. online.ua
E455. onthewifi.com
E456. gopoppers.com
E457. hotmail.com
E458. shodan.io
E459. everything-everywhere.at.ply.gg
E460. raidforums.com
E461. fluoxi.com
E462. blopik.com
E463. get.adobe.com.aspx.io
E464. ddnsking.com
E465. thaibbqculver.com
E466. docs.microsoft.com
E467. mail.arlingtonhousing.us
E468. pomoshnikrbx.site
E469. accounts---ukr.net
E470. accounts--ukr.net
E471. accounts.cm1-ukr.net
E472. accounts.regs-ukr.net
E473. account.associates
E474. telegram.account.associates
E475. dx-ukr.net
E476. msx-ukr.net
E477. changepassword-ukr.net
E478. news-ukr.net
E479. eumr.site
E480. onyangdol.site
E481. password-ukr.net
E482. 0-ukr.net
E483. edisk-ukr.net
E484. reply-ukr.net
E485. verify-ukr.net
E486. pay.uacompensation.xyz
E487. lnk-upload.dodortar.ru
E488. wers-gos.top
E489. napropertyhub.eu
E490. eu-opros.top
E491. tools.nexcess.net
E492. coagula.online
E493. courtgova.online
E494. courtbox.online
E495. lv-ukr.net
E496. mono.gg-pay.me
E497. next24.gg-pay.me
E498. ludepa.ec
E499. sindoproperty.org
E500. filterfullproperty.ru
E501. ns2.modeselling.com
E502. net-certificate.services
E503. mst-ukr.net
E504. winuvinnosluk.club
E505. chubanomania.icu
E506. webk-telegram.icu
E507. districoperav.icu
E508. ceriossl.info
E509. varanasiclick.ru
E510. ceronamtinclube.icu
E511. bubenci.ru
E512. drive.google.com
E513. ghaniyu.com
E514. admis.club
E515. posish.club
E516. session-ukr.net
E517. ndlestomak.top
E518. 192.198.87.130
E519. 67.199.248.10
E520. 67.199.248.11
E521. www.hybrid-analysis.com
E522. 0-t.me
E523. phymateus.online
E524. telecomds.online
E525. chimeramarketplace.online
E526. bow-gos.top
E527. ftp.ssttekstil.com [aka ssttekstil.com]
E528. bt.hurtom.com
E529. 8003659902.space
E530. dnslookup.seowebchecker.com
E531. hopentools.site
E532. konkurs-events.top
E533. telesecurity.org
E534. telegram.org.security.ohsxy.com
E535. domthr.xyz
E536. zallesman.ru
E537. rea-gos.top
E538. meteolink.host
E539. out-ukr.net
E540. d-upl.ddns.net
E541. star-cz.ddns.net
E542. dyndns.com
E543. ns.ns2-dns.com
E544. gobits3.com
E545. ns.ns3-dns.com
E546. gordon6.hopto.org
E547. ns2-dns.com
E548. ns3-dns.com
E549. notfiled.com
E550. myftp.biz
E551. up-lnk.myftp.org
E552. optica-rd.myftp.biz
E553. hopto.org
E554. zapto.org
E555. motoristo.ru
E556. proxylogon.com
E557. microsoft.com
E558. aspx.io
E559. aspe.ro
E560. redirectme.net
E561. arminext.com
E562. teierqam.org
E563. myftp.org [aka up-dot.myftp.org]
E564. servegame.com
E565. stormpredictor.host
E566. netbin.host
E567. getmod.host
E568. syncapp.host
E569. modeselling.com
E570. freeusadatingxxx.online
E571. nejsemlama.cz
E572. aon.at
E573. viewdns.info
E574. cloudflare-dns.com
E575. superboler.com
E576. 185.193.38.78
E577. a0671524.xsph.ru
E578. panelunregistertle-348.frge.io
E579. ms-webdav-miniredir.com
E580. viewdns.net
E581. programasparapc.net
E582. myvnc.com
E583. cs1.wpc-v0cdn.org [aka wpc-v0cdn.org]
E584. ddns.net
E585. mega.nz
E586. cloue.link
E587. telegram.org.t.me-cloud.link
E588. tgeo.link
E589. telegram.org-a0dk3dm91iu.tgeo.link
E590. 7tt.me
E591. fernandoherrera.me
E592. t.me
E593. i1t.me
E594. eo2mxtqmeqzafqi.m.pipedream.net
E595. eo9p1d2bfmioiot.m.pipedream.net
E596. eoy7zvsvn6xfcmy.m.pipedream.net
E597. eopkne8kapj01xi.m.pipedream.net
E598. eoiw8lhjwuc3sh2.m.pipedream.net
E599. eos93vb2cwsu3xf.m.pipedream.net
E600. telsec.org
E601. tsecurity.sbs
E602. telegra.ph
E603. security-check.telegram.org.ohsxy.com
E604. social.technet.microsoft.com
E605. tg-me.pro
E606. ryomy.ru
E607. app.any.run
E608. analyze.intezer.com
E609. www.michiganmastereltiempo.com
Mentions:
M1. "www.adelaida.ua" (Domain) — options: E1, E2, E3, E4
M2. "atomydoc.kg" (Domain) — options: E10, E11, E8, E12
M3. "aleimportadora.net" (Domain) — options: E15, E18, E19, E20
M4. "octoberoctopus.co.za" (Domain) — options: E25, E26, E27, E28
M5. "sansaispa.com" (Domain) — options: E33, E34, E35, E36
M6. "www.pierreagencement.fr" (Domain) — options: E42, E43, E44, E18
M7. "mail.aet.in.ua" (Domain) — options: E49, E50, E51, E52
M8. "mail.kzp.bg" (Domain) — options: E57, E50, E58, E49
M9. "mail.numina.md" (Domain) — options: E49, E61, E50, E58
M10. "mail.arlingtonhousing.us" (Domain) — options: E49, E61, E58, E40
M11. "mail.lechateaudelatour.fr" (Domain) — options: E18, E25, E43, E66
M12. "mail.lebsack.de" (Domain) — options: E49, E61, E68, E69
M13. "autodoka.com.ua" (Domain) — options: E7, E72, E73, E74
M14. "mayak.dp.ua" (Domain) — options: E7, E51, E61, E50
M15. "ukrainecenter.yolasite.com" (Domain) — options: E81, E82, E83, E84
M16. "marmaris.com.ua" (Domain) — options: E7, E1, E72, E10
M17. "cca-ukr.net" (Domain) — options: E90, E91, E92, E93
M18. "sm.ukrtel.net" (Domain) — options: E4, E97, E7, E98
M19. "uc-ukr.net" (Domain) — options: E81, E91, E103, E93
M20. "pge-ukr.net" (Domain) — options: E75, E73, E107, E108
M21. "edopomogaonline.yolasite.com" (Domain) — options: E84, E4, E83, E86
M22. "out-ukr.net" (Domain) — options: E105, E113, E114, E115
M23. "uabayrakua.com" (Domain) — options: E85, E35, E4, E39
M24. "site-ukr.net" (Domain) — options: E105, E87, E120, E110
M25. "reply-ukr.net" (Domain) — options: E105, E102, E93, E124
M26. "admukr.top" (Domain) — options: E127, E128, E13, E105
M27. "pbank.co.ua" (Domain) — options: E134, E135, E51, E29
M28. "compensation-ukr.com" (Domain) — options: E137, E138, E139, E140
M29. "a3-ukr.net" (Domain) — options: E105, E146, E93, E102
M30. "bnt-ukr.net" (Domain) — options: E105, E75, E117, E93
M31. "dat1-ukr.net" (Domain) — options: E105, E7, E93, E153
M32. "confirm-ukr.net" (Domain) — options: E73, E105, E156, E46
M33. "sb-ukr.net" (Domain) — options: E105, E75, E158, E93
M34. "ukrahelpforall.ucraft.site" (Domain) — options: E84, E121, E161, E73
M35. "cvi-ukr.net" (Domain) — options: E164, E91, E165, E93
M36. "signup-ukr.net" (Domain) — options: E105, E81, E93, E166
M37. "private-ukr.net" (Domain) — options: E87, E113, E93, E168
M38. "web-ukr.net" (Domain) — options: E105, E102, E109, E158
M39. "v1-ukr.net" (Domain) — options: E105, E87, E153, E171
M40. "step-ukr.net" (Domain) — options: E105, E4, E110, E166
M41. "pgh-ukr.net" (Domain) — options: E75, E81, E175, E151
M42. "mill.co.ua" (Domain) — options: E177, E75, E136, E50
M43. "static-ukr.net" (Domain) — options: E102, E105, E93, E108
M44. "safe-ukr.net" (Domain) — options: E73, E105, E108, E110
M45. "k1v-ukr.net" (Domain) — options: E105, E155, E172, E93
M46. "bld-ukr.net" (Domain) — options: E1, E105, E151, E182
M47. "euro24dopomoga0.yolasite.com" (Domain) — options: E82, E81, E83, E86
M48. "texlidia.com" (Domain) — options: E185, E38, E186, E35
M49. "in-ukr.net" (Domain) — options: E105, E93, E117, E189
M50. "clients-ukr.net" (Domain) — options: E73, E81, E193, E93
M51. "leonardis.ru" (Domain) — options: E196, E197, E198, E199
M52. "conf-ukr.net" (Domain) — options: E4, E105, E202, E93
M53. "details-ukr.net" (Domain) — options: E105, E87, E93, E205
M54. "mta-ukr.net" (Domain) — options: E80, E94, E165, E93
M55. "ml-ukr.net" (Domain) — options: E135, E105, E125, E93
M56. "td-ukr.net" (Domain) — options: E105, E102, E104, E183
M57. "login-ukr.net" (Domain) — options: E105, E93, E167, E210
M58. "virtual-ukr.net" (Domain) — options: E4, E105, E93, E125
M59. "support-ukr.net" (Domain) — options: E81, E73, E93, E214
M60. "u1-ukr.net" (Domain) — options: E105, E102, E215, E153
M61. "kb-ukr.net" (Domain) — options: E105, E93, E96, E170
M62. "serv1-ukr.net" (Domain) — options: E102, E105, E173, E216
M63. "it-grad.kz" (Domain) — options: E30, E218, E219, E220
M64. "jskgdhjkdfhjdkjhd844.ru" (Domain) — options: E15, E17, E201, E225
M65. "zaikadoctor.ru" (Domain) — options: E30, E15, E229, E78
M66. "uz-gos.top" (Domain) — options: E231, E232, E233, E234
