=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1333 canonicals"
Entities:
E1. 67.199.248.11
E169. aleimportadora.net
E170. v-ukr.net
E171. whoer.net
E172. yotsubasociety.website
E173. sendmail.website
E174. pomoshnikrbx.site
E175. product2020.mrbasic.com
E176. courtgova.site
E177. advanced-ip-scanner.website
E178. file.io
E179. frge.io [aka net.frge.io]
E180. cs1.wpc-v0cdn.org [aka wpc-v0cdn.org]
E181. center-gos.top
E182. gofile.io
E183. nirsoft.me
E184. mocky.io
E185. ua-compens.top [aka ua-compenses.top]
E186. tax-gov-ua.com
E187. geroiua.com
E188. verofes.com
E189. geroiukrainu.com
E190. geroi-ukraine.com
E191. eurotelle.com
E192. great-surveys.top
E193. superops.com
E194. balet-me.info
E195. t.me
E196. tg-me.pro
E197. let-me.life
E198. tacticalv.com
E199. iplogger.com
E200. tvoyaradostetoya.ru
E201. againandagaingmorder.ru
E202. sakentoshi.ru
E203. thaibbqculver.com
E204. criticalosl.tech
E205. superops.ai
E206. superboler.com
E207. super777bomba.ru
E208. ns.ns3-dns.com [aka ns3-dns.com]
E209. uaccsnet.com
E210. uasystdoc.com
E211. ns.ns2-dns.com [aka ns2-dns.com]
E212. ukrstnet.com
E213. content.certifiedauth.in
E214. content.exmo.day
E215. vuonorganic.com
E216. furqaanenergy.com
E217. britxec.com
E218. milotrad.ru
E219. milotraf.ru
E220. unayt.ru
E221. deti-ua.eu
E222. deti-ball.eu
E223. balet-deti.eu
E224. deti-malunki-ua.eu [aka deti-malunki-uah.eu, malunki-deti-uah.eu, malunki-deti-ua.eu]
E225. ssl1.site
E226. net.ssl2.site [aka ssl2.site]
E227. military-ukraine.site
E228. com.ssl2.site
E229. 8003659902.site
E230. ukr-golosovane.site [aka ukr-golosovanie.site]
E231. ssl4.site
E232. authssl.site
E233. anidoz.com
E234. hiddenvnc.com
E235. webk-telegram.sbs
E236. webk-telegram.icu
E237. xeontime.com
E238. tortunas.ru
E239. iqhost.ru
E240. unetset.com
E241. jokoloret.ru
E242. zaikaopentra.com.ug
E243. coudzoom.ru
E244. zaikaopentra-com-ug.su
E245. zaikaopentra-com-ug.online
E246. fishitor.ru
E247. graphiuma.online
E248. petitionukraine.com
E249. anotepad.com
E250. baidencult.com
E251. petition-ukraine.com
Mentions:
M1. "67.199.248.10" (Domain) — options: E1, E2, E3, E4
M2. "67.199.248.11" (Domain) — options: E10, E2, E5, E3
M3. "192.198.87.130" (Domain) — options: E5, E10, E1, E13
M4. "185.193.38.78" (Domain) — options: E17, E3, E18, E10
M5. "www.virustotal.com" (Domain) — options: E23, E24, E25, E26
M6. "pastebin.com" (Domain) — options: E32, E33, E34, E35
M7. "www.hybrid-analysis.com" (Domain) — options: E40, E24, E41, E42
M8. "fluoxi.com" (Domain) — options: E46, E20, E34, E47
M9. "yavasponimayu.ru" (Domain) — options: E51, E52, E53, E54
M10. "www.msftncsi.com" (Domain) — options: E60, E24, E28, E61
M11. "devtools.bond" (Domain) — options: E19, E64, E65, E66
M12. "kohhd.com" (Domain) — options: E72, E73, E48, E74
M13. "ruvds.com" (Domain) — options: E60, E78, E79, E34
M14. "detipoertry.com" (Domain) — options: E78, E83, E84, E85
M15. "tronogram.com" (Domain) — options: E88, E89, E34, E90
M16. "qwdfewf.com" (Domain) — options: E93, E94, E29, E95
M17. "co-uah.top" (Domain) — options: E97, E98, E99, E100
M18. "uacompensation.xyz" (Domain) — options: E106, E19, E107, E108
M19. "hexactor.com" (Domain) — options: E56, E114, E115, E34
M20. "rms-server.tektonit.ru" (Domain) — options: E117, E118, E53, E52
M21. "anidoz.com" (Domain) — options: E93, E123, E34, E78
M22. "smartideabusiness.com" (Domain) — options: E77, E29, E127, E34
M23. "arentuk.com" (Domain) — options: E83, E130, E34, E91
M24. "domthr.xyz" (Domain) — options: E133, E109, E134, E66
M25. "baidencult.com" (Domain) — options: E137, E78, E138, E34
M26. "ec-compensation.xyz" (Domain) — options: E19, E66, E111, E134
M27. "rozsenich.com" (Domain) — options: E145, E128, E146, E34
M28. "tgeo.link" (Domain) — options: E147, E148, E149, E150
M29. "hiddenvnc.com" (Domain) — options: E155, E156, E157, E35
M30. "www.dropbox.com" (Domain) — options: E160, E27, E28, E161
M31. "ginaengg.com" (Domain) — options: E162, E163, E164, E34
M32. "fex.net" (Domain) — options: E32, E167, E168, E169
M33. "product-reviews.website" (Domain) — options: E96, E172, E173, E174
M34. "akaluij.com" (Domain) — options: E50, E33, E35, E34
M35. "censys.io" (Domain) — options: E4, E178, E179, E180
M36. "tax-compenses.xyz" (Domain) — options: E111, E136, E113, E185
M37. "geroisavenko.com" (Domain) — options: E78, E139, E187, E34
M38. "survefuz.com" (Domain) — options: E93, E191, E192, E34
M39. "t-me.io" (Domain) — options: E6, E194, E11, E195
M40. "icanhazip.com" (Domain) — options: E78, E34, E142, E93
M41. "prostosmeritesya.ru" (Domain) — options: E52, E53, E25, E56
M42. "tacticalv.com" (Domain) — options: E78, E26, E203, E82
M43. "superops.com" (Domain) — options: E205, E40, E206, E34
M44. "uasystnet.com" (Domain) — options: E78, E208, E209, E210
M45. "githubusercontent.com" (Domain) — options: E4, E29, E213, E34
M46. "vinergil.com" (Domain) — options: E165, E34, E158, E215
M47. "borizhog.com" (Domain) — options: E80, E123, E164, E34
M48. "potrakit.ru" (Domain) — options: E56, E52, E53, E218
M49. "deti-bi.eu" (Domain) — options: E4, E137, E221, E87
M50. "lamazone.site" (Domain) — options: E225, E226, E17, E227
M51. "anonvnc.com" (Domain) — options: E78, E233, E159, E234
M52. "blinkij.com" (Domain) — options: E46, E139, E34, E47
M53. "webknives.com" (Domain) — options: E78, E188, E235, E34
M54. "unayt.ru" (Domain) — options: E52, E53, E238, E59
M55. "zaikaopentra.com.ru" (Domain) — options: E241, E242, E243, E244
M56. "tridiuma.ru" (Domain) — options: E52, E55, E53, E247
M57. "expeditionabroad.com" (Domain) — options: E78, E248, E249, E34

=== RESPONSE (49.1s, in 6470 / out 8480 tok, stop) ===
{"v":[{"m":"67.199.248.10","id":"NEW","g":"an IP address","p":null,"r":null},{"m":"67.199.248.11","id":"NEW","g":"an IP address","p":null,"r":null},{"m":"192.198.87.130","id":"NEW","g":"an IP address","p":null,"r":null},{"m":"185.193.38.78","id":"NEW","g":"an IP address","p":null,"r":null},{"m":"www.virustotal.com","id":"NEW","g":"a malware analysis service","p":null,"r":null},{"m":"pastebin.com","id":"NEW","g":"a text storage website","p":null,"r":null},{"m":"www.hybrid-analysis.com","id":"NEW","g":"a malware analysis service","p":null,"r":null},{"m":"fluoxi.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"yavasponimayu.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"www.msftncsi.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"devtools.bond","id":"NEW","g":"a domain","p":null,"r":null},{"m":"kohhd.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ruvds.com","id":"NEW","g":"a hosting provider","p":null,"r":null},{"m":"detipoertry.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"tronogram.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"qwdfewf.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"co-uah.top","id":"NEW","g":"a domain","p":null,"r":null},{"m":"uacompensation.xyz","id":"NEW","g":"a domain","p":null,"r":null},{"m":"hexactor.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"rms-server.tektonit.ru","id":"NEW","g":"a server domain","p":null,"r":null},{"m":"anidoz.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"smartideabusiness.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"arentuk.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"domthr.xyz","id":"NEW","g":"a domain","p":null,"r":null},{"m":"baidencult.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"ec-compensation.xyz","id":"NEW","g":"a domain","p":null,"r":null},{"m":"rozsenich.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"tgeo.link","id":"NEW","g":"a domain","p":null,"r":null},{"m":"hiddenvnc.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"www.dropbox.com","id":"NEW","g":"a cloud storage service","p":null,"r":null},{"m":"ginaengg.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"fex.net","id":"NEW","g":"a file sharing service","p":null,"r":null},{"m":"product-reviews.website","id":"NEW","g":"a domain","p":null,"r":null},{"m":"akaluij.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"censys.io","id":"NEW","g":"a search engine for internet-connected devices","p":null,"r":null},{"m":"tax-compenses.xyz","id":"NEW","g":"a domain","p":null,"r":null},{"m":"geroisavenko.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"survefuz.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"t-me.io","id":"NEW","g":"a domain","p":null,"r":null},{"m":"icanhazip.com","id":"NEW","g":"an IP discovery service","p":null,"r":null},{"m":"prostosmeritesya.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"tacticalv.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"superops.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"uasystnet.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"githubusercontent.com","id":"NEW","g":"a content delivery domain for GitHub","p":null,"r":null},{"m":"vinergil.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"borizhog.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"potrakit.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"deti-bi.eu","id":"NEW","g":"a domain","p":null,"r":null},{"m":"lamazone.site","id":"NEW","g":"a domain","p":null,"r":null},{"m":"anonvnc.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"blinkij.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"webknives.com","id":"NEW","g":"a domain","p":null,"r":null},{"m":"unayt.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"zaikaopentra.com.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"tridiuma.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"expeditionabroad.com","id":"NEW","g":"a domain","p":null,"r":null}]}
