=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1251 canonicals"
Entities:
E1. tinyurl.com
E141. tax-compenses.xyz
E142. ns1.goaccount.link
E143. blogger.certifiedauth.in
E144. authcheck.in
E145. docs.googie.com.connectssl.in
E146. ns2.goaccount.link
E147. authssl.in
E148. bin.personlog.in
E149. jevejosader.top
E150. admru.top
E151. vote-me.top
E152. successilin.top
E153. admukr.top
E154. cafeteriumups.ru
E155. ritionalvalueon.top
E156. admus.top
E157. rea-gos.top
E158. reteredelete.top
E159. kew.1qw.us
E160. nk.1qw.us
E161. kew.8df.us
E162. a0695487.xsph.ru
E163. rpc.1qw.us
E164. mail.arlingtonhousing.us
E165. qkcew.ru [aka xcqef.ru]
E166. 109x194x3x7.static-customer.bryansk.ertelecom.ru
E167. 192.198.87.130
E168. 1833.site
E169. 67.199.248.10
E170. 67.199.248.11
E171. a0656203.xsph.ru
E172. 0-t.me
E173. gofile.io
E174. courtbox.online
E175. store8.gofile.io
E176. mail-box.site
E177. pastebin.com
E178. mail.nais-gov.org
E179. ua-calendar.firstcloudit.com
E180. ftp.thefoodplace.net
E181. answers.microsoft.com
E182. mivocloud.com
E183. files-ukr.net
E184. shared.drive.googie.com.ssl4.site
E185. baidencult.com
E186. filetransrediremin.com
E187. raidforums.com
E188. listen.servemp3.com
E189. jslopasitmon.com
E190. acteran.ru
E191. liverpulapp.ru
E192. run.mocky.io
E193. www.hybrid-analysis.com
E194. ardeas.ru
E195. syncapp.host
E196. paparat.ru [aka pasamart.ru]
E197. a0698649.xsph.ru
E198. abracodabugalimpopo.ru
E199. ukr-net-downloadfile.su
E200. jokotras.ru [aka jokoloret.ru]
E201. dod-upload.dodortar.ru
E202. milotrad.ru [aka milotraf.ru]
E203. a0698262.xsph.ru
E204. www.symantec.com
E205. vtxhospital.com
E206. www.ssl2.in
E207. redirectme.net
E208. ms-webdav-miniredir.com
E209. www.dstruct.net
E210. docs.googledrive.com.ssl2.site
E211. www.msftncsi.com
E212. www.authssl.in
E213. keewoolas.pw
E214. ret.6bc.us
E215. me.gov.ua
E216. enlamentedeunasesor.com
E217. analytics.google.com.getssl.click
E218. it-develop.me
E219. a0671524.xsph.ru
E220. panelunregistertle-348.frge.io
E221. ns1.getssl.click
E222. advanced-ip-scaner.com
E223. advanced-ip-scanners.com
E224. advanced-ip-scanner.click
E225. advanced-ip-scaner.com.vuxuancuong.com
E226. docs.gdrive.com.ssl2.site
E227. military-ukraine.site
E228. eumr.site
E229. ip-api.com
E230. peer-gos.top
E231. ais-gos.top
E232. ye-gos.top
E233. center-gos.top [aka central-gos.top]
E234. pro-gos.top
E235. alf-gos.top
E236. tense-gos.top
E237. tas-gos.top [aka chis-gos.top]
E238. widget.forum-pokemon.com
E239. r4.res.live.com.getssl.click
E240. baidenfree.com
E241. oceriesfornot.top
E242. accept-pay.top
E243. session-ukr.net
E244. ua-compens.top [aka ua-compensation.top]
E245. africathrillthes.pw
E246. steycools.pw
E247. dayzilons.pw
E248. bloockflad.pw
E249. res.live.com.getssl.click
E250. bookgames.pw
E251. carpetmarker.pw
E252. advanced-ip-scanner.site
E253. diagnostic-resolver.com
E254. programasparapc.net
E255. www.portcheckers.com
E256. photobucket.com
E257. cloudlnk.org
E258. tools.nexcess.net
E259. evil.server.com
E260. grafix.ne.jp
E261. polinamailserverip.ru
E262. cerv-gos.top
E263. for-gos.top
E264. an-gos.top
E265. ev-gos.top
E266. jar-gos.top
E267. killredls.pw
E268. moskhoods.pw
E269. revivalsecularas.pw
E270. windacarmelita.pw
E271. hopto.org
E272. zapto.org
E273. ddns.net
E274. 7tt.me
E275. t.me
E276. fernandoherrera.me
E277. freedynamicdns.net
E278. i1t.me
E279. webhook.site
E280. m.personlog.in
E281. mail.lebsack.de
E282. uadop.webflow.io
E283. servehttp.com
E284. serveirc.com
E285. ftp.artrsllc.com
E286. chimeramarketplace.online
E287. ftp.ssttekstil.com [aka ssttekstil.com]
E288. gordon6.hopto.org
E289. modeselling.com
E290. benokij.com
E291. freedynamicdns.org
E292. ns1.modeselling.com
E293. ns1.fountainrate.com
E294. bt.hurtom.com
E295. chinagrill.co
E296. datagroup.ddns.net
E297. star-cz.ddns.net
E298. single-office.ddns.net
E299. ddnsking.com
E300. iqhost.ru
E301. billyhot.ru
E302. dcshost.net
E303. shapurt.ru
E304. project3.top
E305. pre-opros.top [aka top-opros.top]
E306. ndlestomak.top
E307. 1000020.xyz
E308. project2.top
E309. co-opros.top
E310. dynamic.exmo.day
E311. viewdns.net
E312. net.ssl2.site
E313. site-ukr.net
E314. net.ssl4.site
E315. net.ssl3.site
E316. cloue.link
E317. authssl.link
E318. goaccount.link
E319. claud.in
E320. off.ukr-compens.xyz
E321. net.ssl4.online
E322. net.ssl2.online
E323. ukr.net.ssl1.online
E324. net.ssl1.site
E325. net.ssl3.online
E326. edisk.ukr.net.ssl1.online
E327. ukr.net.ssl1.site
E328. share.ukr.net.ssl1.site
E329. co87972.tmweb.ru
E330. skreatortemp.site
E331. a0322810.xsph.ru
E332. superdadymster.ru
E333. rmssrv4.ru
E334. kjhgdj99fuller.ru
E335. redport80.ru
E336. aspx.io
E337. aspe.ro
E338. wm-gos.top [aka ws-gos.top]
E339. mail.certifiedauth.in
E340. webmail.facadesolutionsuae.com
E341. mail.aet.in.ua
E342. mail.numina.md
E343. mail.gov.ua
E344. konkurs-events.top
E345. arentuk.com
E346. bow-gos.top
E347. ew-gos.top
E348. cryptsen7fo43rr6.onion.to
E349. cryptsen7fo43rr6.onion
E350. cryptsen7fo43rr6.onion.cab
E351. lightnogu5owjjllyo4tj2sfos6fchnmcidlgo6c7e6fz2hgryhfhoyd.onion
E352. elyslink.online
E353. bugiplaysec.com
E354. arhiv.ua-cip.org
E355. s8.h.mchost.ru
E356. thestoreroomnsw.com.au
E357. static-ukr.net
E358. ukrainecenter.yolasite.com
E359. telecomds.online
E360. static.certifiedauth.in
E361. com.authssl.site
E362. authssl.online
E363. com.authssl.online
E364. gdocs.com.authssl.site
E365. www.authssl.online
E366. authssl.site
E367. ns1.authssl.link
E368. ns2.authssl.link
E369. com.ssl2.site
E370. ssl1.site
E371. ssl3.site
E372. ssl2.link
E373. ssl4.site
E374. ukr.net.ssl2.site
E375. gdrive.com.ssl2.site
E376. google.com.ssl2.site
E377. ns1.authssl.org
E378. ns2.authssl.org
E379. ssl2.site
E380. net.ssl1.online [aka ssl1.online]
E381. ipapi.co
E382. noip.com
E383. azimurs.com
E384. iplogger.com
E385. sansaispa.com
E386. www.ssl2.link
E387. net.ssl2.link
E388. ssl2.online
E389. ssl2.in
E390. ukr.net.ssl2.link
E391. com.ssl2.online
E392. accounts.ukr.net.ssl2.link
E393. crv-ukr.net
E394. myvnc.com
E395. 1-ukr.net
E396. ns1.personlog.in
E397. outlook-1.cdn.certifiedauth.in
E398. docs.googie.com.ssl2.site
E399. worker-test-6f41.idv64828.workers.dev
E400. dnslookup.seowebchecker.com
E401. ns.ns3-dns.com
E402. aluaadin.com
E403. apis.certifiedauth.in
E404. api.personlog.in
E405. api.binance.com.exmo.day
E406. api.binance.com.personlog.in
E407. delta-storages.com [aka delta.mil.gov.ua.delta-storages.com]
E408. anidoz.com
E409. getmod.host
E410. ns2.getssl.click
E411. meteolink.host
E412. netbin.host
E413. hexactor.com
E414. moolin.ru
E415. mocky.io
E416. badpdf.com
E417. csp.certifiedauth.in
E418. ogs.certifiedauth.in
E419. anniversarygiftsforcouples.com
E420. combinedresidency.org
E421. zalamafiapopcultur.ru
E422. m-vz.webhop.me [aka webhop.me]
E423. verycheap.store
E424. fikasterwer.top
E425. lingrevelat.com [aka upportteam.lingrevelat.com]
E426. ns1.authcheck.in
E427. superboler.com
Mentions:
M1. "shorturl.at" (Domain) — options: E1, E2, E3, E4
M2. "github.com" (Domain) — options: E10, E11, E12, E13
M3. "raw.githubusercontent.com" (Domain) — options: E19, E20, E21, E12
M4. "array.myftp.biz" (Domain) — options: E25, E26, E27, E28
M5. "bom02.gotdns.ch" (Domain) — options: E34, E26, E35, E36
M6. "worker-test-6f41.idv64828.workers.dev" (Domain) — options: E19, E40, E41, E42
M7. "optica-rd.myftp.biz" (Domain) — options: E48, E49, E50, E51
M8. "gotdns.ch" (Domain) — options: E29, E54, E25, E55
M9. "cdn.jsdelivr.net" (Domain) — options: E56, E57, E58, E59
M10. "cdn.discordapp.com" (Domain) — options: E19, E13, E59, E58
M11. "pastebin.com" (Domain) — options: E13, E67, E68, E12
M12. "eo9p1d2bfmioiot.m.pipedream.net" (Domain) — options: E72, E43, E47, E73
M13. "eoy7zvsvn6xfcmy.m.pipedream.net" (Domain) — options: E72, E43, E77, E71
M14. "eos93vb2cwsu3xf.m.pipedream.net" (Domain) — options: E72, E43, E77, E71
M15. "czyrqdnvpujmmjkfhhvsclx05sfi23bfr.oast.fun" (Domain) — options: E75, E71, E72, E80
M16. "czyrqdnvpujmmjkfhhvs4knf1av02demj.oast.fun" (Domain) — options: E43, E75, E72, E83
M17. "czyrqdnvpujmmjkfhhvsvlaax17vd5r6v.oast.fun" (Domain) — options: E71, E43, E75, E80
M18. "czyrqdnvpujmmjkfhhvsgapqr3hclnhhj.oast.fun" (Domain) — options: E43, E71, E72, E83
M19. "alt-2cdn.net" (Domain) — options: E64, E87, E76, E59
M20. "tools.nexcess.net" (Domain) — options: E92, E93, E94, E76
M21. "eopkne8kapj01xi.m.pipedream.net" (Domain) — options: E72, E43, E77, E75
M22. "wpc-v0cdn.org" (Domain) — options: E64, E62, E100, E101
M23. "servehttp.com" (Domain) — options: E32, E12, E105, E106
M24. "www.hybrid-analysis.com" (Domain) — options: E20, E110, E111, E112
M25. "tinyurl.com" (Domain) — options: E117, E118, E12, E3
M26. "cve.mitre.org" (Domain) — options: E121, E122, E103, E101
M27. "yotsubasociety.website" (Domain) — options: E127, E128, E51, E129
M28. "1000020.xyz" (Domain) — options: E133, E134, E135, E136
M29. "blog.gocon.in" (Domain) — options: E23, E142, E143, E144
M30. "reteredelete.top" (Domain) — options: E149, E150, E151, E152
M31. "ret.6bc.us" (Domain) — options: E158, E159, E160, E62
M32. "185.193.38.78" (Domain) — options: E166, E167, E168, E169
M33. "catbox.moe" (Domain) — options: E19, E173, E174, E175
M34. "nas-files.firstcloudit.com" (Domain) — options: E66, E178, E179, E180
M35. "widget.forum-pokemon.com" (Domain) — options: E53, E186, E187, E12
M36. "app.any.run" (Domain) — options: E114, E190, E191, E192
M37. "downloadrezerves.ru" (Domain) — options: E197, E198, E199, E200
M38. "www.virustotal.com" (Domain) — options: E193, E110, E99, E204
M39. "filetransrediremin.com" (Domain) — options: E48, E16, E207, E12
M40. "www.dropbox.com" (Domain) — options: E13, E113, E209, E210
M41. "kew.8df.us" (Domain) — options: E213, E165, E159, E140
M42. "analyze.intezer.com" (Domain) — options: E193, E216, E49, E12
M43. "67.199.248.10" (Domain) — options: E170, E166, E167, E26
M44. "advanced-ip-scanner.site" (Domain) — options: E222, E223, E130, E224
M45. "badge-gos.top" (Domain) — options: E230, E231, E232, E233
M46. "raidforums.com" (Domain) — options: E19, E185, E238, E12
M47. "successilin.top" (Domain) — options: E241, E150, E242, E158
M48. "killredls.pw" (Domain) — options: E213, E245, E246, E247
M49. "advanced-ip-scanners.com" (Domain) — options: E222, E252, E253, E224
M50. "advanced-ip-scanner.website" (Domain) — options: E222, E223, E252, E224
M51. "bitbucket.org" (Domain) — options: E100, E256, E101, E148
M52. "sv5206.xserver.jp" (Domain) — options: E48, E53, E259, E260
M53. "peer-gos.top" (Domain) — options: E234, E233, E158, E262
M54. "africathrillthes.pw" (Domain) — options: E48, E248, E267, E49
M55. "keewoolas.pw" (Domain) — options: E247, E246, E245, E268
M56. "67.199.248.11" (Domain) — options: E169, E166, E112, E167
M57. "myftp.org" (Domain) — options: E29, E27, E28, E26
M58. "myddns.me" (Domain) — options: E273, E274, E25, E275
M59. "m-vz.webhop.me" (Domain) — options: E26, E218, E279, E280
M60. "serveftp.com" (Domain) — options: E283, E12, E109, E284
M61. "ftp.thefoodplace.net" (Domain) — options: E285, E76, E286, E25
M62. "zapto.org" (Domain) — options: E25, E271, E101, E28
M63. "ddnsking.com" (Domain) — options: E273, E289, E12, E29
M64. "ftp.artrsllc.com" (Domain) — options: E180, E287, E32, E293
M65. "ddns.net" (Domain) — options: E29, E296, E30, E277
M66. "s8.h.mchost.ru" (Domain) — options: E203, E300, E200, E162
M67. "project2.top" (Domain) — options: E234, E304, E150, E152
M68. "rpc.1qw.us" (Domain) — options: E90, E159, E160, E64
M69. "project3.top" (Domain) — options: E234, E308, E150, E152
M70. "freedynamicdns.net" (Domain) — options: E291, E273, E76, E310
M71. "sytes.net" (Domain) — options: E312, E313, E273, E76
M72. "me-cloud.link" (Domain) — options: E257, E316, E17, E317
M73. "freedynamicdns.org" (Domain) — options: E277, E273, E101, E310
M74. "dayzilons.pw" (Domain) — options: E213, E245, E250, E248
M75. "net.ssl1.online" (Domain) — options: E321, E322, E323, E324
M76. "surname192.temp.swtest.ru" (Domain) — options: E329, E162, E330, E200
M77. "jskgdhjkdfhjdkjhd844.ru" (Domain) — options: E162, E197, E198, E333
M78. "polinamailserverip.ru" (Domain) — options: E162, E331, E198, E259
M79. "as49447.net" (Domain) — options: E104, E76, E336, E221
M80. "center-gos.top" (Domain) — options: E234, E230, E237, E236
M81. "mail.arlingtonhousing.us" (Domain) — options: E339, E340, E341, E159
M82. "arelyevennot.top" (Domain) — options: E241, E150, E158, E344
M83. "ew-gos.top" (Domain) — options: E234, E230, E265, E346
M84. "bow-gos.top" (Domain) — options: E234, E347, E233, E230
M85. "zuh3vcyskd4gipkm.onion" (Domain) — options: E348, E349, E350, E351
M86. "wm-gos.top" (Domain) — options: E234, E230, E264, E237
M87. "109x194x3x7.static-customer.bryansk.ertelecom.ru" (Domain) — options: E355, E356, E357, E162
M88. "authssl.site" (Domain) — options: E361, E362, E97, E317
M89. "authssl.link" (Domain) — options: E366, E147, E367, E361
M90. "ssl2.site" (Domain) — options: E369, E370, E371, E312
M91. "redirectme.net" (Domain) — options: E249, E76, E186, E314
M92. "kew.1qw.us" (Domain) — options: E213, E24, E161, E160
M93. "authssl.org" (Domain) — options: E317, E377, E366, E378
M94. "ssl1.site" (Domain) — options: E379, E324, E373, E371
M95. "icanhazip.com" (Domain) — options: E381, E229, E382, E12
M96. "ssl2.link" (Domain) — options: E386, E387, E379, E388
M97. "ipv6-wpnc.net" (Domain) — options: E90, E311, E254, E76
M98. "site-1.work" (Domain) — options: E370, E45, E313, E395
M99. "cloudflare-dns.com" (Domain) — options: E400, E36, E38, E401
M100. "api.dev-com.sc" (Domain) — options: E403, E229, E404, E398
M101. "stormpredictor.host" (Domain) — options: E95, E409, E94, E410
M102. "mockbin.org" (Domain) — options: E192, E414, E415, E101
M103. "ocspdep.com" (Domain) — options: E241, E416, E417, E12
M104. "baidencult.com" (Domain) — options: E419, E240, E12, E345
M105. "everything-everywhere.at.ply.gg" (Domain) — options: E422, E276, E423, E2
M106. "dnslookup.seowebchecker.com" (Domain) — options: E311, E255, E12, E36

=== RESPONSE (96.2s, in 11078 / out 16015 tok, stop) ===
```json
