=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 916 canonicals"
Entities:
E1. mivocloud.com
E240. chimeramarket24.online
E241. xbeta.online
E242. sardanal.online
E243. telecomds.online
E244. chimeramarketplace.online
E245. scorpiones.online
E246. melitaes.online
E247. homospoison.ru
E248. antination.kherson.ua
E249. bt.toloka.to
E250. bt.toloka.tv
E251. golgba.com
E252. autodoka.com.ua
E253. cryptsen7fo43rr6.onion.to
E254. topadm.top
E255. mail.aet.in.ua
E256. mail.gov.ua
E257. atl.ua
E258. gov.ua
E259. marmaris.com.ua
E260. hofsteder.ru
E261. arentuk.com
E262. servebeer.com
E263. diagnostic-resolver.com
E264. humanitarydp.ru
E265. cityofuganda.ug
E266. gondurasonline.ug
E267. nv.ua
E268. cert.gov.ua
E269. online.ua
E270. pbank.co.ua
E271. teleqram.info
E272. telegra.ph
E273. info-cip.org
E274. telegram.uk.net
E275. ukrainianworldcongress.info
E276. telegraom.me
E277. shapurt.ru
E278. hopto.org
E279. myftp.org
E280. gordon6.hopto.org
E281. i.ua
E282. me.gov.ua
E283. cuckoo.cert.ee
E284. cm1-ukr.net
E285. ftp.thefoodplace.net
E286. cmx-ukr.net
E287. bank.gov.ua
E288. mill.co.ua
E289. dsns.com.ua
E290. ipapi.co
E291. ddns.net
E292. myvnc.com
E293. serveblog.net
E294. shikjil.com
E295. armpress.net
E296. azimurs.com
E297. drive.google.com
E298. ertimadifa.com
E299. taximadridclass.com
E300. ligaspace.ru
E301. texlidia.com
E302. dsszzi.gov.ua
E303. delta.mil.gov.ua.delta-storages.com
E304. gobits3.com
E305. gir.network
E306. wm-gos.top [aka ws-gos.top]
E307. cerv-gos.top
E308. for-gos.top
E309. ais-gos.top
E310. metallergroup.ru
E311. lamazone.site
E312. eumr.site
E313. 1833.site
E314. notfiled.com
E315. 8003659902.site
E316. fast-mail.site
E317. webhook.site
E318. courtgova.site
E319. winscp.net
E320. nabufixservice.name
E321. net-certificate.services
E322. ser-ukr.net
E323. finformservice.com
E324. ereservices.com
E325. mail-box.site
E326. admukr.club
E327. github.com
E328. yotsubasociety.website
E329. plexbd.net
E330. sytes.net
E331. prefer.jokotras.ru
E332. jokoloret.ru
E333. tridiuma.ru
E334. nafillimonilini.net
E335. flayga.ru
E336. kjhgdj99fuller.ru
E337. zaikaopentra-com-ug.su
E338. zaikaopentra-com-ug.online
E339. liverpulapp.ru
E340. ginaengg.com
E341. giraffe-tour.ru
E342. hardingtwominuterule.com
E343. verify-ukr.net
E344. tg-me.pro
E345. a3-ukr.net
E346. kismamabeforyougo.ru
E347. kismamabeforyougo.su
E348. kismamabeforyougo.com
E349. jimloamfilling.online
E350. billiopa.com
E351. ukrainebayra.com
E352. ua.aspx.io
E353. jorgava.com
E354. tronogram.com
E355. 0-t.me
E356. t.me
E357. 7tt.me
E358. 4-t.me
E359. fernandoherrera.me
E360. myddns.me
E361. t.co
E362. api.dev-com.sc
E363. cautionphenomenon.co.kr
E364. gmail.com
E365. anidoz.com
E366. vuonorganic.com
E367. fan-guy.com
E368. noip.com
E369. sansaispa.com
E370. i1t.me
E371. leonardis.ru
E372. kivanclardokum.com.tr
E373. kilomunara.com
E374. onedrive.live.com
E375. axikok.com
E376. an-gos.top
E377. ye-gos.top
E378. tio-gos.top
E379. ev-gos.top
E380. alf-gos.top
E381. kissmafiabeforyoudied.ru
E382. t-me.io
E383. ew-gos.top
E384. pro-gos.top
E385. agrikoz.com
E386. outlook.com
E387. mygraphbook.com
E388. octoberoctopus.co.za
E389. badge-gos.top
E390. tas-gos.top
E391. iqhost.ru
E392. pas-ukr.net
E393. om-ukr.net
E394. coagula.online
E395. t-online.de
E396. your-mail.press
E397. email.cz
E398. ndlestomak.top
E399. alegoomaster.com
E400. fikasterwer.top
E401. netbin.host
E402. dcshost.net
E403. datagroup.ddns.net
E404. d-upl.ddns.net
E405. star-cz.ddns.net
E406. ln-upl.ddns.net
E407. single-office.ddns.net
E408. ddnsking.com
E409. listen.servemp3.com
E410. serveirc.com
E411. survefuz.com
E412. cels-opros.top
E413. amo-opros.top [aka ao-opros.top]
E414. afi-opros.top
E415. wi-opros.top
E416. top-opros.top
E417. eu-opros.top
E418. ui-opros.top
E419. bul-opros.top
E420. aff-opros.top
E421. seznam.cz
E422. teiegram1.me
E423. co-opros.top
E424. apps-opros.top
E425. fori-opros.top
E426. awa-opros.top
E427. eti-opros.top
E428. prot-ukr.net
E429. www.virustotal.com [aka virustotal.com]
E430. 3dstore.pro
E431. lonejade.com
E432. akaluij.com
E433. filetransrediremin.com
E434. jo-opros.top
E435. benokij.com
E436. job-opros.top
E437. peer-gos.top
E438. store1.gofile.io
E439. store3.gofile.io
E440. graphiuma.online
E441. dnspod.com
E442. misp.cert.gov.ua
E443. www.msp.gov.ua [aka msp.gov.ua]
E444. baidenfree.com
E445. raidforums.com
E446. iforma.es
E447. microjob.mn
E448. cve.mitre.org
E449. alfa-gos.top
E450. jel-gos.top
E451. admru.top
E452. rea-gos.top
E453. admukr.top
E454. vote-me.top
E455. admus.top
E456. dogiraftig.com
E457. pastebin.com
E458. teierqam.org
E459. sismasterhome.ru
E460. sinergil.com
E461. verofes.com
E462. rmssrv2.ru
E463. rmssrv3.ru
E464. jskgdhjkdfhjdkjhd844.ru
E465. mediaplatformapharm.ru
E466. vtxhospital.com
E467. redirectme.net
Mentions:
M1. "simplecloud.ru" (Domain) — options: E1, E2, E3, E4
M2. "diplombar.by" (Domain) — options: E10, E11, E12, E13
M3. "dublebomber.ru" (Domain) — options: E19, E2, E20, E18
M4. "iloveua.ir" (Domain) — options: E23, E24, E25, E26
M5. "ipoluchayteudovolstvie.ru" (Domain) — options: E31, E2, E32, E33
M6. "kozachok777.ru" (Domain) — options: E14, E2, E37, E38
M7. "moyabelorussiya.by" (Domain) — options: E40, E41, E10, E18
M8. "nomnetozhedenyuzhkanuzhna.ru" (Domain) — options: E19, E2, E33, E34
M9. "popuasyfromua.ru" (Domain) — options: E19, E2, E32, E33
M10. "propertyiran.ir" (Domain) — options: E47, E15, E48, E26
M11. "propertyminsk.by" (Domain) — options: E10, E24, E41, E47
M12. "prostosmeritesya.ru" (Domain) — options: E53, E2, E54, E55
M13. "restmantra.by" (Domain) — options: E15, E41, E13, E57
M14. "sakentoshi.ru" (Domain) — options: E4, E61, E62, E2
M15. "specnaznachenie.ru" (Domain) — options: E65, E2, E42, E33
M16. "super777bomba.ru" (Domain) — options: E69, E2, E70, E4
M17. "tvoyaradostetoya.ru" (Domain) — options: E40, E2, E13, E72
M18. "yavasponimayu.ru" (Domain) — options: E7, E2, E74, E40
M19. "zakrylki809.ru" (Domain) — options: E19, E2, E77, E40
M20. "zasadacafe.by" (Domain) — options: E10, E41, E13, E80
M21. "mivocloud.com" (Domain) — options: E9, E85, E5, E86
M22. "nx0.ru" (Domain) — options: E81, E92, E2, E71
M23. "cloudlnk.org" (Domain) — options: E1, E95, E9, E50
M24. "xsph.ru" (Domain) — options: E92, E81, E101, E102
M25. "coudzoom.ru" (Domain) — options: E19, E2, E57, E63
M26. "hilr.ru" (Domain) — options: E68, E109, E110, E2
M27. "cloudflare-dns.com" (Domain) — options: E113, E114, E115, E116
M28. "ardeas.ru" (Domain) — options: E19, E4, E72, E2
M29. "bubenci.ru" (Domain) — options: E40, E2, E28, E63
M30. "emterox.ru" (Domain) — options: E63, E123, E124, E2
M31. "mitlubald.ru" (Domain) — options: E19, E125, E2, E55
M32. "rncsq.ru" (Domain) — options: E38, E65, E128, E2
M33. "clipperso.ru" (Domain) — options: E109, E121, E132, E2
M34. "tortunas.ru" (Domain) — options: E63, E134, E2, E19
M35. "internetcygane.ru" (Domain) — options: E33, E19, E136, E2
M36. "vdsina.ru" (Domain) — options: E68, E28, E139, E2
M37. "flayga.ru" (Domain) — options: E63, E141, E142, E2
M38. "censys.io" (Domain) — options: E144, E145, E146, E147
M39. "callsol.ru" (Domain) — options: E46, E79, E152, E2
M40. "xcqef.ru" (Domain) — options: E38, E2, E154, E155
M41. "telegram-click.ru" (Domain) — options: E109, E19, E158, E107
M42. "me-cloud.link" (Domain) — options: E1, E99, E163, E164
M43. "ryomy.ru" (Domain) — options: E19, E2, E67, E28
M44. "kopratiso.ru" (Domain) — options: E107, E55, E133, E2
M45. "samoramertut.ru" (Domain) — options: E40, E52, E170, E2
M46. "lopasts.ru" (Domain) — options: E63, E65, E171, E2
M47. "kilitro.ru" (Domain) — options: E107, E112, E2, E63
M48. "cooperi.ru" (Domain) — options: E107, E169, E22, E2
M49. "acteran.ru" (Domain) — options: E63, E12, E2, E107
M50. "plexbd.net" (Domain) — options: E175, E176, E177, E178
M51. "moolin.ru" (Domain) — options: E183, E184, E4, E2
M52. "qkcew.ru" (Domain) — options: E92, E2, E94, E19
M53. "civh.ru" (Domain) — options: E6, E94, E2, E33
M54. "shapurt.ru" (Domain) — options: E107, E188, E75, E2
M55. "dodortar.ru" (Domain) — options: E72, E135, E190, E120
M56. "nxkad.ru" (Domain) — options: E92, E186, E125, E2
M57. "varanasiclick.ru" (Domain) — options: E33, E193, E2, E63
M58. "telegram.org.t.me-cloud.link" (Domain) — options: E5, E98, E194, E166
M59. "shodan.io" (Domain) — options: E113, E196, E145, E33
M60. "polinamailserverip.ru" (Domain) — options: E198, E2, E200, E91
M61. "kurapat.ru" (Domain) — options: E40, E53, E188, E2
M62. "hofsteder.ru" (Domain) — options: E107, E2, E22, E63
M63. "nikotod.ru" (Domain) — options: E46, E72, E125, E204
M64. "tiloraso.ru" (Domain) — options: E120, E72, E125, E169
M65. "tarlit.ru" (Domain) — options: E63, E127, E168, E2
M66. "wicksl.ru" (Domain) — options: E18, E207, E152, E2
M67. "apoxipodes.ru" (Domain) — options: E55, E2, E32, E43
M68. "serveirc.com" (Domain) — options: E181, E211, E86, E151
M69. "detroito.ru" (Domain) — options: E19, E30, E120, E184
M70. "fishitor.ru" (Domain) — options: E109, E112, E82, E2
M71. "arentuk.com" (Domain) — options: E46, E216, E217, E86
M72. "int-ukr.net" (Domain) — options: E220, E221, E177, E222
M73. "expeditionabroad.com" (Domain) — options: E228, E90, E229, E86
M74. "droopily.eu" (Domain) — options: E19, E55, E110, E232
M75. "zarabovannyok.eu" (Domain) — options: E19, E38, E234, E235
M76. "tbwelo.ru" (Domain) — options: E19, E2, E109, E28
M77. "humanitarydp.ru" (Domain) — options: E236, E68, E33, E141
M78. "barbatus.online" (Domain) — options: E239, E12, E240, E241
M79. "balkimotion.ru" (Domain) — options: E18, E2, E247, E19
M80. "toloka.to" (Domain) — options: E249, E250, E107, E135
M81. "bilitora.ru" (Domain) — options: E109, E6, E204, E2
M82. "mayak.dp.ua" (Domain) — options: E226, E255, E256, E257
M83. "barnsertr.com" (Domain) — options: E69, E260, E261, E262
M84. "humanitarydp.ug" (Domain) — options: E68, E264, E6, E265
M85. "i.ua" (Domain) — options: E226, E222, E267, E258
M86. "kilomunara.com" (Domain) — options: E109, E251, E90, E44
M87. "telegrad.info" (Domain) — options: E25, E271, E151, E272
M88. "potrakit.ru" (Domain) — options: E107, E109, E37, E120
M89. "zapto.org" (Domain) — options: E277, E278, E50, E107
M90. "nv.ua" (Domain) — options: E222, E226, E258, E257
M91. "cmtheodor.be" (Domain) — options: E53, E71, E111, E38
M92. "pbank.co.ua" (Domain) — options: E287, E288, E17, E84
M93. "dyndns.com" (Domain) — options: E117, E114, E86, E115
M94. "krasavchikoleg.net" (Domain) — options: E107, E38, E178, E293
M95. "drimzis.com" (Domain) — options: E91, E296, E297, E86
M96. "billiopa.com" (Domain) — options: E251, E69, E219, E153
M97. "dsns.com.ua" (Domain) — options: E17, E131, E252, E259
M98. "gotdns.ch" (Domain) — options: E113, E91, E117, E116
M99. "peer-gos.top" (Domain) — options: E305, E55, E146, E306
M100. "metanat.ru" (Domain) — options: E40, E107, E226, E2
M101. "naffalno.site" (Domain) — options: E311, E312, E313, E314
M102. "dwservice.net" (Domain) — options: E319, E175, E320, E178
M103. "pomoshnikrbx.site" (Domain) — options: E325, E313, E62, E311
M104. "easternexecutiveclub.com" (Domain) — options: E326, E90, E327, E86
M105. "fex.net" (Domain) — options: E175, E179, E329, E74
M106. "jokotras.ru" (Domain) — options: E40, E109, E331, E46
M107. "rubidiumo.ru" (Domain) — options: E40, E333, E2, E87
M108. "erwini.ru" (Domain) — options: E19, E207, E334, E2
M109. "atlantar.ru" (Domain) — options: E4, E111, E257, E2
M110. "farafauler.ru" (Domain) — options: E135, E2, E336, E335
M111. "jokoloret.ru" (Domain) — options: E19, E40, E119, E2
M112. "milotrad.ru" (Domain) — options: E109, E6, E154, E2
M113. "lnasfe.ru" (Domain) — options: E33, E55, E72, E2
M114. "zaikaopentra.com.ru" (Domain) — options: E46, E19, E58, E33
M115. "mulleti.ru" (Domain) — options: E127, E122, E2, E19
M116. "hawksi.ru" (Domain) — options: E55, E28, E2, E129
M117. "circulas.ru" (Domain) — options: E72, E63, E2, E19
M118. "milotraf.ru" (Domain) — options: E109, E87, E125, E2
M119. "dogiraftig.com" (Domain) — options: E124, E340, E59, E86
M120. "hamnavard.sharif.ir" (Domain) — options: E24, E48, E277, E342
M121. "olei.ro" (Domain) — options: E40, E53, E66, E19
M122. "aneria.net" (Domain) — options: E40, E181, E173, E178
M123. "kissmafiabeforyoudied.ru" (Domain) — options: E23, E19, E233, E92
M124. "nafillimonilini.net" (Domain) — options: E175, E127, E178, E28
M125. "uabayrakua.com" (Domain) — options: E251, E90, E351, E86
M126. "golosdruga.ru" (Domain) — options: E19, E40, E128, E2
M127. "golgba.com" (Domain) — options: E353, E142, E86, E69
M128. "i1t.me" (Domain) — options: E164, E355, E356, E357
M129. "ipapi.co" (Domain) — options: E198, E84, E188, E209
M130. "ghaniyu.com" (Domain) — options: E251, E44, E364, E365
M131. "icanhazip.com" (Domain) — options: E290, E198, E368, E86
M132. "cloue.link" (Domain) — options: E100, E5, E194, E107
M133. "nirsoft.me" (Domain) — options: E164, E88, E356, E357
