=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 612 canonicals"
Entities:
E1. githubusercontent.com
E144. golos-charu-ua.pics
E145. crazykids.pics
E146. chary-konkursua.pics
E147. dytiachatvorchist.pics
E148. baletki-ua.pics
E149. ditinstvo-ua.pics
E150. moe-ditinstvo-uah.pics
E151. ditinstvo-uah.pics
E152. awards-ua.pics
E153. ukraina-diti-ua.pics
E154. deti-golos-ua.pics
E155. geroiua.com
E156. in-touc.com
E157. calendar.stib.com.ua
E158. group.kropyva.site
E159. kropyva.group
E160. ukr-golosovan.site
E161. deti-malunki-uah.eu
E162. golos-malunki-uah.eu
E163. grandpri-malunki-uah.eu
E164. ua-sn.cloud
E165. ua-sec.cloud
E166. gov-ua.cloud [aka govua.cloud, ua-gov.cloud]
E167. s3-ua.cloud
E168. ua-mil.cloud
E169. ua-energy.cloud
E170. s3-ucia.cloud
E171. mil-be.cloud [aka s3-be.cloud]
E172. aws-secure.cloud
E173. qaz.su
E174. sav.com
E175. 01mirror.com.ua
E176. 212nj0b42w.web.telegram-account.host
E177. geroiua.com.ua
E178. geroiukrainu.com
E179. geroiukr.com.ua
E180. femundengerdal.no
E181. gov-gr.cloud
E182. eu-southeast-1-aws.govtr.cloud
E183. my-gov.cloud
E184. govps.cloud
E185. gov-fi.cloud
E186. mfa-gov-tr.cloud
E187. ukrtelecom.cloud
E188. mf-gov.cloud
E189. s3-de.cloud
E190. servicedesk.atera.com
E191. prozorro-ua.net
E192. commisionipwn.shop
E193. baletme.eu
E194. baletnet.eu
E195. let-me.world
E196. balet-me.info
E197. balet-me.pro
E198. balletworld.co
E199. ua-konkurs.pics
E200. kids-balerin.pics
E201. golos-charu-ua.info
E202. emtserviceca.info
E203. familyvote.info
E204. malvy-final.info
E205. konkurs-vesna.info
E206. progolosyi.info
E207. townoflakelure.com
E208. barvy-ukraines.life
E209. barvy-ukraines.info
E210. plntr.mirotrent.com
E211. petition-president.com
E212. petitian-president.com
E213. golosa-hudojniku.eu
E214. golos-uah-hudojniku.eu
E215. golosa-zaditinu.eu
E216. gurt.duna.ua
E217. govtr.cloud
E218. gov-au.cloud
E219. mpsv-gov.cloud [aka mv-gov.cloud, msmt-gov.cloud, mzv-gov.cloud]
E220. mzd-gov.cloud [aka mzp-gov.cloud]
E221. gov-lt.cloud
E222. gov-aws.cloud
E223. mfa-gov.cloud
E224. md-gov.cloud
E225. mo-gov.cloud
E226. mail-gov.com
E227. golos-hudojniku-ua.eu
E228. golos-hudojniku-uah.eu
E229. qwdfewf.com
E230. s3-dgap.cloud
E231. web.web.telegram-account.host
E232. anonvnc.com
E233. ua-se.cloud
E234. aws-s3.cloud [aka s3-aws.cloud]
E235. uoou-gov.cloud
E236. my.mail-gov.net
E237. smartcloudflare.com
E238. cdnauthsoft.com
E239. sync.smartcloudflare.com
E240. god-le.com
E241. cloud.god-le.net
E242. let-me.network
E243. farbi-ua.pics
E244. farbi-golos-uah.eu
E245. uah-konkurs.pics
E246. farbi-golos-ua.eu
E247. uasystdoc.com
E248. complainnykso.shop
E249. vivianstyler.ru
E250. gov-lv.cloud
E251. tax-gov-ua.com
E252. live.outloolc.com
E253. mail.outloolc.com
E254. ualogaccs.com
E255. uknetlogin.com
E256. olminx.com
E257. derzhposluhy.com
E258. poertrfinal.com
E259. sephoraofficetz.ru
E260. faillymoodkywko.shop
E261. ignoracndwko.shop
E262. object-storage-service.com
E263. preachstrwnwjw.shop
E264. crmeds.com
E265. drv2ms.com
E266. sign-cert.com
E267. vishivankiukrainedeti.com
E268. protectconnections.com
E269. protonmail.com
E270. protect-password.site [aka www.protect-password.site]
E271. cloudflare.com
E272. documents-reader.com
E273. uasetukr.com
E274. uasettings.com
E275. president-petitions.shop
E276. backstagemerch.shop
E277. charistmatwio.shop
E278. basedsymsotp.shop
E279. stitchmiscpaew.shop
E280. xmr.2miners.com
E281. ukainua.com
E282. www.dropbox.com
E283. rozsenich.com
E284. lotus-kiev.eu [aka lotuskiev.eu]
E285. balletmasters.co
E286. s3-dk.cloud
E287. detikievakonkurs.co
E288. gov-sk.cloud
E289. check.sign-cert.com
E290. signal-confirm.site [aka www.confirm-signal.site, www.signal-confirm.site]
E291. get.mail-gov.com
E292. mail.zhblz.com
E293. gieannualconferenceinmunich.com
E294. lo7h.com
E295. smart-vnc.com
E296. telegram-auth.website [aka www.telegram-auth.website]
E297. gov-trust.cloud
E298. zero-trust.solutions
E299. linedrv.com
E300. outloolc.com
E301. ukenlog.com
E302. account-saver.com
E303. geroisavenko.com
E304. empoweringparents.shop
E305. ukr-golosovane.site
E306. passport-ukr-net.site
E307. konkur-golos-ua.eu
E308. konkur-golos-uah.eu
E309. voteph.art
E310. sc-hudojniku.eu
E311. hudojniku-school.eu [aka school-hudojniku.eu]
E312. konkursi-ua.eu
E313. konkurs-deti-uah.eu
E314. golos-konkursu-uah.eu
E315. vibir-malunka-uah.eu [aka vibir-malunki-uah.eu]
E316. konkur-mrii-uah.eu
E317. hudojnik-malunki-ua.eu [aka malunki-ua-hudojnik.eu]
E318. golosa-zaditinu-uah.eu
E319. golosa-zaditinu-ua.eu
E320. opros-sch-hudojniki.eu [aka tvorchist-sch-hudojniki.eu]
E321. tvorchist-sadochka.eu
E322. tvorchist-ua.eu
E323. hudojnikua-sch.eu
E324. hudojnikuah-sch.eu
E325. bihei.eu
E326. jasminkiev.eu
E327. milekiev.eu
E328. aplusdesktop.workers.dev [aka desktopaplus.workers.dev]
E329. s3-nato.cloud
E330. golos-ditin-uah.eu
E331. zaditinu-golos-uah.eu
E332. golos-ditin-ua.eu
E333. zaditinu-golos-ua.eu
E334. yeah-biches.kyiv.ua
E335. agro-sk.com.ua
E336. ua-geroi.com.ua
E337. tvorchist-sch-hudojnika.eu
E338. malunki-sadochka-ua.eu
E339. malunki-sadochka-uah.eu
E340. uspp.derzhposluhy.com
E341. detipoertry.com
E342. ertel-audit.com
E343. defender-bot.site
E344. telegram.qweasdzx.site
E345. deti-malunki-ua.eu
E346. golos-konkursu.eu
E347. golos-konkurs-uah.eu
E348. golos-konkursu-ua.eu
E349. golos-konkurs-ua.eu
E350. turnik-malunki-uah.eu
E351. turnik-malunki-ua.eu
E352. golos-mistechtva-ua.eu
E353. deti-ua.eu
E354. vibir-malunka-ua.eu [aka vibir-malunki-ua.eu]
E355. petition.president.gov.ua
E356. dytitvorchist.pics
E357. opros-schudojniki-uah.eu
E358. vibir-uahudojniku.eu [aka vibiru-uahudojnika.eu, vibiru-hudojnika.eu, vibirua-hudojnika.eu]
E359. balletmasters.eu
E360. konkurs-deti-ua.eu
E361. mze-gov.cloud
E362. eru-gov.cloud
E363. feedzai-gov.cloud
E364. uahvibir-hudojniku.eu [aka uavibir-hudojniku.eu, vibirua-hudojniku.eu, vibir-hudojniku.eu, vibiruah-hudojniku.eu]
E365. golos-malunki-ua.eu
E366. hudojnik-diti-ua.eu
E367. hudojnik-school.eu
E368. ua-deti-chary.eu
E369. chary-telegram.eu
E370. telegram-chary.blog
E371. hudojniku-school-ua.eu
E372. school-uahudojniku.eu
E373. familyvote.co
E374. selectchary.eu
E375. konkurs-chari-ua.eu [aka konkurs-chary-ua.eu, ua-konkurs-chary.eu, ua-konkurs-chari.eu]
E376. bom02.gotdns.ch
E377. myftp.biz
E378. xeontime.com
E379. drive-share.site
E380. google.share-drive.site
E381. google.drive-share.site
E382. www.google-drive.site
E383. check-active.site
E384. chares-ukraine.life
E385. jasminvote.eu
E386. balet-deti.eu
E387. deti-ball.eu
E388. share-drive.site
E389. ukraine-charyy.life
E390. i-ua.account-guard.site
E391. telegramm-account.site
E392. account-viewer.com
E393. web.telegramm-account.site
E394. www.telegramm-account.site
E395. itskids.pics
E396. superops.com
E397. www.teiegram.host
E398. teneta.group
E399. accept-action.site [aka group-invitation.site, www.accept-action.site]
E400. group.teneta.site
E401. group-teneta.online
E402. farbi-uah.pics
E403. ua-ditinstvo.pics
E404. upgrades.syncthing.net
E405. baletua.pro
E406. whatsapp.group-invitation.site
Mentions:
M1. "bitbucket.org" (Domain) — options: E1, E2, E3, E4
M2. "8161.uk" (Domain) — options: E5, E1, E10, E11
M3. "remala.id" (Domain) — options: E2, E16, E17, E1
M4. "nlightusa.com" (Domain) — options: E23, E24, E25, E26
M5. "miecznet.com.pl" (Domain) — options: E31, E32, E33, E34
M6. "settusfree.org.uk" (Domain) — options: E37, E7, E9, E38
M7. "grafix.ne.jp" (Domain) — options: E1, E42, E43, E20
M8. "kew.8df.us" (Domain) — options: E1, E13, E15, E47
M9. "ukrstnet.com" (Domain) — options: E37, E50, E25, E12
M10. "ukraero.space" (Domain) — options: E38, E9, E54, E1
M11. "qsrgh.site" (Domain) — options: E1, E59, E60, E61
M12. "beget.com" (Domain) — options: E1, E35, E65, E25
M13. "kew.1qw.us" (Domain) — options: E69, E10, E49, E1
M14. "redirecl.com" (Domain) — options: E71, E72, E73, E74
M15. "reg.ru" (Domain) — options: E1, E75, E76, E26
M16. "leru.life" (Domain) — options: E1, E81, E57, E82
M17. "maluvani-uah.eu" (Domain) — options: E87, E88, E89, E90
M18. "qaz.su" (Domain) — options: E96, E97, E84, E62
M19. "maluvani-ua.eu" (Domain) — options: E100, E89, E101, E102
M20. "palantir.ink" (Domain) — options: E68, E106, E84, E107
M21. "filebin.net" (Domain) — options: E1, E111, E112, E113
M22. "gimnasikaua.site" (Domain) — options: E1, E4, E61, E63
M23. "bihei.eu" (Domain) — options: E4, E119, E120, E121
M24. "hudojnik.eu" (Domain) — options: E124, E2, E125, E126
M25. "golosa-hudojniku.eu" (Domain) — options: E1, E129, E131, E132
M26. "voteph.art" (Domain) — options: E137, E138, E139, E1
M27. "gbshost.net" (Domain) — options: E3, E1, E112, E113
M28. "schaeaer.pics" (Domain) — options: E20, E143, E144, E1
M29. "ua-ditinstvo.pics" (Domain) — options: E20, E149, E79, E150
M30. "github.com" (Domain) — options: E1, E8, E155, E25
M31. "kropyva.site" (Domain) — options: E68, E158, E1, E159
M32. "malunki-ditini-uah.eu" (Domain) — options: E102, E95, E88, E103
M33. "ua-se.cloud" (Domain) — options: E164, E165, E166, E167
M34. "qaz.im" (Domain) — options: E1, E97, E173, E20
M35. "geroiua.com" (Domain) — options: E4, E177, E23, E178
M36. "govtr.cloud" (Domain) — options: E181, E182, E183, E166
M37. "co3ra.de" (Domain) — options: E1, E189, E190, E26
M38. "magicpic.eu" (Domain) — options: E20, E122, E87, E121
M39. "let-me.network" (Domain) — options: E81, E195, E1, E196
M40. "itskids.pics" (Domain) — options: E20, E79, E145, E143
M41. "progolosyi.info" (Domain) — options: E53, E108, E109, E2
M42. "nk.1qw.us" (Domain) — options: E66, E13, E49, E69
M43. "rpc.1qw.us" (Domain) — options: E10, E13, E1, E15
M44. "balerina.info" (Domain) — options: E196, E82, E22, E202
M45. "blakejones.xyz" (Domain) — options: E1, E194, E207, E84
M46. "mirotrent.com" (Domain) — options: E210, E53, E33, E211
M47. "golosa-uahhudojniku.eu" (Domain) — options: E124, E131, E213, E1
M48. "imgurl.ir" (Domain) — options: E137, E140, E2, E40
M49. "gov-gr.cloud" (Domain) — options: E217, E218, E166, E219
M50. "mf-gov.cloud" (Domain) — options: E183, E223, E219, E185
M51. "qwdfewf.com" (Domain) — options: E74, E25, E62, E4
M52. "golos-hudojniku.eu" (Domain) — options: E1, E213, E131, E227
M53. "odwebp.com" (Domain) — options: E1, E229, E116, E28
M54. "ua-sn.cloud" (Domain) — options: E233, E166, E167, E165
M55. "my-gov.cloud" (Domain) — options: E181, E224, E219, E236
M56. "cloudflare.com" (Domain) — options: E1, E237, E25, E238
M57. "god-le.net" (Domain) — options: E240, E241, E67, E112
M58. "farbi-uah.pics" (Domain) — options: E20, E243, E2, E151
M59. "uasystnet.com" (Domain) — options: E37, E66, E32, E247
M60. "yemmyusa.com" (Domain) — options: E66, E155, E25, E248
M61. "tacticalv.com" (Domain) — options: E74, E28, E250, E25
M62. "outloolc.com" (Domain) — options: E4, E252, E253, E1
M63. "detipoertry.com" (Domain) — options: E74, E4, E257, E258
M64. "unetset.com" (Domain) — options: E4, E37, E32, E51
M65. "balet-me.us" (Domain) — options: E23, E47, E196, E66
M66. "rafraystore.ru" (Domain) — options: E259, E75, E17, E260
M67. "linedrv.com" (Domain) — options: E66, E264, E265, E25
M68. "protectraid.com" (Domain) — options: E268, E269, E25, E270
M69. "townoflakelure.com" (Domain) — options: E74, E28, E271, E25
M70. "uasystdoc.com" (Domain) — options: E272, E23, E50, E25
M71. "preachstrwnwjw.shop" (Domain) — options: E261, E44, E275, E276
M72. "god-le.com" (Domain) — options: E45, E67, E241, E221
M73. "olminx.com" (Domain) — options: E280, E281, E282, E25
M74. "lo7h.com" (Domain) — options: E1, E28, E283, E25
M75. "ndkgk.co.jp" (Domain) — options: E137, E285, E261, E198
M76. "uasetukr.com" (Domain) — options: E124, E4, E274, E25
M77. "sign-cert.com" (Domain) — options: E37, E289, E65, E4
M78. "mail-gov.com" (Domain) — options: E113, E291, E236, E253
M79. "uaccsnet.com" (Domain) — options: E37, E50, E25, E254
M80. "rozsenich.com" (Domain) — options: E4, E28, E293, E25
M81. "smartcloudflare.com" (Domain) — options: E239, E1, E271, E25
M82. "cdnauthsoft.com" (Domain) — options: E74, E35, E60, E25
M83. "picwalldoor.ru" (Domain) — options: E68, E75, E249, E26
M84. "ignoracndwko.shop" (Domain) — options: E263, E276, E260, E278
M85. "trust-certificate.net" (Domain) — options: E112, E297, E116, E2
M86. "drv2ms.com" (Domain) — options: E272, E264, E299, E25
M87. "ualogaccs.com" (Domain) — options: E80, E232, E32, E25
M88. "let-me.life" (Domain) — options: E4, E85, E195, E242
M89. "ukrsets.com" (Domain) — options: E12, E52, E25, E5
M90. "sav.com" (Domain) — options: E1, E2, E295, E302
M91. "complainnykso.shop" (Domain) — options: E260, E192, E276, E261
M92. "ret.6bc.us" (Domain) — options: E1, E13, E47, E48
M93. "ukr-golosovanie.site" (Domain) — options: E124, E305, E160, E68
M94. "anotepad.com" (Domain) — options: E1, E74, E232, E25
M95. "sc-hudojnik.eu" (Domain) — options: E53, E310, E121, E31
M96. "golos-ua-hudojniku.eu" (Domain) — options: E53, E227, E133, E31
M97. "konkursy-uah.eu" (Domain) — options: E53, E91, E312, E313
M98. "malunki-uah-hudojnik.eu" (Domain) — options: E53, E88, E317, E161
M99. "golosa-hudojniku-uah.eu" (Domain) — options: E228, E132, E213, E124
M100. "golosa-hudojniku-ua.eu" (Domain) — options: E227, E124, E134, E213
M101. "tvorchist-sch-hudojnika.eu" (Domain) — options: E124, E320, E321, E322
M102. "minef.eu" (Domain) — options: E280, E325, E326, E121
M103. "helpdesk.katolik.bydgoszcz.pl" (Domain) — options: E53, E34, E131, E190
M104. "golosa-zaditinu-uah.eu" (Domain) — options: E136, E319, E215, E134
M105. "golosa-zaditinu.eu" (Domain) — options: E124, E213, E319, E53
M106. "geroiua.com.ua" (Domain) — options: E124, E334, E179, E155
M107. "tvorchist-sadochka.eu" (Domain) — options: E79, E337, E322, E124
M108. "derzhposluhy.com" (Domain) — options: E4, E340, E74, E341
M109. "qweasdzx.site" (Domain) — options: E344, E1, E117, E63
M110. "malunki-deti-uah.eu" (Domain) — options: E161, E103, E345, E124
M111. "golos-konkursu-uah.eu" (Domain) — options: E346, E347, E348, E349
M112. "hudojnik-malunki-uah.eu" (Domain) — options: E93, E317, E350, E124
M113. "golos-mistechtva-uah.eu" (Domain) — options: E228, E352, E134, E244
M114. "tworchi-kanikylu.info" (Domain) — options: E37, E109, E22, E68
M115. "deti-malunki-uah.eu" (Domain) — options: E95, E345, E103, E92
M116. "deti-malunki-ua.eu" (Domain) — options: E103, E161, E102, E317
