=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 941 canonicals"
Entities:
E1. nbu.gov.ua
E190. ns.ns3-dns.com [aka ns3-dns.com, cloudflare-dns.com]
E191. d-upl.ddns.net
E192. ns2-dns.com
E193. ns.ns2-dns.com
E194. myddns.me
E195. myvnc.com
E196. zaikaopentra.com.ru
E197. coinmakopenarea.su
E198. kismamabeforyougo.su
E199. telegram-click.ru
E200. ganara.ru
E201. kilitro.ru
E202. diplombar.by
E203. tvoyaradostetoya.ru
E204. zasadacafe.by
E205. vote-me.top
E206. yi-gos.top
E207. tense-gos.top
E208. alf-gos.top [aka alfa-gos.top]
E209. golosdruga.ru
E210. jel-gos.top
E211. badge-gos.top
E212. center-gos.top [aka central-gos.top]
E213. rea-gos.top
E214. lopasts.ru
E215. ligaspace.ru
E216. omyce.ru
E217. ye-gos.top
E218. an-gos.top
E219. ws-gos.top
E220. p-ukr.net
E221. telegram-wap.me
E222. tme-id.com
E223. webk-telegram.icu
E224. telegrad.info
E225. tme-id.ru
E226. telegram-mobile.ru
E227. id.court.gov.ua
E228. iol.pt
E229. shorturl.at
E230. atomydoc.kg
E231. pius-studio.at
E232. unayt.ru
E233. ao-opros.top
E234. flayga.ru
E235. tinyurl.com
E236. aon.at
E237. shormanz.com
E238. t.co
E239. support-ukr.net
E240. webhop.me
E241. score-ukr.net
E242. everything-everywhere.at.ply.gg
E243. emterox.ru
E244. zallesman.ru
E245. paparat.ru
E246. shapurt.ru
E247. kurapat.ru
E248. tarlit.ru
E249. aspe.ro
E250. cooperi.ru
E251. tg-me.pro
E252. superboler.com
E253. gofile.io
E254. redport80.ru
E255. bilitora.ru
E256. moolin.ru
E257. potrakit.ru
E258. rms-server.tektonit.ru
E259. hawksi.ru
E260. nafillimonilini.net
E261. enterwords.ru
E262. tiloraso.ru
E263. clipperso.ru
E264. global-news-world.com
E265. app.any.run
E266. sytes.net
E267. podologaneri.it
E268. a3-ukr.net
E269. verify-ukr.net
E270. detroito.ru [aka lover.printing82.detroito.ru]
E271. bt.toloka.to
E272. bt.toloka.tv
E273. admru.top [aka topadm.top]
E274. cryptsen7fo43rr6.onion.to
E275. toknowall.com
E276. motoristo.ru
E277. erwini.ru
E278. zaikaopentra-com-ug.su
E279. eumr.site
E280. noip.com
E281. webhook.site
E282. courtgova.site
E283. superdadymster.ru
E284. maxteroper.ru
E285. tgeo.link
E286. e-wwg.com
E287. gir.network
E288. tbwelo.ru
E289. cityofuganda.ug
E290. servebeer.com
E291. vinergil.com
E292. evil.server.com
E293. teiergam.com
E294. serveftp.com
E295. zaikaopentra-com-ug.online
E296. zaikadoctor.ru
E297. kilomunara.com
E298. troadsecow.com
E299. golgba.com
E300. programasparapc.net
E301. mxukr.net
E302. om-ukr.net
E303. s9-ukr.net
E304. zaikaopentra.com.ug
E305. hopentools.ru
E306. prefer.jokotras.ru
E307. mediaplatformapharm.ru
E308. coudzoom.ru
E309. gov-ua.info
E310. teierqam.org
E311. sec-t.info
Mentions:
M1. "ndibk.gov.ua" (Domain) — options: E1, E2, E3, E4
M2. "aten.ua" (Domain) — options: E10, E11, E12, E13
M3. "bdf.gov.ua" (Domain) — options: E1, E2, E3, E4
M4. "trnvk.gov.ua" (Domain) — options: E1, E3, E4, E7
M5. "gov.ua" (Domain) — options: E9, E1, E4, E8
M6. "nv.ua" (Domain) — options: E1, E7, E3, E20
M7. "pbank.co.ua" (Domain) — options: E4, E21, E1, E22
M8. "i.ua" (Domain) — options: E2, E9, E25, E3
M9. "mayak.dp.ua" (Domain) — options: E2, E12, E10, E16
M10. "military-ukraine.site" (Domain) — options: E28, E29, E30, E31
M11. "ukrainebayra.com" (Domain) — options: E36, E28, E37, E38
M12. "online.ua" (Domain) — options: E28, E41, E42, E43
M13. "military-ukraine.online" (Domain) — options: E36, E29, E43, E2
M14. "dsns.com.ua" (Domain) — options: E2, E7, E12, E27
M15. "meta.ua" (Domain) — options: E10, E11, E51, E20
M16. "mail.aet.in.ua" (Domain) — options: E29, E16, E2, E54
M17. "marmaris.com.ua" (Domain) — options: E36, E12, E23, E1
M18. "ukr.net" (Domain) — options: E49, E61, E62, E63
M19. "autodoka.com.ua" (Domain) — options: E36, E23, E28, E27
M20. "ukrainecenter.yolasite.com" (Domain) — options: E36, E72, E73, E28
M21. "mill.co.ua" (Domain) — options: E36, E76, E10, E16
M22. "ukrainianworldcongress.org" (Domain) — options: E77, E28, E78, E79
M23. "atl.ua" (Domain) — options: E10, E12, E20, E2
M24. "arentuk.com" (Domain) — options: E85, E40, E86, E37
M25. "compensation-ukr.com" (Domain) — options: E90, E91, E92, E93
M26. "www.adelaida.ua" (Domain) — options: E12, E99, E83, E2
M27. "cm1-ukr.net" (Domain) — options: E49, E103, E104, E105
M28. "zarabovannyok.eu" (Domain) — options: E95, E107, E108, E109
M29. "privat24.ua-wallet.pw" (Domain) — options: E115, E116, E117, E4
M30. "pay.ukr-compens.xyz" (Domain) — options: E97, E122, E123, E124
M31. "nais-gov.org" (Domain) — options: E128, E129, E78, E130
M32. "krasavchikoleg.net" (Domain) — options: E135, E136, E137, E138
M33. "cmx-ukr.net" (Domain) — options: E49, E142, E106, E66
M34. "lnk.ukr-compens.xyz" (Domain) — options: E80, E122, E146, E123
M35. "s9-ukr.net" (Domain) — options: E49, E66, E148, E106
M36. "compensationukr.com" (Domain) — options: E123, E37, E97, E92
M37. "civh.ru" (Domain) — options: E151, E152, E153, E113
M38. "diplombar.by" (Domain) — options: E95, E157, E45, E158
M39. "telegrad.info" (Domain) — options: E162, E163, E164, E165
M40. "compensations-ukrain.bar" (Domain) — options: E9, E123, E168, E4
M41. "dwservice.net" (Domain) — options: E169, E139, E170, E137
M42. "nikotod.ru" (Domain) — options: E175, E135, E176, E177
M43. "benokij.com" (Domain) — options: E181, E37, E182, E183
M44. "mail.kzp.bg" (Domain) — options: E185, E16, E186, E187
M45. "dyndns.com" (Domain) — options: E169, E190, E37, E191
M46. "nabufixservice.su" (Domain) — options: E170, E196, E197, E100
M47. "kilomunara.com" (Domain) — options: E95, E37, E200, E182
M48. "moyabelorussiya.by" (Domain) — options: E136, E202, E161, E113
M49. "ye-gos.top" (Domain) — options: E205, E206, E207, E208
M50. "humanitarydp.ru" (Domain) — options: E134, E26, E113, E84
M51. "lnasfe.ru" (Domain) — options: E113, E89, E214, E175
M52. "yi-gos.top" (Domain) — options: E205, E136, E217, E218
M53. "zp.ukrtel.net" (Domain) — options: E66, E49, E220, E85
M54. "telegram-wed.id" (Domain) — options: E85, E221, E222, E223
M55. "aon.at" (Domain) — options: E132, E89, E228, E229
M56. "atlantar.ru" (Domain) — options: E175, E178, E71, E153
M57. "shorturl.at" (Domain) — options: E235, E236, E237, E238
M58. "acteran.ru" (Domain) — options: E178, E136, E45, E153
M59. "kurapat.ru" (Domain) — options: E136, E178, E51, E245
M60. "unayt.ru" (Domain) — options: E89, E247, E175, E153
M61. "metanat.ru" (Domain) — options: E232, E136, E247, E83
M62. "olei.ro" (Domain) — options: E249, E232, E250, E251
M63. "nx0.ru" (Domain) — options: E152, E179, E153, E232
M64. "hilr.ru" (Domain) — options: E134, E201, E110, E153
M65. "tarlit.ru" (Domain) — options: E178, E151, E256, E257
M66. "erwini.ru" (Domain) — options: E178, E113, E259, E260
M67. "kopratiso.ru" (Domain) — options: E113, E214, E262, E153
M68. "mitlubald.ru" (Domain) — options: E178, E151, E176, E153
M69. "ryomy.ru" (Domain) — options: E232, E136, E153, E216
M70. "aneria.net" (Domain) — options: E266, E100, E267, E137
M71. "potrakit.ru" (Domain) — options: E136, E113, E248, E153
M72. "toloka.to" (Domain) — options: E95, E175, E271, E107
M73. "detroito.ru" (Domain) — options: E136, E178, E276, E201
M74. "tortunas.ru" (Domain) — options: E178, E154, E153, E71
M75. "off.ukr-compens.xyz" (Domain) — options: E89, E97, E146, E278
M76. "naffalno.site" (Domain) — options: E95, E31, E279, E32
M77. "hofsteder.ru" (Domain) — options: E136, E178, E153, E283
M78. "tg.cyou" (Domain) — options: E251, E238, E285, E134
M79. "humanitarydp.ug" (Domain) — options: E155, E134, E151, E289
M80. "barnsertr.com" (Domain) — options: E95, E290, E37, E291
M81. "zaikaopentra.com.ug" (Domain) — options: E295, E196, E278, E42
M82. "tronogram.com" (Domain) — options: E166, E293, E298, E37
M83. "sm.ukrtel.net" (Domain) — options: E61, E85, E301, E137
M84. "zaikaopentra.com.ru" (Domain) — options: E304, E278, E295, E135
M85. "jokotras.ru" (Domain) — options: E135, E136, E306, E113
M86. "tvpharm.ru" (Domain) — options: E307, E153, E113, E13
M87. "teleqram.info" (Domain) — options: E224, E163, E293, E85

=== RESPONSE (36.5s, in 8103 / out 6579 tok, stop) ===
{"v":[{"m":"ndibk.gov.ua","id":"E19","g":null,"p":null,"r":null},{"m":"aten.ua","id":"E20","g":null,"p":null,"r":null},{"m":"bdf.gov.ua","id":"E6","g":null,"p":null,"r":null},{"m":"trnvk.gov.ua","id":"E5","g":null,"p":null,"r":null},{"m":"gov.ua","id":"E3","g":null,"p":null,"r":null},{"m":"nv.ua","id":"E25","g":null,"p":null,"r":null},{"m":"pbank.co.ua","id":"E76","g":null,"p":null,"r":null},{"m":"i.ua","id":"E15","g":null,"p":null,"r":null},{"m":"mayak.dp.ua","id":"E56","g":null,"p":null,"r":null},{"m":"military-ukraine.site","id":"E36","g":null,"p":null,"r":null},{"m":"ukrainebayra.com","id":"E79","g":null,"p":null,"r":null},{"m":"online.ua","id":"E46","g":null,"p":null,"r":null},{"m":"military-ukraine.online","id":"E28","g":null,"p":null,"r":null},{"m":"dsns.com.ua","id":"E23","g":null,"p":null,"r":null},{"m":"meta.ua","id":"E83","g":null,"p":null,"r":null},{"m":"mail.aet.in.ua","id":"E10","g":null,"p":null,"r":null},{"m":"marmaris.com.ua","id":"E27","g":null,"p":null,"r":null},{"m":"ukr.net","id":"E106","g":null,"p":null,"r":null},{"m":"autodoka.com.ua","id":"E12","g":null,"p":null,"r":null},{"m":"ukrainecenter.yolasite.com","id":"E34","g":null,"p":null,"r":null},{"m":"mill.co.ua","id":"E21","g":null,"p":null,"r":null},{"m":"ukrainianworldcongress.org","id":"NEW","g":"organization website","p":null,"r":null},{"m":"atl.ua","id":"E11","g":null,"p":null,"r":null},{"m":"arentuk.com","id":"E95","g":null,"p":null,"r":null},{"m":"compensation-ukr.com","id":"E123","g":null,"p":null,"r":null},{"m":"www.adelaida.ua","id":"NEW","g":"domain","p":null,"r":null},{"m":"cm1-ukr.net","id":"E142","g":null,"p":null,"r":null},{"m":"zarabovannyok.eu","id":"NEW","g":"domain","p":null,"r":null},{"m":"privat24.ua-wallet.pw","id":"NEW","g":"domain","p":null,"r":null},{"m":"pay.ukr-compens.xyz","id":"E146","g":null,"p":null,"r":null},{"m":"nais-gov.org","id":"E129","g":null,"p":null,"r":null},{"m":"krasavchikoleg.net","id":"NEW","g":"domain","p":null,"r":null},{"m":"cmx-ukr.net","id":"E103","g":null,"p":null,"r":null},{"m":"lnk.ukr-compens.xyz","id":"E97","g":null,"p":null,"r":null},{"m":"s9-ukr.net","id":"E303","g":null,"p":null,"r":null},{"m":"compensationukr.com","id":"E90","g":null,"p":null,"r":null},{"m":"civh.ru","id":"E134","g":null,"p":null,"r":null},{"m":"diplombar.by","id":"E202","g":null,"p":null,"r":null},{"m":"telegrad.info","id":"E224","g":null,"p":null,"r":null},{"m":"compensations-ukrain.bar","id":"E92","g":null,"p":null,"r":null},{"m":"dwservice.net","id":"E100","g":null,"p":null,"r":null},{"m":"nikotod.ru","id":"NEW","g":"domain","p":null,"r":null},{"m":"benokij.com","id":"NEW","g":"domain","p":null,"r":null},{"m":"mail.kzp.bg","id":"NEW","g":"domain","p":null,"r":null},{"m":"dyndns.com","id":"NEW","g":"domain","p":null,"r":null},{"m":"nabufixservice.su","id":"NEW","g":"domain with .su TLD","p":"E170","r":"v"},{"m":"kilomunara.com","id":"E297","g":null,"p":null,"r":null},{"m":"moyabelorussiya.by","id":"E158","g":null,"p":null,"r":null},{"m":"ye-gos.top","id":"E217","g":null,"p":null,"r":null},{"m":"humanitarydp.ru","id":"E155","g":null,"p":null,"r":null},{"m":"lnasfe.ru","id":"NEW","g":"domain","p":null,"r":null},{"m":"yi-gos.top","id":"E206","g":null,"p":null,"r":null},{"m":"zp.ukrtel.net","id":"E61","g":null,"p":null,"r":null},{"m":"telegram-wed.id","id":"E164","g":null,"p":null,"r":null},{"m":"aon.at","id":"E236","g":null,"p":null,"r":null},{"m":"atlantar.ru","id":"E84","g":null,"p":null,"r":null},{"m":"shorturl.at","id":"E229","g":null,"p":null,"r":null},{"m":"acteran.ru","id":"E13","g":null,"p":null,"r":null},{"m":"kurapat.ru","id":"E247","g":null,"p":null,"r":null},{"m":"unayt.ru","id":"E232","g":null,"p":null,"r":null},{"m":"metanat.ru","id":"E51","g":null,"p":null,"r":null},{"m":"olei.ro","id":"NEW","g":"domain","p":null,"r":null},{"m":"nx0.ru","id":"E89","g":null,"p":null,"r":null},{"m":"hilr.ru","id":"E151","g":null,"p":null,"r":null},{"m":"tarlit.ru","id":"E248","g":null,"p":null,"r":null},{"m":"erwini.ru","id":"E277","g":null,"p":null,"r":null},{"m":"kopratiso.ru","id":"E136","g":null,"p":null,"r":null},{"m":"mitlubald.ru","id":"NEW","g":"domain","p":null,"r":null},{"m":"ryomy.ru","id":"NEW","g":"domain","p":null,"r":null},{"m":"aneria.net","id":"E139","g":null,"p":null,"r":null},{"m":"potrakit.ru","id":"E257","g":null,"p":null,"r":null},{"m":"toloka.to","id":"E70","g":null,"p":null,"r":null},{"m":"detroito.ru","id":"E270","g":null,"p":null,"r":null},{"m":"tortunas.ru","id":"E175","g":null,"p":null,"r":null},{"m":"off.ukr-compens.xyz","id":"E122","g":null,"p":null,"r":null},{"m":"naffalno.site","id":"NEW","g":"domain","p":null,"r":null},{"m":"hofsteder.ru","id":"NEW","g":"domain","p":null,"r":null},{"m":"tg.cyou","id":"E132","g":null,"p":null,"r":null},{"m":"humanitarydp.ug","id":"E26","g":null,"p":null,"r":null},{"m":"barnsertr.com","id":"NEW","g":"domain","p":null,"r":null},{"m":"zaikaopentra.com.ug","id":"E304","g":null,"p":null,"r":null},{"m":"tronogram.com","id":"NEW","g":"domain","p":null,"r":null},{"m":"sm.ukrtel.net","id":"E66","g":null,"p":null,"r":null},{"m":"zaikaopentra.com.ru","id":"E196","g":null,"p":null,"r":null},{"m":"jokotras.ru","id":"E180","g":null,"p":null,"r":null},{"m":"tvpharm.ru","id":"NEW","g":"domain","p":null,"r":null},{"m":"teleqram.info","id":"E162","g":null,"p":null,"r":null}]}
