=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 804 canonicals"
Entities:
E1. product-reviews.website
E165. lnk.ukr-compens.xyz
E166. tax-compensation.xyz
E167. off.ukr-compens.xyz
E168. pay.ukr-compens.xyz
E169. carpetmarker.pw
E170. thestoreroomnsw.com.au
E171. granitecsinks.ca
E172. fluoxi.com
E173. blopik.com
E174. expeditionabroad.com
E175. cuts-international.org
E176. bow-gos.top
E177. 8003659902.space
E178. elyslink.online
E179. ns1.vtxhospital.com
E180. scorpiones.online
E181. upportteam.lingrevelat.com
E182. raidforums.com
E183. www.portcheckers.com
E184. winchconstruction.com
E185. baidenfree.com
E186. billyhot.ru
E187. dcshost.net
E188. shapurt.ru
E189. mx-out-14.default-host.net
E190. compensations-ukrain.bar
E191. ec-compensation.xyz
E192. ua-compensations.xyz
E193. uam-compensation.xyz
E194. euro24dopomoga0.yolasite.com
E195. eo2mxtqmeqzafqi.m.pipedream.net
E196. store3.gofile.io
E197. aneria.net
E198. up-dot.myftp.org
E199. m-vz.webhop.me
E200. store8.gofile.io
E201. armpress.net
E202. dezword.com
E203. score-ukr.net
E204. cdn.jsdelivr.net
E205. gofile.io [aka store1.gofile.io]
E206. shormanz.com
E207. alt-2cdn.net
E208. oceriesfornot.top
E209. konkurs-events.top
E210. combinedresidency.org
E211. apitelegram.org
E212. telesecurity.org
E213. cloudlnk.org
E214. tzi.info-cip.org
E215. telegram.org.security.ohsxy.com
E216. easternexecutiveclub.com
E217. servehalflife.com
E218. servegame.com
E219. domthr.xyz
E220. uatax-compens.xyz
E221. myua-compensations.xyz
E222. dyndns.com
E223. ddns.net
E224. 7tt.me
E225. star-cz.ddns.net
E226. t.me
E227. datagroup.ddns.net
E228. d-upl.ddns.net
E229. i1t.me
E230. docs.microsoft.com
E231. dishsouq.com
E232. ginaengg.com
E233. swinj.online
E234. xbeta.online
E235. telecomds.online
E236. truffa.online
E237. dnslookup.seowebchecker.com
E238. ipv6-wpnc.net
E239. telegram-wap.me
E240. ms-webdav-miniredir.com
E241. kissmafiabeforyoudied.eu
E242. rivierafamily.com
E243. economiquity.org
E244. zalamafiapopcultur.eu
E245. europadonnaireland.org
E246. eu-opros.top
E247. zuh3vcyskd4gipkm.onion
E248. cryptsen7fo43rr6.onion
E249. cryptsen7fo43rr6.onion.to
E250. cryptsen7fo43rr6.onion.cab
E251. ligaspace.ru
E252. bounceme.net
E253. ns1.fountainrate.com
E254. hopentools.site
E255. ns2.fountainrate.com
E256. dwservice.net [aka www.dwservice.net]
E257. onedrive.live.com
E258. myelectrive.com
E259. www.dropbox.com
E260. 67.199.248.10
E261. 192.198.87.130
E262. 109x194x3x7.static-customer.bryansk.ertelecom.ru
E263. 67.199.248.11
E264. 0-t.me
E265. 185.193.38.78
E266. a0671524.xsph.ru
E267. panelunregistertle-348.frge.io
E268. ns.ns2-dns.com
E269. as49447.net
E270. reg-ukr.net
E271. www.hybrid-analysis.com
E272. run.mocky.io
E273. analyze.intezer.com
E274. syncapp.host
E275. fex.net
E276. paparat.ru
E277. numsecukr.net
E278. cdn.discordapp.com
E279. cs1.wpc-v0cdn.org
E280. wpc-v0cdn.org
E281. conf-ukr.net
E282. ukr.net
E283. claud.in
E284. serveblog.net
E285. motocheck.in
E286. bank.gov.ua
E287. in-ukr.net
E288. lightnogu5owjjllyo4tj2sfos6fchnmcidlgo6c7e6fz2hgryhfhoyd.onion
E289. bugiplaysec.com
E290. arhiv.ua-cip.org
E291. site-ukr.net
E292. tools.nexcess.net
E293. net-certificate.services
E294. vuonorganic.com
E295. vuxuancuong.com
E296. telsec.org
E297. softloadup.com
E298. fudupdate.com
E299. www.symantec.com
E300. blog.gocon.in
E301. serv1-ukr.net
E302. ser-ukr.net
E303. static-ukr.net
E304. ukrainecenter.yolasite.com
E305. ns2-dns.com
E306. ns3-dns.com
E307. ns.ns3-dns.com
E308. aluaadin.com
E309. www.msftncsi.com
E310. lt-ukr.net
E311. a3-ukr.net
E312. acc-ukr.net
E313. modeselling.com
E314. benokij.com
E315. ns1.lonejade.com
E316. telegram.org-a0dm91dk31i.cloue.link
E317. tgeo.link
E318. telegram.org.t.me-cloud.link
E319. telegram-mobile.ru
E320. servehttp.com
E321. fast-mail.site
E322. your-mail.press
E323. mail.nais-gov.org [aka nais-gov.org]
E324. cloudflare-dns.com
E325. api.dev-com.sc
E326. icanhazip.com
E327. advanced-ip-scanners.com
E328. onthewifi.com
E329. oncetrips.com
E330. ns2.oncetrips.com
E331. tme-id.com
E332. wm-gos.top
E333. tas-gos.top
E334. ereservices.com
E335. erinekenney.com
E336. freedynamicdns.org
E337. noip.com
E338. viewdns.net
E339. t.co
E340. sinergil.com
E341. gmail.com
E342. vinergil.com
E343. apokil.com
E344. bourns.space
E345. 1000020.xyz
E346. telegram.org-a0dk3dm91iu.tgeo.link
E347. cloue.link
E348. me-cloud.link
E349. ludepa.ec
E350. azimurs.com
E351. zambeziz.com
E352. ftp.thefoodplace.net
E353. myftp.org
E354. optica-rd.myftp.biz
E355. up-lnk.myftp.org
E356. ftp.ssttekstil.com
E357. mega.nz
Mentions:
M1. "carpetmarker.pw" (Domain) — options: E1, E2, E3, E4
M2. "everything-everywhere.at.ply.gg" (Domain) — options: E10, E11, E12, E13
M3. "filterfullproperty.ru" (Domain) — options: E3, E6, E19, E20
M4. "jskgdhjkdfhjdkjhd844.ru" (Domain) — options: E3, E21, E19, E26
M5. "product-reviews.website" (Domain) — options: E29, E30, E31, E32
M6. "xcqef.ru" (Domain) — options: E3, E19, E38, E21
M7. "chimeramarketplace.online" (Domain) — options: E30, E29, E42, E43
M8. "kjhgdj99fuller.ru" (Domain) — options: E3, E21, E19, E47
M9. "polinamailserverip.ru" (Domain) — options: E3, E21, E19, E48
M10. "reteredelete.top" (Domain) — options: E50, E51, E52, E37
M11. "project3.top" (Domain) — options: E37, E51, E50, E58
M12. "project2.top" (Domain) — options: E34, E51, E50, E58
M13. "surname192.temp.swtest.ru" (Domain) — options: E3, E63, E19, E21
M14. "cerv-gos.top" (Domain) — options: E67, E68, E69, E50
M15. "skreatortemp.site" (Domain) — options: E44, E74, E75, E76
M16. "fikasterwer.top" (Domain) — options: E50, E51, E79, E37
M17. "jkghdj2993jdjjdjd.ru" (Domain) — options: E3, E21, E19, E81
M18. "badge-gos.top" (Domain) — options: E62, E71, E83, E69
M19. "co87972.tmweb.ru" (Domain) — options: E3, E27, E19, E23
M20. "chimeramarketplace24.online" (Domain) — options: E5, E8, E43, E37
M21. "co-opros.top" (Domain) — options: E88, E89, E90, E50
M22. "redport80.ru" (Domain) — options: E3, E21, E96, E97
M23. "anniversarygiftsforcouples.com" (Domain) — options: E32, E99, E100, E101
M24. "jel-gos.top" (Domain) — options: E73, E56, E68, E67
M25. "oceriesfornot.top" (Domain) — options: E50, E61, E51, E56
M26. "center-gos.top" (Domain) — options: E67, E69, E56, E84
M27. "winuvinnosluk.club" (Domain) — options: E41, E110, E30, E53
M28. "yotsubasociety.website" (Domain) — options: E3, E31, E21, E1
M29. "brand-gos.top" (Domain) — options: E50, E73, E69, E56
M30. "ceronamtinclube.icu" (Domain) — options: E56, E117, E118, E119
M31. "helpzzfound.site" (Domain) — options: E122, E74, E123, E50
M32. "qiwardos.ru" (Domain) — options: E40, E125, E25, E19
M33. "ndlestomak.top" (Domain) — options: E37, E127, E128, E51
M34. "advanced-ip-scanners.com" (Domain) — options: E129, E130, E36, E131
M35. "mygraphbook.com" (Domain) — options: E137, E138, E101, E29
M36. "varanasiclick.ru" (Domain) — options: E6, E3, E141, E19
M37. "wm-gos.top" (Domain) — options: E62, E50, E115, E73
M38. "jevejosader.top" (Domain) — options: E56, E68, E79, E51
M39. "pre-opros.top" (Domain) — options: E92, E95, E91, E59
M40. "successilin.top" (Domain) — options: E37, E51, E147, E34
M41. "sv5206.xserver.jp" (Domain) — options: E44, E3, E48, E21
M42. "rubidiumo.ru" (Domain) — options: E6, E153, E19, E3
M43. "timeandbright.com" (Domain) — options: E32, E99, E156, E101
M44. "uatax-compens.xyz" (Domain) — options: E160, E161, E162, E163
M45. "floorfix.com.au" (Domain) — options: E169, E170, E171, E172
M46. "ritionalvalueon.top" (Domain) — options: E34, E51, E174, E37
M47. "ew-gos.top" (Domain) — options: E176, E73, E68, E69
M48. "chimeramarket24.online" (Domain) — options: E42, E43, E37, E8
M49. "telecomds.online" (Domain) — options: E32, E177, E43, E50
M50. "widget.forum-pokemon.com" (Domain) — options: E181, E182, E101, E30
M51. "s8.h.mchost.ru" (Domain) — options: E27, E186, E187, E19
M52. "compensation-ukr.com" (Domain) — options: E190, E160, E191, E148
M53. "eo9p1d2bfmioiot.m.pipedream.net" (Domain) — options: E10, E195, E14, E196
M54. "cdn.discordapp.com" (Domain) — options: E196, E200, E202, E203
M55. "arelyevennot.top" (Domain) — options: E34, E208, E51, E37
M56. "economiquity.org" (Domain) — options: E210, E211, E212, E30
M57. "servehttp.com" (Domain) — options: E56, E152, E101, E196
M58. "1000020.xyz" (Domain) — options: E177, E219, E37, E160
M59. "myddns.me" (Domain) — options: E222, E223, E224, E225
M60. "github.com" (Domain) — options: E230, E231, E216, E101
M61. "elyslink.online" (Domain) — options: E37, E233, E234, E43
M62. "webhop.me" (Domain) — options: E199, E237, E224, E226
M63. "droopily.eu" (Domain) — options: E59, E241, E242, E243
M64. "lightnogu5owjjllyo4tj2sfos6fchnmcidlgo6c7e6fz2hgryhfhoyd.onion" (Domain) — options: E247, E248, E249, E250
M65. "peer-gos.top" (Domain) — options: E50, E69, E67, E56
M66. "tools.nexcess.net" (Domain) — options: E237, E252, E201, E197
M67. "drive.google.com" (Domain) — options: E196, E200, E257, E101
M68. "185.193.38.78" (Domain) — options: E260, E261, E74, E262
M69. "67.199.248.10" (Domain) — options: E263, E238, E261, E18
M70. "redirectme.net" (Domain) — options: E240, E197, E10, E201
M71. "app.any.run" (Domain) — options: E271, E19, E92, E272
M72. "67.199.248.11" (Domain) — options: E260, E238, E265, E261
M73. "cdn.jsdelivr.net" (Domain) — options: E207, E277, E278, E279
M74. "blog.gocon.in" (Domain) — options: E279, E283, E284, E116
M75. "zuh3vcyskd4gipkm.onion" (Domain) — options: E249, E248, E250, E288
M76. "sytes.net" (Domain) — options: E291, E223, E197, E225
M77. "bugiplaysec.com" (Domain) — options: E294, E99, E156, E101
M78. "serveblog.net" (Domain) — options: E300, E301, E150, E197
M79. "109x194x3x7.static-customer.bryansk.ertelecom.ru" (Domain) — options: E66, E170, E303, E64
M80. "cloudflare-dns.com" (Domain) — options: E237, E305, E306, E268
M81. "alt-2cdn.net" (Domain) — options: E279, E310, E197, E196
M82. "ddnsking.com" (Domain) — options: E237, E253, E313, E223
M83. "telegram.org-a0dk3dm91iu.tgeo.link" (Domain) — options: E316, E317, E18, E196
M84. "servehalflife.com" (Domain) — options: E29, E210, E218, E320
M85. "sendmail.website" (Domain) — options: E78, E321, E1, E30
M86. "ip-api.com" (Domain) — options: E324, E129, E325, E326
M87. "onthewifi.com" (Domain) — options: E329, E29, E134, E101
M88. "ws-gos.top" (Domain) — options: E62, E84, E332, E71
M89. "evil.server.com" (Domain) — options: E296, E334, E150, E101
M90. "freedynamicdns.net" (Domain) — options: E222, E336, E197, E223
M91. "tinyurl.com" (Domain) — options: E339, E340, E341, E101
M92. "8003659902.space" (Domain) — options: E76, E50, E344, E345
M93. "tgeo.link" (Domain) — options: E339, E346, E347, E57
M94. "ec-compensation.xyz" (Domain) — options: E160, E166, E124, E192
M95. "icanhazip.com" (Domain) — options: E324, E134, E337, E101
M96. "myftp.biz" (Domain) — options: E352, E225, E353, E354

=== RESPONSE (76.3s, in 9369 / out 14034 tok, stop) ===
