=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 811 canonicals"
Entities:
E1. t-me.io
M2. "setnewcreds.ukr.net.frge.io" (Domain) — options: E10, E5, E11, E6
M3. "setnewcred.ukr.net.frge.io" (Domain) — options: E15, E5, E11, E6
M4. "mail-gov-ua.frge.io" (Domain) — options: E2, E17, E18, E4
M5. "_.ukr.net.frge.io" (Domain) — options: E6, E2, E10, E4
M6. "ukr.net.frge.io" (Domain) — options: E5, E2, E4, E10
M7. "net.frge.io" (Domain) — options: E2, E5, E6, E3
M8. "frge.io" (Domain) — options: E1, E4, E3, E5
M9. "eos93vb2cwsu3xf.m.pipedream.net" (Domain) — options: E23, E24, E25, E26
M10. "eopkne8kapj01xi.m.pipedream.net" (Domain) — options: E24, E25, E23, E27
M11. "login-ukr.net" (Domain) — options: E11, E13, E35, E36
M12. "password-ukr.net" (Domain) — options: E11, E13, E41, E42
M13. "signup-ukr.net" (Domain) — options: E11, E21, E13, E46
M14. "ukr.net" (Domain) — options: E11, E12, E37, E6
M15. "settings-ukr.net" (Domain) — options: E11, E52, E13, E21
M16. "2fa-ukr.net" (Domain) — options: E11, E56, E57, E13
M17. "notify-ukr.net" (Domain) — options: E11, E12, E13, E61
M18. "settingsukr.net" (Domain) — options: E21, E49, E64, E30
M19. "clients-ukr.net" (Domain) — options: E11, E67, E13, E68
M20. "client-ukr.net" (Domain) — options: E11, E70, E13, E48
M21. "accounts--ukr.net" (Domain) — options: E40, E68, E11, E69
M22. "o1-ukr.net" (Domain) — options: E11, E39, E13, E58
M23. "0-ukr.net" (Domain) — options: E11, E12, E39, E13
M24. "v1-ukr.net" (Domain) — options: E11, E39, E81, E13
M25. "kv-ukr.net" (Domain) — options: E11, E12, E82, E51
M26. "accounts.regs-ukr.net" (Domain) — options: E11, E40, E68, E53
M27. "edisk-ukr.net" (Domain) — options: E11, E88, E13, E84
M28. "accounts---ukr.net" (Domain) — options: E68, E86, E72, E69
M29. "verify-ukr.net" (Domain) — options: E11, E13, E38, E37
M30. "safe-ukr.net" (Domain) — options: E11, E94, E55, E13
M31. "bh-ukr.net" (Domain) — options: E12, E49, E96, E13
M32. "8-ukr.net" (Domain) — options: E11, E37, E13, E12
M33. "account-ukr.net" (Domain) — options: E11, E40, E68, E99
M34. "4e-ukr.net" (Domain) — options: E11, E55, E13, E12
M35. "ml-ukr.net" (Domain) — options: E11, E58, E103, E104
M36. "regs-ukr.net" (Domain) — options: E11, E102, E74, E13
M37. "changepassword-ukr.net" (Domain) — options: E107, E13, E11, E42
M38. "dx-ukr.net" (Domain) — options: E11, E12, E108, E109
M39. "crv-ukr.net" (Domain) — options: E11, E111, E56, E51
M40. "5-ukr.net" (Domain) — options: E11, E12, E37, E13
M41. "static-ukr.net" (Domain) — options: E11, E13, E94, E114
M42. "accounts-ukr.net" (Domain) — options: E11, E40, E86, E69
M43. "mod-ukr.net" (Domain) — options: E11, E49, E97, E43
M44. "prot-ukr.net" (Domain) — options: E11, E12, E13, E118
M45. "accounts-s-ukr.net" (Domain) — options: E11, E87, E40, E68
M46. "details-ukr.net" (Domain) — options: E11, E12, E13, E42
M47. "mail-ukr.net" (Domain) — options: E11, E17, E121, E104
M48. "session-ukr.net" (Domain) — options: E11, E13, E35, E12
M49. "serv1-ukr.net" (Domain) — options: E11, E124, E125, E13
M50. "reply-ukr.net" (Domain) — options: E11, E21, E13, E102
M51. "mxukr.net" (Domain) — options: E7, E49, E109, E128
M52. "stv-ukr.net" (Domain) — options: E11, E58, E47, E51
M53. "btx-ukr.net" (Domain) — options: E11, E130, E131, E13
M54. "accounts.cm1-ukr.net" (Domain) — options: E11, E40, E68, E132
M55. "mx3-ukr.net" (Domain) — options: E11, E133, E13, E49
M56. "dubl-ukr.net" (Domain) — options: E11, E12, E134, E104
M57. "zp.ukrtel.net" (Domain) — options: E49, E11, E46, E21
M58. "m1-ukr.net" (Domain) — options: E58, E11, E132, E13
M59. "sb-ukr.net" (Domain) — options: E11, E135, E136, E13
M60. "f3-ukr.net" (Domain) — options: E11, E58, E133, E13
M61. "a3-ukr.net" (Domain) — options: E11, E59, E13, E58
M62. "freedynamicdns.net" (Domain) — options: E139, E140, E30, E141
M63. "lt-ukr.net" (Domain) — options: E11, E12, E119, E13
M64. "mst-ukr.net" (Domain) — options: E11, E49, E110, E118
M65. "score-ukr.net" (Domain) — options: E11, E13, E55, E58
M66. "om-ukr.net" (Domain) — options: E11, E147, E13, E58
M67. "msx-ukr.net" (Domain) — options: E11, E148, E131, E13
M68. "k1-ukr.net" (Domain) — options: E11, E82, E39, E13
M69. "bnt-ukr.net" (Domain) — options: E11, E12, E48, E13
M70. "pm-kv-ukr.net" (Domain) — options: E11, E12, E113, E90
M71. "tt-ukr.net" (Domain) — options: E11, E119, E118, E13
M72. "pas-ukr.net" (Domain) — options: E11, E133, E107, E13
M73. "step-ukr.net" (Domain) — options: E11, E55, E46, E13
M74. "mta-ukr.net" (Domain) — options: E11, E90, E50, E56
M75. "fex.net" (Domain) — options: E7, E153, E154, E155
M76. "nx0.ru" (Domain) — options: E153, E157, E158, E159
M77. "sm.ukrtel.net" (Domain) — options: E12, E21, E164, E30
M78. "eo9p1d2bfmioiot.m.pipedream.net" (Domain) — options: E24, E26, E27, E25
M79. "eoiw8lhjwuc3sh2.m.pipedream.net" (Domain) — options: E23, E24, E26, E27
M80. "eo2mxtqmeqzafqi.m.pipedream.net" (Domain) — options: E23, E26, E27, E25
M81. "eoy7zvsvn6xfcmy.m.pipedream.net" (Domain) — options: E23, E24, E26, E25

=== RESPONSE (88.2s, in 6399 / out 12312 tok, stop) ===
{"v":[{"m":"robot-876.frge.io","id":"NEW","g":"a subdomain of frge.io","p":"E2","r":"p"},{"m":"setnewcreds.ukr.net.frge.io","id":"NEW","g":"a domain used for credential updates","p":"E6","r":"p"},{"m":"setnewcred.ukr.net.frge.io","id":"NEW","g":"a domain used for credential updates","p":"E6","r":"p"},{"m":"mail-gov-ua.frge.io","id":"NEW","g":"a domain used for government mail","p":"E2","r":"p"},{"m":"_.ukr.net.frge.io","id":"NEW","g":"a subdomain of ukr.net.frge.io","p":"E6","r":"p"},{"m":"ukr.net.frge.io","id":"NEW","g":"a subdomain of frge.io","p":"E2","r":"p"},{"m":"net.frge.io","id":"NEW","g":"a subdomain of frge.io","p":"E2","r":"p"},{"m":"frge.io","id":"NEW","g":"a domain","p":null,"r":null},{"m":"eos93vb2cwsu3xf.m.pipedream.net","id":"NEW","g":"a pipedream.net subdomain","p":null,"r":null},{"m":"eopkne8kapj01xi.m.pipedream.net","id":"E26","g":null,"p":null,"r":null},{"m":"login-ukr.net","id":"NEW","g":"a domain used for logging in","p":"E13","r":"n"},{"m":"password-ukr.net","id":"NEW","g":"a domain for password management","p":"E13","r":"n"},{"m":"signup-ukr.net","id":"NEW","g":"a domain for signing up","p":"E13","r":"n"},{"m":"ukr.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"settings-ukr.net","id":"NEW","g":"a domain for settings","p":"E13","r":"n"},{"m":"2fa-ukr.net","id":"NEW","g":"a domain for two-factor authentication","p":"E13","r":"n"},{"m":"notify-ukr.net","id":"NEW","g":"a notification domain","p":"E13","r":"n"},{"m":"settingsukr.net","id":"NEW","g":"a settings domain","p":"E13","r":"n"},{"m":"clients-ukr.net","id":"NEW","g":"a client services domain","p":"E13","r":"n"},{"m":"client-ukr.net","id":"NEW","g":"a client services domain","p":"E13","r":"n"},{"m":"accounts--ukr.net","id":"NEW","g":"an accounts domain","p":"E13","r":"n"},{"m":"o1-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"0-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"v1-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"kv-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"accounts.regs-ukr.net","id":"NEW","g":"an accounts subdomain","p":"E53","r":"p"},{"m":"edisk-ukr.net","id":"NEW","g":"a disk service domain","p":"E13","r":"n"},{"m":"accounts---ukr.net","id":"NEW","g":"an accounts domain","p":"E13","r":"n"},{"m":"verify-ukr.net","id":"NEW","g":"a verification domain","p":"E13","r":"n"},{"m":"safe-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"bh-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"8-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"account-ukr.net","id":"NEW","g":"an account domain","p":"E13","r":"n"},{"m":"4e-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"ml-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"regs-ukr.net","id":"NEW","g":"a registration domain","p":"E13","r":"n"},{"m":"changepassword-ukr.net","id":"NEW","g":"a password change domain","p":"E13","r":"n"},{"m":"dx-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"crv-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"5-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"static-ukr.net","id":"NEW","g":"a static domain","p":"E13","r":"n"},{"m":"accounts-ukr.net","id":"NEW","g":"an accounts domain","p":"E13","r":"n"},{"m":"mod-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"prot-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"accounts-s-ukr.net","id":"NEW","g":"an accounts domain","p":"E13","r":"n"},{"m":"details-ukr.net","id":"NEW","g":"a details domain","p":"E13","r":"n"},{"m":"mail-ukr.net","id":"NEW","g":"a mail domain","p":"E13","r":"n"},{"m":"session-ukr.net","id":"NEW","g":"a session domain","p":"E13","r":"n"},{"m":"serv1-ukr.net","id":"NEW","g":"a server domain","p":"E13","r":"n"},{"m":"reply-ukr.net","id":"NEW","g":"a reply domain","p":"E13","r":"n"},{"m":"mxukr.net","id":"NEW","g":"a mail exchange domain","p":"E13","r":"n"},{"m":"stv-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"btx-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"accounts.cm1-ukr.net","id":"NEW","g":"an accounts subdomain","p":"E132","r":"p"},{"m":"mx3-ukr.net","id":"NEW","g":"a mail exchange domain","p":"E13","r":"n"},{"m":"dubl-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"zp.ukrtel.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"m1-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"sb-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"f3-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"a3-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"freedynamicdns.net","id":"NEW","g":"a dynamic DNS domain","p":null,"r":null},{"m":"lt-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"mst-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"score-ukr.net","id":"NEW","g":"a score domain","p":"E13","r":"n"},{"m":"om-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"msx-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"k1-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"bnt-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"pm-kv-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"tt-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"pas-ukr.net","id":"NEW","g":"a password domain","p":"E13","r":"n"},{"m":"step-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"mta-ukr.net","id":"NEW","g":"a domain","p":"E13","r":"n"},{"m":"fex.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"nx0.ru","id":"NEW","g":"a domain","p":null,"r":null},{"m":"sm.ukrtel.net","id":"NEW","g":"a domain","p":null,"r":null},{"m":"eo9p1d2bfmioiot.m.pipedream.net","id":"NEW","g":"a pipedream.net subdomain","p":null,"r":null},{"m":"eoiw8lhjwuc3sh2.m.pipedream.net","id":"NEW","g":"a pipedream.net subdomain","p":null,"r":null},{"m":"eo2mxtqmeqzafqi.m.pipedream.net","id":"NEW","g":"a pipedream.net subdomain","p":null,"r":null},{"m":"eoy7zvsvn6xfcmy.m.pipedream.net","id":"NEW","g":"a pipedream.net subdomain","p":null,"r":null}]}
