=== REQUEST (gemini gemini-3.7-flash) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 405 canonicals"
Entities:
E1. 1833.site
E185. www.michiganmastereltiempo.com
E186. www.symantec.com
E187. www.virustotal.com [aka virustotal.com]
E188. www.hybrid-analysis.com
E189. floorfix.com.au
E190. kopratiso.ru
Mentions:
M1. "onyangdol.site" (Domain) — options: E1, E2, E3, E4
M2. "ftp.artrsllc.com" (Domain) — options: E10, E11, E12, E13
M3. "naffalno.site" (Domain) — options: E1, E2, E3, E4
M4. "eumr.site" (Domain) — options: E1, E2, E4, E5
M5. "golgba.com" (Domain) — options: E23, E24, E16, E17
M6. "domtern.com" (Domain) — options: E28, E12, E29, E30
M7. "domthr.xyz" (Domain) — options: E32, E33, E34, E35
M8. "dogiraftig.com" (Domain) — options: E41, E42, E43, E16
M9. "skreatortemp.site" (Domain) — options: E1, E2, E3, E4
M10. "ghaniyu.com" (Domain) — options: E46, E25, E47, E48
M11. "dodortar.ru" (Domain) — options: E49, E50, E51, E52
M12. "kohhd.com" (Domain) — options: E58, E48, E16, E17
M13. "ansaigon.com" (Domain) — options: E25, E59, E60, E16
M14. "tinyurl.com" (Domain) — options: E63, E64, E14, E16
M15. "arentuk.com" (Domain) — options: E17, E65, E66, E59
M16. "dyndns.com" (Domain) — options: E68, E69, E70, E71
M17. "site-1.work" (Domain) — options: E1, E2, E3, E4
M18. "onthewifi.com" (Domain) — options: E16, E17, E15, E18
M19. "apokil.com" (Domain) — options: E77, E59, E78, E46
M20. "anidoz.com" (Domain) — options: E59, E27, E66, E63
M21. "fex.net" (Domain) — options: E82, E21, E75, E83
M22. "helpzzfound.site" (Domain) — options: E1, E2, E3, E5
M23. "ginaengg.com" (Domain) — options: E89, E16, E17, E15
M24. "webhop.me" (Domain) — options: E90, E91, E88, E92
M25. "nx0.ru" (Domain) — options: E52, E53, E54, E55
M26. "photobucket.com" (Domain) — options: E16, E17, E15, E18
M27. "yi-gos.top" (Domain) — options: E98, E61, E99, E100
M28. "ddnsking.com" (Domain) — options: E106, E16, E17, E15
M29. "noip.com" (Domain) — options: E76, E78, E46, E107
M30. "cautionphenomenon.co.kr" (Domain) — options: E10, E110, E111, E112
M31. "sendmail.website" (Domain) — options: E3, E116, E39, E5
M32. "ddns.net" (Domain) — options: E119, E120, E121, E122
M33. "shikjil.com" (Domain) — options: E76, E59, E79, E74
M34. "webknives.com" (Domain) — options: E125, E126, E16, E17
M35. "www.dstruct.net" (Domain) — options: E95, E127, E83, E84
M36. "myddns.me" (Domain) — options: E86, E106, E91, E93
M37. "e-wwg.com" (Domain) — options: E29, E132, E133, E66
M38. "akaluij.com" (Domain) — options: E17, E66, E76, E63
M39. "nirsoft.me" (Domain) — options: E135, E91, E92, E130
M40. "dcshost.net" (Domain) — options: E88, E86, E83, E84
M41. "apeduze.com" (Domain) — options: E25, E18, E76, E134
M42. "ye-gos.top" (Domain) — options: E141, E142, E143, E100
M43. "nikotod.ru" (Domain) — options: E144, E54, E51, E145
M44. "blinkij.com" (Domain) — options: E78, E18, E76, E59
M45. "ohsxy.com" (Domain) — options: E149, E107, E81, E16
M46. "github.com" (Domain) — options: E150, E147, E24, E13
M47. "baidencult.com" (Domain) — options: E112, E134, E151, E152
M48. "pastebin.com" (Domain) — options: E17, E32, E42, E16
M49. "kopratiso.ru" (Domain) — options: E153, E52, E53, E54
M50. "icanhazip.com" (Domain) — options: E132, E58, E16, E17
M51. "myftp.org" (Domain) — options: E154, E155, E156, E157
M52. "viewdns.net" (Domain) — options: E86, E163, E83, E84
M53. "serveftp.com" (Domain) — options: E67, E164, E165, E166
M54. "myftp.biz" (Domain) — options: E170, E171, E155, E156
M55. "arcor.de" (Domain) — options: E93, E174, E175, E176
M56. "ereservices.com" (Domain) — options: E181, E167, E42, E182
M57. "serveirc.com" (Domain) — options: E167, E172, E165, E166
M58. "rresteraftin.com" (Domain) — options: E89, E126, E12, E43
M59. "www.msftncsi.com" (Domain) — options: E184, E185, E186, E187
M60. "ftp.thefoodplace.net" (Domain) — options: E83, E84, E85, E86
M61. "fluoxi.com" (Domain) — options: E78, E79, E189, E16
M62. "3utilities.com" (Domain) — options: E17, E15, E18, E25
M63. "potrakit.ru" (Domain) — options: E190, E52, E53, E54

=== RESPONSE (12.6s, in 5588 / out 1382 tok, STOP) ===
{"v":[{"m":"M1","id":"NEW","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":null,"p":null,"r":null},{"m":"M3","id":"NEW","g":null,"p":null,"r":null},{"m":"M4","id":"NEW","g":null,"p":null,"r":null},{"m":"M5","id":"NEW","g":null,"p":null,"r":null},{"m":"M6","id":"NEW","g":null,"p":null,"r":null},{"m":"M7","id":"NEW","g":null,"p":null,"r":null},{"m":"M8","id":"NEW","g":null,"p":null,"r":null},{"m":"M9","id":"NEW","g":null,"p":null,"r":null},{"m":"M10","id":"NEW","g":null,"p":null,"r":null},{"m":"M11","id":"NEW","g":null,"p":null,"r":null},{"m":"M12","id":"NEW","g":null,"p":null,"r":null},{"m":"M13","id":"NEW","g":null,"p":null,"r":null},{"m":"M14","id":"NEW","g":null,"p":null,"r":null},{"m":"M15","id":"NEW","g":null,"p":null,"r":null},{"m":"M16","id":"NEW","g":null,"p":null,"r":null},{"m":"M17","id":"NEW","g":null,"p":null,"r":null},{"m":"M18","id":"NEW","g":null,"p":null,"r":null},{"m":"M19","id":"NEW","g":null,"p":null,"r":null},{"m":"M20","id":"NEW","g":null,"p":null,"r":null},{"m":"M21","id":"NEW","g":null,"p":null,"r":null},{"m":"M22","id":"NEW","g":null,"p":null,"r":null},{"m":"M23","id":"NEW","g":null,"p":null,"r":null},{"m":"M24","id":"NEW","g":null,"p":null,"r":null},{"m":"M25","id":"NEW","g":null,"p":null,"r":null},{"m":"M26","id":"NEW","g":null,"p":null,"r":null},{"m":"M27","id":"NEW","g":null,"p":null,"r":null},{"m":"M28","id":"NEW","g":null,"p":null,"r":null},{"m":"M29","id":"NEW","g":null,"p":null,"r":null},{"m":"M30","id":"NEW","g":null,"p":null,"r":null},{"m":"M31","id":"NEW","g":null,"p":null,"r":null},{"m":"M32","id":"NEW","g":null,"p":null,"r":null},{"m":"M33","id":"NEW","g":null,"p":null,"r":null},{"m":"M34","id":"NEW","g":null,"p":null,"r":null},{"m":"M35","id":"NEW","g":null,"p":null,"r":null},{"m":"M36","id":"NEW","g":null,"p":null,"r":null},{"m":"M37","id":"NEW","g":null,"p":null,"r":null},{"m":"M38","id":"NEW","g":null,"p":null,"r":null},{"m":"M39","id":"E93","g":null,"p":null,"r":null},{"m":"M40","id":"NEW","g":null,"p":null,"r":null},{"m":"M41","id":"NEW","g":null,"p":null,"r":null},{"m":"M42","id":"NEW","g":null,"p":null,"r":null},{"m":"M43","id":"NEW","g":null,"p":null,"r":null},{"m":"M44","id":"NEW","g":null,"p":null,"r":null},{"m":"M45","id":"NEW","g":null,"p":null,"r":null},{"m":"M46","id":"NEW","g":null,"p":null,"r":null},{"m":"M47","id":"NEW","g":null,"p":null,"r":null},{"m":"M48","id":"NEW","g":null,"p":null,"r":null},{"m":"M49","id":"NEW","g":null,"p":null,"r":null},{"m":"M50","id":"NEW","g":null,"p":null,"r":null},{"m":"M51","id":"NEW","g":null,"p":null,"r":null},{"m":"M52","id":"NEW","g":null,"p":null,"r":null},{"m":"M53","id":"NEW","g":null,"p":null,"r":null},{"m":"M54","id":"NEW","g":null,"p":null,"r":null},{"m":"M55","id":"NEW","g":null,"p":null,"r":null},{"m":"M56","id":"NEW","g":null,"p":null,"r":null},{"m":"M57","id":"NEW","g":null,"p":null,"r":null},{"m":"M58","id":"NEW","g":null,"p":null,"r":null},{"m":"M59","id":"NEW","g":null,"p":null,"r":null},{"m":"M60","id":"NEW","g":null,"p":null,"r":null},{"m":"M61","id":"NEW","g":null,"p":null,"r":null},{"m":"M62","id":"NEW","g":null,"p":null,"r":null},{"m":"M63","id":"NEW","g":null,"p":null,"r":null}]}
