=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1260 canonicals"
Entities:
E1. vdsina.ru
M7. "lamazone.site" (Domain) — options: E34, E35, E36, E37
M8. "ligaspace.ru" (Domain) — options: E17, E3, E43, E44
M9. "maximprofile.net" (Domain) — options: E47, E48, E49, E50
M10. "redport80.ru" (Domain) — options: E1, E3, E17, E44
M11. "shopersport.ru" (Domain) — options: E10, E58, E59, E3
M12. "sindoproperty.org" (Domain) — options: E62, E63, E64, E65
M13. "superboler.com" (Domain) — options: E70, E71, E72, E73
M14. "zaliphone.com" (Domain) — options: E21, E77, E74, E35
M15. "atl.ua" (Domain) — options: E80, E81, E82, E83
M16. "dl.kr-admin.gov.ua" (Domain) — options: E87, E89, E90, E91
M17. "mayak.dp.ua" (Domain) — options: E80, E83, E96, E97
M18. "golosdruga.ru" (Domain) — options: E1, E102, E103, E104
M19. "vdsina.ru" (Domain) — options: E24, E3, E106, E2
M20. "humanitarydp.ru" (Domain) — options: E1, E97, E108, E3
M21. "specnaznachenie.ru" (Domain) — options: E1, E111, E3, E73
M22. "prostosmeritesya.ru" (Domain) — options: E1, E24, E3, E112
M23. "kissmafiabeforyoudied.ru" (Domain) — options: E8, E114, E115, E3
M24. "kismamabeforyougo.ru" (Domain) — options: E117, E118, E5, E115
M25. "yavasponimayu.ru" (Domain) — options: E1, E24, E3, E60
M26. "popuasyfromua.ru" (Domain) — options: E1, E2, E3, E120
M27. "telegram-click.ru" (Domain) — options: E1, E22, E122, E123
M28. "superdadymster.ru" (Domain) — options: E73, E3, E71, E128
M29. "hopentools.ru" (Domain) — options: E22, E129, E1, E17
M30. "maxteroper.ru" (Domain) — options: E1, E65, E70, E3
M31. "zallesman.ru" (Domain) — options: E24, E3, E44, E22
M32. "sismasterhome.ru" (Domain) — options: E1, E47, E135, E3
M33. "liverpulapp.ru" (Domain) — options: E1, E22, E3, E137
M34. "jokoloret.ru" (Domain) — options: E1, E22, E3, E139
M35. "internetcygane.ru" (Domain) — options: E140, E1, E3, E116
M36. "sakentoshi.ru" (Domain) — options: E24, E1, E58, E3
M37. "againandagaingmorder.ru" (Domain) — options: E70, E3, E47, E19
M38. "zaikadoctor.ru" (Domain) — options: E1, E19, E3, E24
M39. "krasavchikoleg.net" (Domain) — options: E119, E49, E148, E48
M40. "polinamailserverip.ru" (Domain) — options: E115, E1, E3, E150
M41. "ipoluchayteudovolstvie.ru" (Domain) — options: E1, E2, E3, E44
M42. "vikompalion.ru" (Domain) — options: E1, E3, E4, E22
M43. "supermarioprohozhdenie.ru" (Domain) — options: E70, E3, E71, E128
M44. "lolifans.ru" (Domain) — options: E60, E17, E3, E58
M45. "tvoyaradostetoya.ru" (Domain) — options: E8, E5, E3, E143
M46. "tme-id.ru" (Domain) — options: E1, E156, E108, E157
M47. "qwdfewf.com" (Domain) — options: E162, E154, E163, E164
M48. "rmssrv.ru" (Domain) — options: E150, E3, E1, E6
M49. "zarabovannyok.eu" (Domain) — options: E116, E167, E168, E169
M50. "unayt.ru" (Domain) — options: E1, E3, E139, E22
M51. "iqhost.ru" (Domain) — options: E22, E1, E173, E174
M52. "pomoshnikrbx.site" (Domain) — options: E116, E38, E164, E36
M53. "zalamafiapopcultur.ru" (Domain) — options: E19, E175, E5, E3
M54. "telegram-mobile.ru" (Domain) — options: E108, E176, E1, E123
M55. "ccbaminumpot.ru" (Domain) — options: E22, E1, E3, E139
M56. "sephoraofficetz.ru" (Domain) — options: E10, E3, E179, E5
M57. "monopoliafromyou.ru" (Domain) — options: E1, E3, E182, E24
M58. "samoramertut.ru" (Domain) — options: E1, E21, E3, E139
M59. "moyabelorussiya.by" (Domain) — options: E1, E24, E184, E185
M60. "dublebomber.ru" (Domain) — options: E22, E1, E3, E187
M61. "gondurasonline.ru" (Domain) — options: E22, E189, E1, E3
M62. "infomalilopera.ru" (Domain) — options: E115, E19, E3, E47
M63. "agentsuperpupervinil.ru" (Domain) — options: E73, E70, E3, E71
M64. "duhodown.fun" (Domain) — options: E165, E193, E194, E195
M65. "picwalldoor.ru" (Domain) — options: E19, E3, E111, E22
M66. "boddyshow.fun" (Domain) — options: E154, E193, E194, E195
M67. "verycheap.store" (Domain) — options: E200, E17, E201, E202
M68. "prostotaknet.net" (Domain) — options: E51, E206, E174, E49
M69. "tg-me.pro" (Domain) — options: E18, E209, E11, E210
M70. "rafraystore.ru" (Domain) — options: E17, E3, E202, E19
M71. "censys.io" (Domain) — options: E26, E50, E1, E215
M72. "shodan.io" (Domain) — options: E13, E218, E50, E1
M73. "bitbucket.org" (Domain) — options: E13, E15, E63, E173
M74. "t-me.io" (Domain) — options: E18, E222, E223, E13
M75. "filebin.net" (Domain) — options: E52, E226, E49, E51
M76. "github.com" (Domain) — options: E13, E229, E204, E72
M77. "hostpro.ua" (Domain) — options: E83, E82, E232, E80
M78. "sav.com" (Domain) — options: E13, E15, E236, E237
M79. "opros-schudojniki-ua.eu" (Domain) — options: E119, E206, E241, E242
M80. "progolosyi.info" (Domain) — options: E26, E248, E107, E116
M81. "cloudflare.com" (Domain) — options: E225, E13, E253, E254
M82. "myftp.biz" (Domain) — options: E15, E258, E225, E259
M83. "cloue.link" (Domain) — options: E262, E263, E264, E13
M84. "ssl3.site" (Domain) — options: E270, E271, E272, E30
M85. "it-develop.me" (Domain) — options: E13, E277, E224, E278
M86. "protectraid.com" (Domain) — options: E281, E282, E72, E77
M87. "droopily.eu" (Domain) — options: E119, E77, E167, E285
M88. "t.me" (Domain) — options: E18, E222, E287, E13
M89. "grabify.link" (Domain) — options: E15, E267, E266, E13
M90. "frge.io" (Domain) — options: E210, E13, E291, E50
M91. "complainnykso.shop" (Domain) — options: E296, E297, E203, E298
M92. "remala.id" (Domain) — options: E51, E185, E127, E304
M93. "protonmail.com" (Domain) — options: E306, E206, E72, E13
M94. "basedsymsotp.shop" (Domain) — options: E200, E298, E299, E203
M95. "magicpic.eu" (Domain) — options: E311, E167, E312, E169
M96. "webhook.site" (Domain) — options: E13, E42, E314, E36
M97. "opros-sch-hudojniki.eu" (Domain) — options: E119, E316, E317, E318
M98. "prozorro.online" (Domain) — options: E323, E324, E51, E325
M99. "modeselling.com" (Domain) — options: E329, E330, E331, E332
M100. "mockbin.org" (Domain) — options: E15, E63, E216, E13
M101. "gbshost.org" (Domain) — options: E13, E174, E66, E68
M102. "aneria.net" (Domain) — options: E48, E15, E336, E49
M103. "odwebp.com" (Domain) — options: E13, E338, E339, E72
M104. "commisionipwn.shop" (Domain) — options: E200, E341, E298, E203
M105. "co3ra.de" (Domain) — options: E22, E51, E99, E116
M106. "steycools.pw" (Domain) — options: E304, E344, E345, E346
M107. "www.dropbox.com" (Domain) — options: E349, E350, E351, E13
M108. "ruvds.com" (Domain) — options: E1, E77, E356, E72
M109. "drive.google.com" (Domain) — options: E13, E358, E359, E360
M110. "ignoracndwko.shop" (Domain) — options: E301, E298, E296, E300
M111. "charistmatwio.shop" (Domain) — options: E301, E298, E200, E302
M112. "dayzilons.pw" (Domain) — options: E132, E345, E348, E304
M113. "baletki-ua.eu" (Domain) — options: E119, E245, E368, E167
M114. "metallergroup.ru" (Domain) — options: E1, E3, E83, E24
M115. "sowakiev.eu" (Domain) — options: E119, E24, E375, E376
M116. "mail.kzp.bg" (Domain) — options: E115, E378, E309, E379
M117. "vote-telegram.eu" (Domain) — options: E119, E383, E384, E331
M118. "group.kropyva.site" (Domain) — options: E116, E373, E133, E388
M119. "balletmasters.eu" (Domain) — options: E119, E136, E161, E169
M120. "barnsertr.com" (Domain) — options: E128, E19, E393, E394
M121. "hudojnik.eu" (Domain) — options: E119, E331, E397, E398
M122. "bihei.eu" (Domain) — options: E219, E119, E402, E160
M123. "golosa-zaditinu.eu" (Domain) — options: E119, E116, E403, E1
M124. "malunki-uahkonkurs.eu" (Domain) — options: E119, E406, E407, E371
M125. "golos-malunki-ua.eu" (Domain) — options: E119, E411, E371, E412
M126. "baletki.eu" (Domain) — options: E119, E414, E161, E368
M127. "vljsport.eu.com" (Domain) — options: E17, E119, E415, E169
M128. "tvorchist-ua.eu" (Domain) — options: E80, E119, E320, E83
M129. "vsekonkursy.pics" (Domain) — options: E1, E22, E419, E418
M130. "balet-ua.eu" (Domain) — options: E414, E370, E423, E392
M131. "balet-me.us" (Domain) — options: E426, E423, E223, E231
M132. "golosa-zaditinu-ua.eu" (Domain) — options: E119, E243, E404, E428
M133. "dnspod.com" (Domain) — options: E44, E1, E283, E156
M134. "reg.ru" (Domain) — options: E196, E429, E3, E430
M135. "infomailforyoumak.ru" (Domain) — options: E8, E431, E3, E5
M136. "tworchi-kanikylu.info" (Domain) — options: E116, E26, E107, E432
M137. "dytiachatvorchist.pics" (Domain) — options: E116, E24, E421, E432
M138. "tg.cyou" (Domain) — options: E210, E24, E435, E436
M139. "golos2023q.ru" (Domain) — options: E102, E106, E104, E3
M140. "topibuzz.space" (Domain) — options: E45, E439, E22, E440
M141. "zakrylki809.ru" (Domain) — options: E19, E22, E3, E4
M142. "killredls.pw" (Domain) — options: E346, E345, E132, E304
M143. "device.redirecl.com" (Domain) — options: E360, E443, E344, E231
M144. "kew.8df.us" (Domain) — options: E304, E447, E13, E448
M145. "filterfullproperty.ru" (Domain) — options: E24, E22, E3, E451
M146. "00-l.ru" (Domain) — options: E452, E453, E9, E88
M147. "qsrgh.site" (Domain) — options: E13, E271, E454, E40
M148. "faillymoodkywko.shop" (Domain) — options: E200, E298, E299, E300
M149. "grassemenwji.shop" (Domain) — options: E203, E301, E298, E299
M150. "president-petitions.shop" (Domain) — options: E301, E200, E456, E302
M151. "stitchmiscpaew.shop" (Domain) — options: E301, E298, E297, E296
M152. "empoweringparents.shop" (Domain) — options: E200, E298, E310, E301
M153. "backstagemerch.shop" (Domain) — options: E301, E300, E459, E299
M154. "preachstrwnwjw.shop" (Domain) — options: E299, E302, E310, E298
M155. "propertyiran.ir" (Domain) — options: E451, E311, E186, E460
M156. "napropertyhub.eu" (Domain) — options: E451, E167, E69, E169
M157. "propertyminsk.by" (Domain) — options: E451, E62, E69, E184
M158. "familyvote.info" (Domain) — options: E26, E461, E223, E107
M159. "tgeo.link" (Domain) — options: E210, E262, E463, E266
M160. "moskhoods.pw" (Domain) — options: E304, E345, E346, E132
M161. "trust-certificate.net" (Domain) — options: E465, E466, E151, E467
M162. "bahouholdings.com" (Domain) — options: E62, E472, E72, E451
M163. "rpc.1qw.us" (Domain) — options: E450, E447, E304, E448
M164. "deti.eu" (Domain) — options: E372, E392, E475, E27
M165. "ceriossl.info" (Domain) — options: E51, E476, E107, E116
M166. "apitelegram.org" (Domain) — options: E51, E479, E480, E66
M167. "mail-gov.com" (Domain) — options: E381, E482, E483, E115
M168. "protect-password.site" (Domain) — options: E306, E488, E281, E388
M169. "authssl.org" (Domain) — options: E255, E221, E38, E493
M170. "milgov.site" (Domain) — options: E495, E496, E487, E381
M171. "authssl.site" (Domain) — options: E498, E499, E500, E255
M172. "ssl4.site" (Domain) — options: E503, E271, E30, E273
M173. "teneta.site" (Domain) — options: E390, E373, E51, E374
M174. "superops.com" (Domain) — options: E75, E128, E72, E73
M175. "kew.1qw.us" (Domain) — options: E304, E474, E450, E509
M176. "plengreg.fun" (Domain) — options: E197, E193, E56, E154
M177. "beget.com" (Domain) — options: E162, E172, E510, E72
M178. "super777bomba.ru" (Domain) — options: E70, E128, E3, E71
M179. "iplogger.com" (Domain) — options: E306, E511, E512, E72
M180. "teiergam.com" (Domain) — options: E219, E479, E72, E77
M181. "beroozresaan.com" (Domain) — options: E219, E119, E516, E72
M182. "alegoomaster.com" (Domain) — options: E65, E77, E136, E72
M183. "unetset.com" (Domain) — options: E162, E51, E72, E219
M184. "comperssw.fun" (Domain) — options: E195, E165, E193, E154
M185. "konkurs-chari-final.eu" (Domain) — options: E119, E522, E523, E524
M186. "derzhposluhy.com" (Domain) — options: E116, E415, E76, E119
M187. "uasetukr.com" (Domain) — options: E208, E101, E472, E72
M188. "sansaispa.com" (Domain) — options: E219, E37, E283, E142
M189. "eurotelle.com" (Domain) — options: E119, E283, E306, E72
M190. "jslopasitmon.com" (Domain) — options: E41, E74, E530, E72
M191. "townoflakelure.com" (Domain) — options: E162, E74, E532, E72
M192. "azartnyjboy.com" (Domain) — options: E119, E497, E74, E239
M193. "tacticalv.com" (Domain) — options: E306, E74, E533, E72
M194. "rozsenich.com" (Domain) — options: E116, E21, E517, E536
M195. "funedunet.com" (Domain) — options: E154, E172, E72, E197
M196. "schaeaer.pics" (Domain) — options: E51, E196, E421, E538
M197. "ifastnet.com" (Domain) — options: E162, E519, E72, E55
M198. "diagnostic-resolver.com" (Domain) — options: E77, E237, E72, E539
M199. "god-le.com" (Domain) — options: E54, E541, E34, E542
M200. "aten.ua" (Domain) — options: E80, E100, E83, E84
M201. "nv.ua" (Domain) — options: E89, E82, E87, E83
M202. "barvy-ukraines.info" (Domain) — options: E546, E81, E549, E80
M203. "ukraine-barvy.info" (Domain) — options: E546, E81, E462, E551
M204. "afi-ukraine.org" (Domain) — options: E141, E554, E516, E555
M205. "meta.ua" (Domain) — options: E80, E100, E133, E82
M206. "ukraine-barvy.life" (Domain) — options: E546, E81, E561, E550
M207. "barvy-ukraines.life" (Domain) — options: E546, E80, E552, E86
M208. "petitian--ukraine.com" (Domain) — options: E101, E546, E558, E565
M209. "malvy-ukraine.info" (Domain) — options: E568, E80, E336, E561
M210. "malvy-ukriane.info" (Domain) — options: E568, E546, E462, E80
M211. "geroi-ukraine.com" (Domain) — options: E246, E400, E570, E555
M212. "mail.aet.in.ua" (Domain) — options: E80, E380, E545, E309
M213. "geroi.kyiv.ua" (Domain) — options: E98, E80, E571, E574
M214. "ukraine-charu.life" (Domain) — options: E81, E546, E562, E553
M215. "griselda.biz.ua" (Domain) — options: E83, E80, E232, E98
M216. "griselda.co.ua" (Domain) — options: E83, E80, E259, E413
M217. "lotus-kiev.eu" (Domain) — options: E98, E80, E581, E376
M218. "ukraine-chares.info" (Domain) — options: E81, E80, E550, E582
M219. "malvy-ukraine.life" (Domain) — options: E568, E81, E549, E583
M220. "ukraine-geroi.org.ua" (Domain) — options: E81, E101, E571, E516
M221. "ua-geroi.com.ua" (Domain) — options: E80, E413, E575, E585
M222. "ukraina-diti-ua.pics" (Domain) — options: E546, E246, E587, E434
M223. "yeah-biches.kyiv.ua" (Domain) — options: E80, E580, E546, E585
M224. "k-ukr.net" (Domain) — options: E88, E589, E149, E546
M225. "dis.gov.ua" (Domain) — options: E89, E93, E92, E90
M226. "aws-ukraine.cloud" (Domain) — options: E80, E190, E595, E86
M227. "milekiev.eu" (Domain) — options: E80, E568, E581, E375
M228. "edisk.in.ua" (Domain) — options: E594, E87, E93, E601
M229. "the-new-age.co.ua" (Domain) — options: E83, E232, E80, E580
M230. "geroiukrainu.com" (Domain) — options: E246, E101, E516, E42
M231. "bdf.gov.ua" (Domain) — options: E89, E87, E92, E80
M232. "i-like-hokku.co.ua" (Domain) — options: E80, E232, E604, E101
M233. "petitionukraine.com" (Domain) — options: E605, E246, E558, E72
M234. "cert.gov.ua" (Domain) — options: E87, E89, E606, E607
M235. "ukrainianworldcongress.org" (Domain) — options: E608, E609, E81, E63
M236. "biches-yeah.co.ua" (Domain) — options: E98, E413, E232, E80
M237. "petition-ukraine.com" (Domain) — options: E605, E556, E546, E567
M238. "gurt.duna.ua" (Domain) — options: E80, E92, E606, E82
M239. "chares-ukraine.life" (Domain) — options: E81, E549, E561, E553
M240. "ditinstvo-ua.pics" (Domain) — options: E80, E83, E611, E594
M241. "nbu.gov.ua" (Domain) — options: E80, E93, E614, E87
M242. "petition-ukraina.com" (Domain) — options: E605, E546, E558, E616
M243. "www.adelaida.ua" (Domain) — options: E413, E388, E355, E80
M244. "portret-ua.eu" (Domain) — options: E80, E83, E245, E577
M245. "malvy-ukr.life" (Domain) — options: E568, E88, E305, E561
M246. "ukr.net" (Domain) — options: E101, E88, E452, E620
M247. "trnvk.gov.ua" (Domain) — options: E89, E80, E93, E90
M248. "ndibk.gov.ua" (Domain) — options: E89, E87, E95, E90
M249. "id.court.gov.ua" (Domain) — options: E87, E92, E159, E89
M250. "post.mil.gov.ua" (Domain) — options: E89, E90, E87, E624
M251. "petition.president.gov.ua" (Domain) — options: E89, E625, E574, E616
M252. "petition-presidenty.org.ua" (Domain) — options: E605, E89, E626, E629
M253. "petition-president.org.ua" (Domain) — options: E605, E574, E627, E625
M254. "petition-president.kyiv.ua" (Domain) — options: E605, E625, E98, E626
M255. "passport-ukr-net.site" (Domain) — options: E390, E631, E632, E101
M256. "agro-sk.com.ua" (Domain) — options: E80, E575, E636, E413
M257. "petition-presidenta.org.ua" (Domain) — options: E605, E626, E617, E574
M258. "petition-ukrainiane.com" (Domain) — options: E605, E546, E567, E558

=== RESPONSE (50.0s, in 19308 / out 7118 tok, stop) ===
