=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 540 canonicals"
Entities:
E1. delta-storages.com
E178. apokil.com
E179. akaluij.com
E180. analyze.intezer.com
E181. bubenci.ru
E182. mafirti.ru
E183. airmauritiusticket.com
E184. proxylogon.com
E185. answers.microsoft.com
E186. your-mail.press
E187. naffalno.site
E188. sendmail.website
E189. mail.nais-gov.org
E190. email.cz
E191. ns2-dns.com
E192. myvnc.com
E193. forkscenter.fr
E194. badpdf.com
E195. nod-update.it
E196. softloadup.com
E197. viewdns.info
E198. gotdns.ch
E199. docs.microsoft.com
E200. myelectrive.com
E201. servegame.com
E202. erwini.ru
E203. sinergil.com
E204. vuonorganic.com
E205. serveminecraft.net
E206. arentuk.com
E207. farafauler.ru
E208. lopasts.ru
E209. enlamentedeunasesor.com
E210. up-lnk.myftp.org
E211. myftp.biz
E212. up-dot.myftp.org
E213. hopto.org
E214. ua-cip.org
E215. optica-rd.myftp.biz
E216. ftp.thefoodplace.net
E217. zapto.org
E218. lnasfe.ru
E219. helpzzfound.site
E220. floorfix.com.au
E221. ereservices.com
E222. store1.gofile.io
E223. store3.gofile.io
E224. tortunas.ru
E225. shikjil.com
E226. cautionphenomenon.co.kr
E227. lover.printing82.detroito.ru
E228. tarlit.ru
E229. motoristo.ru
E230. nirsoft.me
E231. nowpropitup.com
E232. microsoft.com
E233. social.technet.microsoft.com
E234. baidencult.com
E235. widget.forum-pokemon.com
E236. baidenfree.com
E237. vinergil.com
E238. advanced-ip-scanner.website
E239. product-reviews.website
E240. tiloraso.ru
E241. cooperi.ru
E242. potrakit.ru
E243. wpc-v0cdn.org
E244. ddnsking.com
E245. borizhog.com
E246. ginaengg.com
E247. giraffe-tour.ru
E248. rivierafamily.com
E249. phymateus.online
E250. aid.edopomoga.gov.ua
E251. admukr.club
E252. github.com
E253. pastebin.com
E254. xcqef.ru
E255. ceronamtinclube.icu
E256. chubanomania.icu
E257. cisa.gov
E258. cs1.wpc-v0cdn.org
E259. nitikora.ru
E260. plexbd.net
E261. atlantar.ru
E262. domthr.xyz
E263. kmtacn.com
E264. 1000020.xyz
E265. rbadm.top
E266. uacompensation.xyz
E267. uatax-compens.xyz
E268. ec-compensation.xyz
E269. tax-compenses.xyz
E270. telegram.org.security.ohsxy.com
E271. security-check.telegram.org.ohsxy.com
E272. hawksi.ru
E273. ghaniyu.com
E274. fan-guy.com
E275. yandex.ru
E276. xsph.ru
E277. m-vz.webhop.me
E278. fernandoherrera.me
E279. t.me
E280. myddns.me
E281. drimzis.com
E282. combinedresidency.org
E283. raidforums.com
E284. ansaigon.com
E285. pro-gos.top
E286. info-cip.org
E287. zambeziz.com
E288. hotmail.com
E289. shodan.io
E290. iforma.es
E291. a0322810.xsph.ru
E292. a0695487.xsph.ru
E293. a0656203.xsph.ru
E294. a0667987.xsph.ru
E295. a0698262.xsph.ru
E296. mygraphbook.com
E297. nx0.ru
E298. nikotod.ru
E299. anniversarygiftsforcouples.com
E300. webhop.me
E301. dod-upload.dodortar.ru
E302. lnk-upload.dodortar.ru
E303. sytes.net
E304. viewdns.net
E305. alt-2cdn.net
E306. blinkij.com
E307. ganara.ru
E308. onyangdol.site
E309. dogiraftig.com
E310. graphiuma.online
E311. scorpiones.online
E312. sardanal.online
E313. datagroup.ddns.net
E314. d-upl.ddns.net
E315. ln-upl.ddns.net
E316. rncsq.ru
E317. zbignef.com
E318. xcasinobonuses.net
E319. paparat.ru
E320. erinekenney.com
E321. telsec.org
E322. blog.gocon.in
E323. dev-com.sc
E324. dodortar.ru
E325. dishsouq.com
E326. easternexecutiveclub.com
E327. britxec.com
E328. api.dev-com.sc
Mentions:
M1. "delta.mil.gov.ua.delta-storages.com" (Domain) — options: E1, E2, E3, E4
M2. "delta-storages.com" (Domain) — options: E10, E11, E12, E13
M3. "hexactor.com" (Domain) — options: E19, E20, E21, E14
M4. "military-ukraine.site" (Domain) — options: E26, E2, E27, E28
M5. "military-ukraine.online" (Domain) — options: E33, E2, E34, E35
M6. "mill.co.ua" (Domain) — options: E40, E2, E4, E41
M7. "autodoka.com.ua" (Domain) — options: E40, E42, E44, E45
M8. "i.ua" (Domain) — options: E2, E39, E6, E40
M9. "ukrainebayra.com" (Domain) — options: E9, E18, E51, E14
M10. "dsns.com.ua" (Domain) — options: E2, E53, E9, E45
M11. "pbank.co.ua" (Domain) — options: E32, E8, E2, E41
M12. "ukrainecenter.yolasite.com" (Domain) — options: E2, E56, E57, E39
M13. "marmaris.com.ua" (Domain) — options: E9, E42, E40, E8
M14. "milotrad.ru" (Domain) — options: E61, E62, E63, E19
M15. "online.ua" (Domain) — options: E2, E68, E36, E39
M16. "arentuk.com" (Domain) — options: E70, E52, E71, E14
M17. "privat24.ua-wallet.pw" (Domain) — options: E40, E76, E77, E78
M18. "an-ukr.top" (Domain) — options: E44, E82, E83, E9
M19. "ukr.net" (Domain) — options: E44, E87, E88, E89
M20. "milotraf.ru" (Domain) — options: E61, E94, E95, E19
M21. "dezword.com" (Domain) — options: E98, E22, E99, E14
M22. "winchconstruction.com" (Domain) — options: E102, E41, E18, E103
M23. "3utilities.com" (Domain) — options: E105, E25, E13, E14
M24. "agrikoz.com" (Domain) — options: E109, E72, E46, E14
M25. "www.dropbox.com" (Domain) — options: E110, E111, E112, E103
M26. "texlidia.com" (Domain) — options: E15, E118, E119, E14
M27. "expeditionabroad.com" (Domain) — options: E11, E18, E122, E14
M28. "fluoxi.com" (Domain) — options: E125, E126, E127, E14
M29. "www.portcheckers.com" (Domain) — options: E131, E132, E133, E112
M30. "myelectrive.com" (Domain) — options: E98, E18, E136, E14
M31. "reteredelete.top" (Domain) — options: E70, E138, E139, E23
M32. "drimzis.com" (Domain) — options: E98, E143, E110, E14
M33. "kohhd.com" (Domain) — options: E15, E145, E146, E14
M34. "www.dstruct.net" (Domain) — options: E98, E150, E102, E151
M35. "smartideabusiness.com" (Domain) — options: E41, E18, E154, E14
M36. "golgba.com" (Domain) — options: E121, E6, E14, E125
M37. "billiopa.com" (Domain) — options: E15, E126, E156, E14
M38. "ereservices.com" (Domain) — options: E160, E161, E14, E75
M39. "ddnsking.com" (Domain) — options: E98, E165, E91, E14
M40. "dcshost.net" (Domain) — options: E168, E169, E170, E171
M41. "serveftp.com" (Domain) — options: E98, E173, E18, E102
M42. "apeduze.com" (Domain) — options: E66, E46, E178, E14
M43. "photobucket.com" (Domain) — options: E182, E18, E183, E14
M44. "ansaigon.com" (Domain) — options: E15, E98, E46, E184
M45. "mail-box.site" (Domain) — options: E27, E186, E4, E137
M46. "dyndns.com" (Domain) — options: E55, E191, E14, E106
M47. "fudupdate.com" (Domain) — options: E193, E194, E195, E14
M48. "cloudflare-dns.com" (Domain) — options: E197, E191, E106, E107
M49. "drive.google.com" (Domain) — options: E116, E136, E14, E199
M50. "vinergil.com" (Domain) — options: E123, E202, E203, E14
M51. "agreminj.com" (Domain) — options: E121, E108, E14, E41
M52. "hofsteder.ru" (Domain) — options: E72, E19, E207, E75
M53. "myftp.org" (Domain) — options: E210, E211, E212, E98
M54. "naffalno.site" (Domain) — options: E148, E29, E137, E27
M55. "thestoreroomnsw.com.au" (Domain) — options: E137, E220, E1, E221
M56. "chinagrill.co" (Domain) — options: E72, E43, E8, E224
M57. "detroito.ru" (Domain) — options: E181, E227, E228, E229
M58. "softloadup.com" (Domain) — options: E230, E231, E232, E14
M59. "raidforums.com" (Domain) — options: E23, E234, E235, E14
M60. "tinyurl.com" (Domain) — options: E98, E203, E116, E14
M61. "sendmail.website" (Domain) — options: E27, E111, E238, E239
M62. "kopratiso.ru" (Domain) — options: E72, E208, E240, E19
M63. "nowpropitup.com" (Domain) — options: E155, E135, E145, E14
M64. "e-wwg.com" (Domain) — options: E15, E243, E146, E244
M65. "dogiraftig.com" (Domain) — options: E22, E246, E164, E14
M66. "edopomogaonline.yolasite.com" (Domain) — options: E58, E38, E57, E28
M67. "easternexecutiveclub.com" (Domain) — options: E251, E18, E252, E14
M68. "districoperav.icu" (Domain) — options: E153, E255, E256, E257
M69. "fex.net" (Domain) — options: E152, E254, E260, E84
M70. "acteran.ru" (Domain) — options: E75, E37, E66, E72
M71. "domtern.com" (Domain) — options: E262, E263, E14, E98
M72. "domthr.xyz" (Domain) — options: E22, E264, E265, E266
M73. "ohsxy.com" (Domain) — options: E12, E270, E65, E101
M74. "emterox.ru" (Domain) — options: E75, E99, E22, E19
M75. "nx0.ru" (Domain) — options: E65, E254, E19, E24
M76. "hawksi.ru" (Domain) — options: E208, E202, E19, E153
M77. "webhop.me" (Domain) — options: E277, E230, E278, E279
M78. "azimurs.com" (Domain) — options: E25, E281, E135, E14
M79. "baidencult.com" (Domain) — options: E236, E14, E181, E206
M80. "proxylogon.com" (Domain) — options: E15, E18, E284, E14
M81. "icanhazip.com" (Domain) — options: E181, E127, E145, E14
M82. "shormanz.com" (Domain) — options: E121, E288, E289, E14
M83. "xsph.ru" (Domain) — options: E254, E65, E291, E292
M84. "arminext.com" (Domain) — options: E65, E52, E76, E14
M85. "axikok.com" (Domain) — options: E65, E108, E296, E14
M86. "nxkad.ru" (Domain) — options: E254, E297, E95, E19
M87. "webknives.com" (Domain) — options: E98, E17, E299, E14
M88. "dodortar.ru" (Domain) — options: E224, E23, E301, E228
M89. "tools.nexcess.net" (Domain) — options: E55, E171, E91, E191
M90. "plexbd.net" (Domain) — options: E152, E88, E84, E171
M91. "britxec.com" (Domain) — options: E254, E245, E115, E14
M92. "gangbang6.monster" (Domain) — options: E12, E284, E307, E36
M93. "fan-guy.com" (Domain) — options: E15, E121, E163, E83
M94. "rresteraftin.com" (Domain) — options: E15, E309, E14, E22
M95. "phymateus.online" (Domain) — options: E37, E36, E310, E34
M96. "ddns.net" (Domain) — options: E98, E313, E314, E166
M97. "xcqef.ru" (Domain) — options: E149, E19, E63, E316
M98. "metanat.ru" (Domain) — options: E64, E72, E319, E19
M99. "evil.server.com" (Domain) — options: E88, E98, E221, E177
M100. "rivertimad.com" (Domain) — options: E123, E248, E120, E14
M101. "blopik.com" (Domain) — options: E181, E165, E322, E14
M102. "t.co" (Domain) — options: E241, E323, E41, E279
M103. "hilr.ru" (Domain) — options: E67, E61, E324, E19
M104. "fishitor.ru" (Domain) — options: E61, E13, E19, E224
M105. "github.com" (Domain) — options: E116, E325, E326, E14
M106. "noip.com" (Domain) — options: E127, E165, E160, E14
M107. "pastebin.com" (Domain) — options: E208, E52, E164, E14
M108. "moskeet.com" (Domain) — options: E123, E22, E113, E14

=== RESPONSE (119.4s, in 8907 / out 16504 tok, stop) ===
