=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 936 canonicals"
Entities:
E1. filebin.net
E160. hudojnik-dsm.eu
E161. hudojnik-ua.eu
E162. hudojnik-dst.eu
E163. com.authssl.site
E164. ns2.authssl.site
E165. ns1.authssl.site
E166. gdocs.com.authssl.site
E167. googie.com.authssl.site
E168. anonvnc.com
E169. qaz.is
E170. qaz.su
E171. 01mirror.com.ua
E172. 212nj0b42w.web.telegram-account.host
E173. rozsenich.com
E174. annualgieconferenceinmunich2024.com
E175. googleauth.com.ssl3.site
E176. africathrillthes.pw
E177. againandagaingmorder.ru
E178. reg.ru
E179. agentsuperpupervinil.ru
E180. simplecloud.ru
E181. vikompalion.ru
E182. cafeteriumups.ru
E183. unetset.com
E184. cdn.certifiedauth.in
E185. killredls.pw
E186. itskids.pics
E187. revivalsecularas.pw
E188. qwdfewf.com
E189. s3-dgap.cloud
E190. get.sign-cert.com
E191. ukrsets.com
E192. ukrsett.com
E193. com.personlog.in
E194. com.getssl.ink
E195. super777bomba.ru
E196. vivianstyler.ru
E197. superdadymster.ru
E198. picwalldoor.ru
E199. ccbaminumpot.ru
E200. familyvote.co
E201. balet-me.info
E202. balerina.info
E203. emtserviceca.info
E204. vote-chary-telegram.info
E205. rms-server.tektonit.ru
E206. web.web.telegram-account.host
E207. web.teiegram.host
E208. telegram-account.host [aka web.telegram-account.host]
E209. teiegram.host [aka www.teiegram.host]
E210. 658pvbhj2k7veemmv4.web.telegram-account.host
E211. telegram-auth.website [aka www.telegram-auth.website]
E212. prostosmeritesya.ru
E213. ns2.authssl.in
E214. ns1.authssl.in
E215. www.authssl.in
E216. worker-misty-mouse-6ac7.aky15825.workers.dev
E217. aplusdesktop.workers.dev [aka desktopaplus.workers.dev]
E218. armylpus.workers.dev
E219. bitter-hall-1c0c.ochiplus.workers.dev
E220. desktopapluscom.workers.dev
E221. falling-rice-4afa.ochiplus.workers.dev
E222. armyplus-desktop.workers.dev
E223. aplusmodgovua.workers.dev
E224. telegram.qweasdzx.site
E225. webhook.site
E226. mzd-gov.cloud [aka mzp-gov.cloud]
E227. mpsv-gov.cloud [aka mv-gov.cloud, msmt-gov.cloud, mzv-gov.cloud]
E228. mf-gov.cloud
E229. md-gov.cloud
E230. gov-ua.cloud [aka govua.cloud, ua-gov.cloud]
E231. mze-gov.cloud
E232. mfa-gov.cloud
E233. eru-gov.cloud
E234. bihei.eu
E235. bom02.gotdns.ch [aka gotdns.ch]
E236. net.ssl2.in
E237. www.ssl2.in
E238. ukr.net.ssl2.in
E239. accounts.ukr.net.ssl2.in
E240. ssl2.online
E241. docs.ukr.net.ssl2.in
E242. let-me.life
E243. let-me.world
E244. balet-me.pro
E245. konkursi-uah.eu
E246. barvy-ukraines.life
E247. barvy-ukraines.info
E248. moskhoods.pw
E249. mpo-gov.cloud
E250. aws-online.cloud
E251. aws-il.cloud
E252. aws-meet.cloud [aka aws-meetings.cloud]
E253. aws-data.cloud
E254. aws-s3.cloud [aka s3-aws.cloud]
E255. aws-secure.cloud
E256. aws-ukraine.cloud [aka us-west-1.aws-ukraine.cloud]
E257. gov-aws.cloud
E258. awsplatform.online
E259. drv2ms.com
E260. getssl.ink
E261. deti-ua.eu
E262. aws-join.cloud
E263. ochiplus.workers.dev
E264. worker-test-6f41.idv64828.workers.dev
E265. dytiachatvorchist.pics [aka dytitvorchist.pics]
E266. baletkiev.pics
E267. kids-balerin.pics
E268. chary-konkursua.pics
E269. ua-konkurs.pics
E270. gov-au.cloud
E271. eu-central-1-aws.mfa-gov.cloud
E272. eu-north-1-aws.ua-gov.cloud
E273. govtr.cloud
E274. gov-fi.cloud
E275. eu-south-1-aws.mfa-gov.cloud
E276. ua-deti-chary.eu
E277. balet-ua.eu
E278. chary-telegram.eu
E279. telegram-chary.blog
E280. mfa-gov-il.cloud
E281. mod-gov-il.cloud
E282. milgov.site
E283. delta.milgov.site
E284. mail-gov.com
E285. mil-ee.cloud
E286. web-telegram.host
E287. devtools.bond
E288. ukr-malvy.life
E289. balet-ua.info
E290. secure.certifiedauth.in
E291. eu-southeast-1-aws.zero-trust.solutions
E292. ua-sec.cloud
E293. us-east-console.awsplatform.online
E294. ca-central-1.awsplatform.online
E295. gov-trust.cloud
E296. gov-gr.cloud
E297. cloud.god-le.net
E298. telegram.defender-bot.site
E299. defender-bot.site
E300. telegram-confirm.site
E301. ssl1.online
E302. ssl4.online
E303. ssl3.online
E304. balerina.life
E305. leru.life
E306. newyorktlimes.life
E307. i-ua.account-guard.site
E308. telegramm-account.site
E309. account-viewer.com
E310. protectconnections.com
E311. www.telegramm-account.site
E312. whatsapp.protect-password.site
E313. accept-action.site [aka group-invitation.site, www.accept-action.site]
E314. drive-share.site [aka share-drive.site]
E315. account-guard.site
E316. net.ssl3.site
E317. com.ssl3.site
E318. ssl4.site
E319. google.com.ssl3.site
E320. ukr.net.ssl3.site
E321. ukr.net.ssl1.site
E322. share.ukr.net.ssl1.site
E323. net.ssl1.online
E324. ukr.net.ssl1.online
E325. cancel-action.site
E326. whatsapp-confirm.site
E327. vesna-konkurs.life
E328. confirm.account-viewer.com
E329. google.drive-share.site
E330. google.share-drive.site
E331. www.google-drive.site
E332. ukraine-charu.life
E333. ukraine-charyy.life
E334. telegram.token-defender.cloud [aka token-defender.cloud]
E335. protect-password.site [aka www.protect-password.site]
E336. check.sign-cert.com [aka sign-cert.com]
E337. ukr.net.ssl2.site
E338. docs.ukr.net.ssl2.site
E339. group.teneta.site
E340. teneta.group
E341. group-teneta.online
E342. ertel-audit.com
E343. teneta.site
E344. signal-confirm.site [aka www.confirm-signal.site, www.signal-confirm.site]
E345. whatsapp.group-invitation.site
E346. complainnykso.shop
E347. gimnasikaua.site
E348. docs.googledrive.com.ssl2.site
E349. googledrive.com.ssl2.site
E350. drive.google.com.getssl.click
E351. kropyva.group
E352. davincigroup.online
E353. docs.gdrive.com.ssl2.site
E354. gdrive.com.ssl2.online
E355. docs.gdrive.com.ssl2.online
E356. googie.com.ssl2.site
E357. milgov.host
E358. uaccsnet.com
E359. ukrstnet.com
E360. i-like-hokku.co.ua
E361. yeah-biches.kyiv.ua
E362. geroiua.com.ua [aka geroiukr.com.ua]
E363. golos-ua.life [aka golos-ukr.life]
E364. geroiukrainu.com
E365. protonmail.com
E366. detipoertry.com
E367. cloud.account-viewer.com
E368. plntr.account-viewer.com
E369. ivanti.account-viewer.com
E370. stellar.account-viewer.com
E371. documents-reader.com
E372. account.google.com.getssl.ink
E373. golos-telegtam.eu
E374. www.binance.com.exmo.day
E375. www.binance.com.personlog.in
E376. superops.com
E377. res.certifiedauth.in
E378. notifications.certifiedauth.in
E379. account.certifiedauth.in
E380. notifications.google2.certifiedauth.in
E381. zero-trust.solutions
E382. com.ssl4.online
E383. net.ssl4.online
E384. ukr.net.ssl4.online
E385. googie.com.ssl4.online
E386. drive.redirecl.com
E387. drive.googie.com.ssl2.site
E388. drive.googles.com.personlog.in
E389. e-nas.firstcloudit.com
E390. ua-calendar.firstcloudit.com
E391. mail.outloolc.com [aka outloolc.com]
E392. files.ukr.net.ssl2.online
E393. petitian--ukraine.com [aka petitian-ukraine.com]
E394. backstagemerch.shop
E395. webappapiservice.life
E396. cloudflare.com
E397. chari-konkursua.world
E398. shared.document.drive.googie.com.ssl4.site
E399. s3-monitoring.cloud
E400. s3-dk.cloud
E401. malvy-final.info
E402. primaballerina.life
E403. progolosyi.info
E404. voa-gov.cloud
E405. xmr.2miners.com
E406. milekiev.eu
E407. jasminkiev.eu
E408. balet-ua.life
E409. crazykids.pics
E410. farbi-ua.pics
E411. ditinstvo-uah.pics
E412. farbi-golos-ua.eu [aka farbi-golos-uah.eu]
E413. uah-konkurs.pics
E414. konkur-farbi-ua.eu
E415. ipapi.co
E416. propertyiran.ir
E417. balet-ua.pro
E418. golos-charu-ua.pics
E419. uasystdoc.com
E420. stitchmiscpaew.shop
E421. charistmatwio.shop
E422. basedsymsotp.shop
E423. president-petitions.shop
E424. grassemenwji.shop
E425. ignoracndwko.shop
E426. empoweringparents.shop
E427. iloveua.ir
E428. shorturl.at
E429. grafix.ne.jp
E430. tvorchist-ua.eu
E431. tvorchist-sadochka.eu [aka tvorchist-sch-hudojnika.eu]
E432. ditinstvo-ua.pics
E433. petition-president.com
E434. enrollmentdm.com
E435. petitian-president.com
E436. get.mail-gov.com
E437. my.mail-gov.net
E438. mail.zhblz.com
E439. doc.gmail.com.gyehddhrggdii323sdhnshiswh2udhqjwdhhfjcjeuejcj.zhblz.com
E440. patient-docs-mail.com
E441. live.outloolc.com
E442. outlook.outlook.live.com.exmo.day
E443. olminx.com
E444. account.outlook.live.com.exmo.day
E445. petitionukraine.com
E446. mail.google.com.getssl.click
E447. winupmirror.support
E448. portugalmail.pt
E449. prozorro-ua.net
E450. hsts.online [aka www.hsts.online]
E451. golosa-zaditinu-ua.eu [aka zaditinu-golos-ua.eu, zaditinu-golos-uah.eu]
E452. golosa-uahhudojniku.eu [aka golosa-uahugojniku.eu, golosa-uahudojniku.eu, golosa-zaditinu-uah.eu]
E453. golosa-hudojniku.eu [aka golosa-hudojnikuua.eu]
E454. deti-malunki-uah.eu [aka malunki-ditini-uah.eu, golos-ditin-ua.eu, malunki-ditin-ua.eu, malunki-ditini-ua.eu, malunki-ditin-uah.eu, golos-ditin-uah.eu]
E455. golos-konkursu.eu
E456. vote-telegram.eu
E457. chari-konkursua.eu [aka chary-konkursua.eu]
E458. konkurs-chari-ua.eu [aka konkurs-chary-ua.eu, ua-konkurs-chary.eu, ua-konkurs-chari.eu]
E459. miecznet.com.pl
E460. hudojnik-malunki-uah.eu [aka hudojnik-malunki.eu, malunki-hudojnik.eu, malunki-ua.eu, malunki-uah.eu]
E461. hudojnik-malunki-ua.eu [aka malunki-ua-hudojnik.eu]
E462. grandpri-malunki-uah.eu
E463. golos-malunki-ua.eu [aka golos-malunki-uah.eu]
E464. vibir-uahudojniku.eu [aka vibiru-uahudojnika.eu, vibiru-hudojnika.eu, vibirua-hudojnika.eu]
E465. golos-hudojniku.eu
E466. sc-hudojniku.eu
E467. golos-ua-hudojniku.eu [aka golosua-hudojniku.eu]
E468. uasystnet.com
E469. monopoliafromyou.ru
E470. golos-charu-ua.info
E471. rafraystore.ru
E472. kozachok777.ru
E473. sephoraofficetz.ru
E474. golos-hudojniku-ua.eu [aka golosa-hudojniku-ua.eu]
E475. golosa-zaditinu.eu
E476. golos-hudojniku-uah.eu [aka golosa-hudojniku-uah.eu]
E477. golos-konkursu-ua.eu
E478. linedrv.com
E479. hudojnik-diti-ua.eu
E480. hudojnikua-sch.eu
E481. opros-sch-hudojniki.eu [aka tvorchist-sch-hudojniki.eu]
E482. baletki-ua.eu
E483. qaz.im
E484. konkurs-deti-ua.eu
E485. konkurs-maluvani-ua.eu [aka maluvani-konkurs-ua.eu]
E486. konkur-mrii-ua.eu [aka konkur-mrii-uah.eu]
E487. konkurs-deti-uah.eu
E488. edisk.ukr.net.ssl2.in
E489. geroi.kyiv.ua
E490. edisk.ukr.net.ssl3.site
E491. edisk.ukrnet.01mirror.com.ua
E492. edisk.ukr.net.ssl2.link
E493. helpdesk.katolik.bydgoszcz.pl
E494. gov-pl.cloud
E495. mil-pl.cloud
E496. hudojniku-school-ua.eu
E497. school-uahudojniku.eu
E498. tvoyaradostetoya.ru
E499. popuasyfromua.ru
E500. konkurs-vesna24.ru
E501. konkurs-vesna-24.ru
E502. golos-konkurs-ua.eu
E503. konkur-golos-ua.eu
E504. moe-ditinstvo-uah.pics
E505. awards-ua.pics
E506. baletki-ua.pics
Mentions:
M1. "mockbin.org" (Domain) — options: E1, E2, E3, E4
M2. "mocky.io" (Domain) — options: E6, E10, E11, E12
M3. "run.mocky.io" (Domain) — options: E3, E4, E11, E12
M4. "webhook.site" (Domain) — options: E4, E20, E21, E22
M5. "file.io" (Domain) — options: E1, E28, E3, E29
M6. "ipapi.co" (Domain) — options: E33, E34, E35, E23
M7. "portugalmail.pt" (Domain) — options: E41, E42, E43, E44
M8. "seznam.cz" (Domain) — options: E50, E51, E52, E53
M9. "filebin.net" (Domain) — options: E4, E28, E11, E59
M10. "github.com" (Domain) — options: E4, E62, E63, E64
M11. "bitbucket.org" (Domain) — options: E4, E1, E2, E7
M12. "gbshost.org" (Domain) — options: E4, E61, E2, E71
M13. "gbshost.net" (Domain) — options: E7, E4, E60, E72
M14. "authcheck.in" (Domain) — options: E74, E75, E76, E77
M15. "bihei.eu" (Domain) — options: E69, E10, E83, E84
M16. "mouseoiet.fun" (Domain) — options: E71, E38, E15, E88
M17. "magicpic.eu" (Domain) — options: E16, E86, E55, E85
M18. "cloudflare.com" (Domain) — options: E4, E96, E64, E74
M19. "rpc.1qw.us" (Domain) — options: E100, E101, E102, E103
M20. "exmo.day" (Domain) — options: E56, E107, E108, E109
M21. "grabify.link" (Domain) — options: E1, E113, E114, E4
M22. "authssl.org" (Domain) — options: E74, E8, E26, E118
M23. "qsrgh.site" (Domain) — options: E4, E120, E121, E26
M24. "sav.com" (Domain) — options: E4, E1, E124, E99
M25. "duhodown.fun" (Domain) — options: E89, E38, E15, E88
M26. "iplogger.com" (Domain) — options: E126, E127, E128, E64
M27. "co3ra.de" (Domain) — options: E131, E132, E133, E134
M28. "nk.1qw.us" (Domain) — options: E67, E101, E138, E102
M29. "myftp.biz" (Domain) — options: E1, E18, E23, E141
M30. "anonvnc.com" (Domain) — options: E144, E145, E64, E146
M31. "ssl4.site" (Domain) — options: E150, E120, E151, E25
M32. "kew.1qw.us" (Domain) — options: E102, E106, E100, E138
M33. "qwdfewf.com" (Domain) — options: E90, E71, E156, E24
M34. "hudojnik.eu" (Domain) — options: E45, E71, E158, E159
M35. "authssl.site" (Domain) — options: E163, E164, E165, E74
M36. "hiddenvnc.com" (Domain) — options: E146, E149, E126, E168
M37. "qaz.im" (Domain) — options: E4, E169, E170, E16
M38. "lo7h.com" (Domain) — options: E23, E77, E173, E64
M39. "bloockflad.pw" (Domain) — options: E33, E176, E128, E56
M40. "coudzoom.ru" (Domain) — options: E134, E177, E178, E53
M41. "cdnauthsoft.com" (Domain) — options: E126, E183, E184, E64
M42. "moskhoods.pw" (Domain) — options: E102, E176, E56, E33
M43. "odwebp.com" (Domain) — options: E4, E188, E147, E64
M44. "beget.com" (Domain) — options: E90, E183, E190, E64
M45. "comperssw.fun" (Domain) — options: E88, E89, E38, E71
M46. "dublebomber.ru" (Domain) — options: E131, E177, E195, E179
M47. "kew.8df.us" (Domain) — options: E102, E101, E4, E103
M48. "familyvote.info" (Domain) — options: E200, E90, E201, E202
M49. "ret.6bc.us" (Domain) — options: E4, E101, E104, E105
M50. "ccbaminumpot.ru" (Domain) — options: E131, E53, E177, E134
M51. "web-telegram.host" (Domain) — options: E206, E207, E58, E208
M52. "sakentoshi.ru" (Domain) — options: E134, E131, E177, E157
M53. "authssl.in" (Domain) — options: E213, E113, E26, E214
M54. "ochiplus.workers.dev" (Domain) — options: E216, E217, E218, E219
M55. "qweasdzx.site" (Domain) — options: E102, E224, E33, E22
M56. "mpo-gov.cloud" (Domain) — options: E226, E14, E227, E228
M57. "filedn.eu" (Domain) — options: E1, E11, E85, E45
M58. "ssl2.in" (Domain) — options: E236, E237, E25, E114
M59. "let-me.network" (Domain) — options: E242, E243, E4, E201
M60. "kowersize.fun" (Domain) — options: E71, E15, E38, E89
M61. "blakejones.xyz" (Domain) — options: E129, E95, E98, E92
M62. "keewoolas.pw" (Domain) — options: E33, E176, E248, E187
M63. "plengreg.fun" (Domain) — options: E10, E38, E178, E71
M64. "boddyshow.fun" (Domain) — options: E71, E38, E15, E88
M65. "bluepablo.fun" (Domain) — options: E71, E89, E15, E50
